1D;2D
336;5
334;61
300;48
274;91
317;20
284;85
339;66
311;63
266;58
341;53
333;93
260;20
281;14
280;15
312;83
340;55
327;43
272;96
335;39
267;63
253;56
342;11
344;98
260;97
328;21
334;62
254;17
318;9
260;26
254;48
262;86
342;83
342;81
331;31
258;39
321;31
260;77
311;22
302;9
276;75
267;36
279;43
286;33
252;59
297;55
304;79
331;72
342;98
298;39
275;52
296;56
350;66
315;63
333;14
265;13
340;84
306;24
292;59
335;49
328;91
257;49
340;20
346;29
296;80
263;24
281;30
275;69
265;7
350;1
291;6
300;30
287;84
313;40
321;72
323;5
281;79
279;19
300;55
286;56
330;16
302;15
255;31
253;87
340;78
258;19
265;32
344;95
315;63
316;96
273;18
349;75
340;88
269;3
260;69
253;3
344;27
342;2
289;27
306;19
299;65
272;75
299;94
344;52
305;94
306;85
282;22
332;44
346;46
321;100
298;99
257;64
282;83
328;99
343;25
336;79
348;81
325;33
255;88
285;15
251;21
313;93
316;33
327;14
286;77
295;70
271;71
270;94
343;26
267;99
335;53
281;56
343;65
325;54
332;45
277;19
284;55
324;11
303;46
257;71
327;65
262;82
278;49
292;100
274;56
255;15
319;80
263;54
285;75
313;48
349;24
308;30
344;80
320;10
271;91
250;60
300;78
343;36
322;66
300;28
269;75
348;68
293;34
302;49
328;1
271;92
294;52
303;27
282;39
265;18
264;24
343;66
295;42
327;53
334;77
273;63
280;75
333;36
276;21
270;88
337;38
342;96
305;76
309;72
278;61
300;59
276;75
273;99
271;62
288;36
274;23
264;4
339;48
286;54
344;77
326;30
286;6
293;57
326;36
259;13
274;2
322;27
333;6
340;75
310;8
281;29
297;78
251;52
288;5
303;19
322;75
292;22
299;93
334;18
312;66
335;38
264;11
347;12
342;57
301;28
310;63
274;71
254;58
265;93
319;66
281;63
316;67
269;48
337;83
343;62
311;59
274;54
338;83
337;42
331;31
285;73
312;26
290;3
336;35
251;6
314;32
338;15
296;33
330;47
287;73
318;61
294;40
273;5
286;36
323;29
253;47
266;28
340;70
252;27
318;77
277;33
309;19
308;24
312;88
282;86
344;23
301;33
252;17
271;48
258;50
284;31
283;50
280;66
262;47
298;38
275;39
309;15
342;43
322;58
303;34
267;1
253;65
289;12
341;7
289;40
272;70
251;41
269;65
270;37
256;76
294;24
262;12
316;55
257;89
335;92
300;8
281;45
339;41
338;47
256;69
255;45
336;51
322;11
311;9
314;53
321;22
335;29
294;36
280;47
333;13
314;24
303;21
280;5
311;25
276;22
340;12
328;83
328;42
269;29
261;68
303;81
265;51
311;72
296;74
274;14
343;89
335;32
313;18
341;73
252;6
320;59
299;14
270;90
316;48
333;63
295;75
266;82
253;14
280;92
287;74
298;59
292;16
308;27
329;33
276;83
350;60
253;98
284;1
271;10
269;34
259;21
317;29
269;16
325;38
285;56
343;22
286;71
301;1
271;30
341;96
338;74
314;68
272;93
331;41
330;86
282;51
252;43
312;23
252;56
253;58
316;10
272;15
269;6
303;91
328;97
319;90
299;95
264;89
340;62
309;8
305;49
259;57
279;5
270;65
268;10
346;43
253;3
316;82
330;82
259;18
311;17
326;52
333;54
263;90
307;82
300;60
290;63
342;72
347;45
342;26
253;14
254;40
259;52
265;19
312;19
324;34
306;14
261;89
252;79
298;95
272;31
325;78
350;46
257;97
327;69
262;42
349;19
269;63
271;31
299;99
287;15
338;93
251;13
345;61
309;99
304;51
262;13
314;46
280;78
260;71
255;54
289;100
291;89
284;6
262;60
290;85
350;68
266;72
304;60
278;62
326;100
275;63
283;16
274;18
335;41
332;97
314;60
274;12
257;1
305;16
329;20
315;26
278;69
307;18
324;71
312;44
292;42
328;2
328;97
266;50
332;13
299;14
262;43
343;98
329;36
345;36
282;24
328;32
349;21
290;7
344;18
303;7
290;70
292;45
275;31
265;13
301;86
252;61
316;5
252;13
303;10
322;61
340;4
303;32
279;78
283;90
338;76
341;8
274;94
304;70
338;27
258;76
273;52
296;98
293;38
287;28
350;11
348;52
292;23
307;93
276;52
276;54
295;62
303;67
268;14
274;1
286;15
298;49
311;65
348;73
298;66
339;91
255;29
285;96
302;23
339;62
313;83
306;45
296;48
265;42
295;47
342;83
308;1
302;15
313;83
286;88
315;73
311;20
310;71
303;85
350;45
348;14
331;31
332;49
289;36
303;72
316;80
291;70
328;68
309;40
262;50
303;81
348;80
348;42
309;32
250;100
293;100
267;48
338;14
327;30
278;33
348;100
283;44
340;74
334;33
345;52
264;34
347;41
347;91
318;30
333;84
281;36
280;45
275;86
290;92
293;99
331;65
312;67
313;79
287;55
307;59
319;20
347;5
270;65
322;58
263;21
350;30
341;48
304;34
271;48
252;96
303;50
303;1
282;80
312;73
298;7
305;28
294;75
347;38
322;9
263;67
324;67
304;7
344;81
342;66
321;79
290;47
295;92
291;9
286;9
286;76
338;97
259;24
328;91
278;73
328;40
307;66
306;21
310;30
267;13
258;36
321;43
254;4
329;68
307;41
254;9
341;95
256;84
339;98
331;81
339;80
302;96
254;47
273;77
333;26
334;99
269;87
331;2
315;95
305;49
343;85
329;68
266;94
331;76
330;73
308;94
291;70
325;36
324;35
260;76
277;16
346;48
343;9
319;53
271;19
261;70
336;36
345;31
253;98
327;49
276;66
254;19
285;94
287;81
291;32
254;99
336;11
342;53
286;74
334;95
278;79
306;15
348;30
330;38
303;43
272;70
332;2
302;80
318;11
285;64
261;68
269;11
273;27
319;11
339;23
278;100
264;11
305;60
288;76
254;54
258;100
323;77
314;24
292;3
285;7
289;71
257;58
285;60
290;37
350;45
279;92
275;98
271;22
272;51
298;10
293;20
346;34
250;4
274;78
263;34
310;37
301;31
330;48
308;85
259;76
337;83
331;68
291;67
315;65
313;91
339;25
300;24
282;8
269;24
316;5
311;42
315;58
336;66
326;39
310;26
333;83
306;64
301;35
302;91
311;99
328;32
255;65
349;97
277;57
258;80
284;48
293;23
266;3
343;35
267;12
339;3
290;77
322;16
253;27
275;55
281;5
304;72
257;49
344;42
343;26
308;70
315;25
292;12
303;29
268;61
334;30
319;59
274;78
255;64
348;70
252;33
312;23
345;21
255;22
289;9
332;51
267;83
340;32
334;32
281;18
252;31
281;65
312;75
341;55
346;5
308;34
255;66
294;84
263;37
330;38
344;91
255;83
314;70
296;19
251;92
260;21
330;46
278;99
347;32
336;58
280;61
294;46
328;37
305;10
344;40
299;71
318;9
310;98
283;11
268;99
337;65
346;13
332;73
282;44
290;4
250;49
339;70
298;85
272;70
345;24
276;69
255;55
280;85
350;49
251;21
314;4
297;41
252;92
276;14
340;27
275;32
344;81
289;98
284;13
294;34
283;37
341;87
277;8
349;23
286;59
284;44
299;76
278;28
331;85
285;99
266;60
319;97
311;54
289;79
284;88
327;15
254;95
265;76
326;22
257;36
279;78
309;13
315;17
271;55
338;97
303;92
319;83
331;56
274;41
340;20
322;7
334;45
347;86
295;92
262;99
254;6
309;37
293;61
259;31
328;11
267;46
300;63
277;76
301;57
349;72
320;48
304;50
255;29
335;82
264;25
342;73
293;14
254;44
287;6
287;20
308;61
336;89
330;89
253;78
341;85
268;19
294;19
340;34
284;42
313;75
327;37
265;40
279;99
338;84
267;44
251;83
344;19
295;97
291;37
320;61
259;68
348;35
328;5
256;37
317;42
300;57
256;85
337;21
282;3
270;54
321;20
283;85
260;42
278;55
290;35
279;21
276;62
280;19
284;69
307;52
310;97
286;32
269;64
338;31
315;63
321;83
339;73
349;100
276;24
255;94
348;48
315;33
339;97
343;98
267;34
253;17
327;43
327;99
290;82
284;94
299;42
328;46
308;42
304;40
292;85
336;84
293;27
255;92
276;38
260;96
333;23
346;51
275;8
278;82
275;6
271;49
288;55
251;80
331;46
288;87
307;41
318;61
267;65
347;35
265;1
266;78
268;61
336;89
307;12
342;75
303;23
267;67
270;55
285;66
295;20
341;42
317;32
322;90
273;42
301;64
306;21
287;61
281;18
306;83
345;28
273;15
342;67
328;49
341;54
272;97
311;11
256;13
298;6
312;46
313;100
266;48
283;45
261;26
269;55
278;66
274;91
293;43
303;50
332;61
341;61
302;30
314;7
317;7
296;67
296;76
260;17
