1D;2D
318;94
272;14
262;36
262;17
313;21
340;33
311;68
301;9
271;67
310;40
276;29
271;55
286;15
318;47
261;97
311;42
321;56
322;58
310;82
291;36
288;56
350;18
306;2
256;32
288;60
326;53
281;29
347;30
345;100
297;71
339;71
283;13
346;23
290;9
317;3
253;64
263;70
294;3
311;2
319;54
341;45
251;34
330;79
274;58
274;84
306;36
329;56
349;24
275;7
254;85
266;17
320;15
315;1
285;28
340;57
315;47
260;91
282;43
323;32
298;58
319;32
270;7
258;78
303;7
298;47
259;38
310;13
345;97
333;55
273;45
301;65
344;33
350;10
318;44
346;60
306;68
323;51
257;25
256;48
346;50
308;7
277;24
269;59
260;2
339;37
283;46
319;97
350;52
276;43
297;27
313;70
306;58
304;56
343;93
271;34
282;94
329;52
276;62
259;24
344;30
