1D;2D
292;64
299;23
308;31
312;94
285;89
306;82
266;79
337;44
330;100
322;8
263;23
333;28
254;100
265;81
264;10
255;19
274;70
259;85
302;91
316;76
271;56
322;87
342;2
348;69
313;2
348;95
329;71
272;67
281;43
294;54
333;26
266;26
299;46
350;56
311;64
318;49
264;98
323;9
299;23
257;22
310;33
324;11
308;44
332;34
302;75
340;40
306;16
321;90
299;34
251;64
309;61
350;77
348;4
338;85
325;86
295;17
305;43
260;82
330;51
273;99
287;43
269;46
306;74
318;44
326;47
290;36
340;55
261;40
338;60
281;33
286;99
312;15
291;17
285;58
343;38
253;6
251;39
301;11
311;85
266;28
271;93
287;13
345;9
262;10
323;74
279;22
271;64
290;78
327;53
265;48
317;37
268;82
302;63
251;61
291;79
313;78
294;86
271;81
329;77
347;57
306;25
282;19
343;100
346;91
308;79
303;30
256;83
285;42
285;20
293;30
329;84
344;7
261;22
325;4
340;58
267;80
327;60
285;42
274;11
300;20
251;1
338;84
273;90
307;93
334;4
257;88
285;10
257;26
284;17
333;5
290;20
320;61
319;13
256;7
329;37
260;35
256;24
337;68
304;32
321;23
258;33
316;73
302;86
258;46
256;37
320;98
290;69
319;23
340;58
270;70
304;60
302;75
328;37
348;24
332;66
331;14
303;91
289;40
263;49
262;46
315;5
259;83
343;92
296;58
344;64
268;53
293;18
293;30
343;84
309;41
271;84
322;21
270;46
277;76
308;37
282;30
337;31
299;53
322;90
332;79
265;94
276;92
290;57
322;57
286;76
344;83
270;73
309;94
306;32
348;7
341;91
281;16
309;15
312;46
256;43
318;82
348;24
326;60
296;87
250;83
252;100
300;49
307;31
340;35
349;72
253;40
349;55
301;36
254;32
344;21
291;70
307;28
301;77
291;1
278;87
290;23
312;53
288;69
332;93
309;6
334;84
333;51
318;72
285;43
279;14
268;92
274;35
256;23
293;75
313;22
350;90
307;40
267;35
326;51
290;6
251;15
329;71
266;33
333;65
303;41
338;92
337;77
319;61
313;88
317;89
348;62
304;89
257;40
274;7
313;63
273;36
308;17
350;32
316;58
303;85
340;75
252;69
301;21
283;34
270;21
327;68
317;58
251;76
330;12
316;88
338;64
342;59
310;89
302;59
293;90
345;65
277;79
340;16
338;99
253;39
346;69
346;25
309;59
258;77
341;69
294;58
322;7
342;15
289;55
349;4
332;40
260;12
300;72
265;58
267;81
323;96
268;8
328;51
307;39
323;82
295;13
285;33
329;87
273;39
325;95
261;46
341;6
349;89
344;66
286;99
261;74
345;92
281;3
284;98
291;69
260;7
250;6
273;78
331;9
282;87
313;31
331;70
339;100
262;84
253;11
303;13
251;71
340;84
250;90
260;82
319;12
336;65
335;93
335;18
343;24
254;8
276;15
277;51
274;78
284;98
324;77
336;26
338;62
267;28
338;32
253;80
251;93
341;80
339;15
345;60
328;88
341;85
253;98
288;43
317;91
316;9
288;10
265;98
282;97
264;26
345;24
293;30
345;14
265;48
260;55
305;78
318;79
262;60
298;85
255;49
293;98
332;76
292;19
333;84
318;40
260;82
331;44
285;57
334;79
254;35
330;86
299;39
349;17
260;78
293;62
276;24
260;6
261;55
306;47
331;13
331;9
262;71
322;52
288;27
264;34
335;57
312;12
339;52
308;76
343;79
296;23
274;30
278;64
260;25
349;7
267;92
327;15
314;31
301;34
341;84
324;56
269;61
341;27
336;64
298;85
325;100
254;66
330;70
274;3
346;14
270;57
311;51
263;60
253;95
316;67
316;25
331;1
329;3
315;48
302;59
341;93
312;90
251;74
328;66
346;16
342;66
267;43
323;8
257;97
331;98
344;86
295;70
336;34
327;2
294;100
296;86
322;84
289;64
302;38
266;37
302;28
251;26
267;54
292;46
282;98
344;83
261;31
299;24
328;5
308;54
277;17
254;19
262;12
289;83
272;53
296;32
299;65
284;24
260;37
273;56
337;25
312;35
289;76
289;56
332;57
268;91
332;94
336;38
317;100
313;10
315;84
291;65
263;19
268;37
314;55
284;64
345;75
305;76
255;54
337;71
289;8
291;2
320;40
279;54
350;64
270;57
281;51
305;82
266;48
310;49
328;43
301;85
343;97
349;64
286;23
