1D;2D
254;68
258;99
266;84
286;10
343;40
273;23
342;21
251;79
311;92
347;85
308;46
299;72
257;77
281;39
349;45
292;49
317;15
339;90
300;99
341;80
322;36
284;16
296;72
282;61
252;38
279;49
250;55
265;9
255;71
347;99
332;76
332;80
312;5
261;63
276;99
339;54
305;60
268;99
286;42
340;84
331;28
254;33
300;69
266;84
349;88
332;88
343;39
252;44
259;100
345;24
335;43
340;44
250;33
346;55
272;15
255;55
350;100
290;80
268;89
333;22
315;88
308;48
337;28
338;56
296;72
298;52
305;27
267;64
296;20
270;16
350;81
262;73
263;16
282;54
349;35
312;85
285;50
272;71
335;85
319;78
304;88
281;42
296;99
302;64
318;89
282;90
331;99
300;73
277;45
304;86
253;35
326;89
304;15
314;39
278;30
272;96
278;82
331;63
290;87
266;13
