1D;2D;3D
256;17;76
313;78;11
341;96;10
304;37;21
288;19;11
330;58;60
342;38;26
337;22;74
289;78;85
343;31;87
316;90;4
311;5;20
294;1;3
309;83;96
339;88;31
342;22;67
250;18;74
313;65;57
322;61;77
304;57;82
257;79;12
272;51;23
307;87;27
292;77;10
336;100;76
318;78;100
339;26;12
286;68;92
287;96;59
298;25;18
340;32;59
262;77;12
347;54;81
252;8;61
344;25;93
284;64;72
303;38;59
263;6;34
313;82;99
273;52;77
326;44;69
326;26;54
318;85;37
323;55;18
350;50;93
300;26;17
312;79;74
255;52;9
280;43;47
314;86;47
315;54;96
282;48;53
273;90;60
262;33;58
339;58;96
313;80;91
281;74;93
342;16;6
264;68;71
341;53;16
272;95;30
301;5;49
258;67;70
272;12;31
343;19;32
336;88;10
324;26;50
283;70;81
254;27;73
339;67;59
332;47;35
330;29;11
296;71;66
252;28;51
316;84;7
255;9;42
289;1;61
336;67;23
338;5;76
311;5;81
346;57;56
316;5;75
289;23;18
284;65;47
262;92;56
259;67;64
250;72;84
311;54;85
322;82;12
285;98;59
257;17;37
288;91;8
339;71;52
259;53;22
347;67;87
321;16;31
321;38;17
342;27;31
319;27;82
271;73;30
258;39;92
279;30;39
277;73;89
313;91;26
263;43;85
350;94;27
283;35;18
340;77;98
271;94;72
340;83;10
258;86;32
316;52;16
313;17;52
308;32;77
250;75;14
311;52;9
298;14;52
339;93;20
324;96;26
310;54;81
327;70;98
343;49;4
253;66;26
273;76;94
267;7;62
265;11;81
349;73;68
264;7;33
253;86;28
296;18;83
252;39;20
296;76;79
318;20;42
310;90;83
306;19;69
282;54;81
279;44;95
318;22;75
338;60;92
290;77;7
292;46;53
250;84;81
277;29;72
264;65;66
273;89;54
343;62;95
271;54;92
277;9;62
336;94;54
342;76;60
319;71;69
281;29;43
293;73;54
331;68;26
284;42;74
269;53;70
347;41;34
268;20;94
268;90;93
340;68;2
299;81;65
313;2;48
331;67;78
281;29;62
266;5;15
330;24;48
287;93;93
334;68;100
262;87;27
324;28;70
345;11;76
275;7;35
341;90;46
304;87;82
277;66;41
253;95;46
252;100;19
350;66;38
261;87;75
308;31;5
330;12;4
343;29;12
264;45;96
326;72;18
267;1;63
272;87;62
343;25;86
310;29;96
252;36;43
264;45;27
309;69;29
339;53;51
265;57;53
302;53;11
264;11;4
319;11;1
336;9;100
349;16;48
337;96;89
296;73;57
281;28;69
266;63;90
317;15;5
267;98;3
258;5;25
340;83;70
311;13;59
300;73;63
334;100;100
316;11;86
256;95;38
321;56;81
279;51;56
270;60;70
275;6;79
304;97;62
263;38;98
285;34;85
324;45;57
328;99;37
284;93;48
310;26;99
350;52;45
296;30;98
345;63;13
313;16;66
260;39;39
298;50;13
284;82;6
286;81;6
283;59;9
254;98;68
261;26;52
292;42;86
288;45;18
347;94;79
279;10;33
296;17;11
319;26;44
303;96;91
305;77;49
333;9;16
349;92;35
343;96;19
314;80;53
314;51;16
341;50;98
296;29;99
333;61;76
273;46;29
306;62;2
281;16;22
272;12;59
314;4;92
270;79;78
288;78;88
346;16;45
302;76;45
297;56;93
310;32;36
261;1;40
343;34;62
336;38;47
316;60;68
253;29;22
276;58;31
261;42;33
253;11;48
257;52;2
269;63;22
333;50;10
271;15;70
274;45;23
344;34;84
345;30;11
320;99;63
293;84;35
345;29;56
343;33;37
284;53;56
336;71;26
311;15;39
292;94;20
342;35;71
290;98;7
294;34;7
290;46;83
289;28;17
341;20;17
318;51;80
283;38;84
262;52;36
255;16;53
321;5;55
277;94;91
343;38;51
256;46;85
286;54;2
290;94;1
264;63;33
324;80;59
298;66;42
287;93;1
257;33;49
268;9;70
283;5;96
344;95;55
288;8;17
310;11;65
266;95;61
306;59;49
278;59;90
259;96;51
279;46;32
349;39;84
320;77;8
298;99;76
340;82;67
284;30;53
298;12;37
315;34;52
346;90;36
299;34;57
291;52;31
255;58;10
349;48;20
313;30;55
316;47;92
300;81;22
327;86;1
256;82;59
312;2;63
349;69;42
258;13;80
286;53;90
290;59;77
313;41;96
309;38;89
271;61;97
289;23;41
271;90;4
279;2;43
341;92;78
335;66;54
345;57;65
317;94;58
313;7;100
268;21;83
251;46;53
333;64;15
303;28;93
267;29;54
