1D;2D;3D
350;36;43
302;73;60
260;94;91
275;99;97
296;78;43
258;31;24
297;100;45
309;31;97
284;2;59
293;59;37
313;8;38
334;83;5
333;30;8
259;4;24
335;97;95
252;40;5
330;48;32
258;64;42
256;91;75
303;63;29
301;91;85
251;84;2
321;18;25
268;94;96
285;86;27
350;61;57
250;53;73
252;50;9
314;96;2
311;67;18
289;97;1
265;58;48
261;63;70
303;34;49
316;62;71
259;85;27
342;54;27
316;39;55
294;36;5
342;28;98
286;100;87
310;1;43
350;66;62
301;57;77
279;50;42
280;79;93
266;22;4
327;30;35
332;51;14
281;1;37
251;30;10
286;96;86
336;25;18
253;89;93
308;73;22
334;46;98
295;88;69
253;74;6
267;9;66
322;12;28
320;63;24
336;94;2
331;38;34
327;82;38
316;29;84
267;78;53
290;8;49
290;71;8
348;1;99
267;85;79
329;52;10
331;58;66
297;98;82
283;3;95
319;98;54
307;6;65
329;20;90
302;19;10
346;44;93
342;32;30
311;44;22
280;30;13
280;78;11
311;83;12
275;55;36
334;89;35
250;1;71
321;16;65
269;15;11
287;91;17
284;75;61
298;2;57
279;69;49
350;62;60
277;87;30
270;41;76
325;47;83
314;24;88
254;80;65
318;85;35
