1D;2D;3D
326;55;32
253;23;18
299;36;18
265;99;99
312;37;8
311;65;76
341;41;39
336;35;93
279;56;54
324;94;88
345;59;85
298;83;32
331;72;32
257;90;31
328;31;48
281;14;34
271;12;56
310;54;29
255;49;93
254;13;23
308;97;25
279;81;86
280;3;49
269;57;66
345;72;56
253;29;27
290;91;58
317;48;13
332;78;42
254;65;86
349;29;66
347;73;45
257;84;100
314;59;10
268;1;74
283;31;73
347;98;78
267;52;72
284;41;57
272;82;24
287;28;83
265;76;31
256;15;63
272;90;18
265;26;27
256;77;21
254;63;45
264;16;34
328;93;20
257;11;61
279;65;74
324;1;90
314;3;1
284;49;28
338;85;72
303;29;21
340;76;37
336;54;66
291;10;43
307;25;20
280;35;23
318;40;80
250;70;79
250;73;16
279;41;69
268;93;57
345;10;98
297;83;22
298;97;54
287;58;93
306;26;89
302;73;70
318;5;63
319;46;55
250;60;23
306;65;32
337;68;13
319;81;42
321;43;2
327;4;19
309;25;7
267;73;40
314;97;20
281;91;97
312;20;45
317;48;78
305;46;93
304;64;70
323;74;55
342;85;96
316;56;76
287;89;9
302;37;47
343;95;77
335;8;26
311;18;40
287;98;8
254;35;73
330;83;7
343;27;11
