1D;2D;3D
256;58;21
277;18;100
304;23;21
251;13;98
262;100;57
279;69;25
273;26;71
339;49;12
320;71;75
300;13;44
280;22;46
252;44;32
263;41;36
340;20;16
312;7;4
332;43;32
251;52;32
271;58;89
314;82;48
315;65;10
272;83;20
301;45;49
341;98;11
295;85;49
343;70;1
282;17;76
288;90;4
291;98;93
286;6;96
305;15;33
338;55;61
264;7;45
291;10;71
254;4;90
302;72;75
326;56;56
341;1;83
265;18;67
336;100;82
299;18;87
329;68;16
332;91;66
319;12;63
325;15;48
275;59;69
268;94;10
306;80;32
301;27;70
259;11;2
275;41;59
251;76;44
257;41;49
257;19;36
322;51;60
337;59;17
313;59;89
346;30;88
312;27;13
285;49;65
272;9;89
254;56;8
255;21;27
331;15;89
282;51;86
305;72;69
256;6;95
313;18;7
292;30;49
347;22;79
264;68;4
315;40;5
270;29;76
298;53;68
251;29;7
316;50;33
258;59;50
336;69;21
298;48;72
327;26;75
329;63;10
343;10;77
261;16;12
322;7;58
298;67;47
267;35;1
251;85;17
282;33;71
279;4;92
349;71;23
329;60;92
251;23;36
333;80;87
322;84;62
308;83;97
253;50;46
260;79;41
320;15;44
332;99;23
329;73;4
325;8;21
287;71;48
294;99;64
348;52;62
301;77;20
283;43;31
265;19;27
347;10;50
302;29;83
350;52;52
310;75;70
275;88;55
274;68;36
295;21;8
337;28;3
294;49;55
336;16;18
291;36;45
308;46;33
262;95;90
287;75;39
255;4;52
278;91;67
251;72;48
344;2;80
262;62;42
304;6;15
273;47;38
258;60;64
260;100;38
275;8;48
294;51;95
348;26;16
281;89;5
292;9;20
285;54;73
325;13;4
326;74;52
264;100;26
322;73;38
288;53;27
344;1;25
339;79;99
296;24;31
350;46;100
297;80;96
335;88;45
314;38;37
298;15;16
340;52;68
326;51;58
287;90;74
319;56;56
296;38;18
342;3;50
265;44;72
274;84;19
311;36;89
271;48;96
293;82;42
336;91;39
325;95;65
256;48;30
301;27;45
321;86;43
298;75;47
339;97;79
250;95;4
343;18;48
253;57;65
329;95;88
300;96;12
315;87;25
253;81;85
252;74;24
316;39;15
250;78;8
336;96;85
275;6;42
281;50;99
301;81;72
316;55;40
338;91;78
289;26;68
327;71;33
302;63;28
255;87;76
319;26;8
311;86;69
339;12;99
