1D;2D;3D
310;67;97
295;81;97
253;10;5
344;33;57
253;26;88
253;77;84
253;33;24
251;91;19
349;67;48
284;92;39
297;59;50
318;6;52
267;40;31
337;12;14
257;25;9
337;42;59
276;61;20
311;47;46
276;28;83
280;58;4
252;52;39
300;14;97
345;3;65
254;94;61
330;65;97
295;80;71
329;83;29
273;47;26
329;82;87
271;89;39
344;11;7
342;79;66
304;80;81
276;39;81
296;10;61
265;95;61
307;82;55
334;33;71
283;8;90
260;26;3
324;16;25
285;92;38
265;29;18
288;78;62
299;98;64
337;67;45
311;70;24
267;81;41
264;5;71
339;38;24
309;37;92
303;53;57
266;97;16
300;5;63
348;12;47
349;46;9
295;81;78
340;83;83
293;75;72
253;82;35
254;22;68
292;46;60
330;48;60
334;22;52
250;99;1
268;51;86
336;9;12
324;82;77
348;1;46
288;58;8
330;68;51
273;31;9
310;22;71
279;26;11
301;25;68
285;41;87
326;61;90
253;89;36
286;77;29
251;39;3
346;8;19
344;97;28
350;68;86
277;69;32
323;77;63
350;60;86
317;76;53
265;72;8
317;13;72
283;54;95
260;43;9
320;44;22
266;71;65
319;13;63
330;47;47
320;74;99
297;4;5
301;15;9
283;70;26
264;85;65
318;87;96
252;27;89
346;80;54
264;16;63
342;33;86
277;52;7
300;90;96
334;38;49
326;86;52
279;50;28
250;80;56
301;98;29
334;21;44
330;24;53
343;38;40
276;52;88
344;18;37
315;7;64
298;54;68
273;75;7
332;86;24
272;37;98
338;29;46
299;82;76
337;51;26
266;43;32
252;6;32
322;31;68
338;46;13
339;88;98
345;98;82
259;72;73
266;59;78
282;56;93
258;39;57
304;20;45
297;13;79
298;75;8
338;85;59
262;55;8
319;27;29
319;80;93
349;50;58
289;16;71
280;13;36
261;22;35
287;34;89
282;45;81
290;68;75
256;80;73
265;12;71
250;37;52
276;3;36
266;3;38
263;58;68
348;31;12
302;88;100
256;77;27
257;54;46
323;24;46
328;96;92
255;12;83
305;100;55
268;79;21
278;94;91
326;10;20
328;90;8
322;68;41
257;31;4
340;60;69
250;95;1
345;88;8
316;10;81
288;40;22
271;70;44
270;66;22
257;85;15
295;78;61
280;26;65
349;25;64
340;34;11
346;54;98
257;54;64
297;24;28
303;8;42
298;4;44
261;3;57
265;20;92
260;32;14
279;84;27
303;44;92
324;77;23
308;5;47
288;48;59
264;99;37
336;5;34
260;89;42
264;66;95
312;34;18
301;67;70
348;60;95
252;16;54
293;48;34
272;3;97
260;95;63
309;35;5
303;67;77
303;8;19
306;41;44
306;85;8
283;100;4
283;81;40
307;37;95
269;99;90
310;12;16
347;63;62
321;12;13
301;52;22
300;65;80
315;30;97
302;16;21
294;33;86
268;41;83
268;57;77
350;84;44
310;15;68
345;87;39
305;59;26
314;48;70
286;87;62
333;28;3
303;18;59
251;67;99
281;10;24
302;12;15
308;94;57
287;82;15
251;5;73
286;73;9
318;37;23
262;98;11
278;13;95
291;68;94
344;35;23
263;70;60
294;98;52
321;74;28
294;80;87
285;80;5
252;14;75
310;88;29
346;34;75
305;25;65
324;54;30
329;10;45
327;24;3
311;78;25
327;29;83
259;71;89
350;78;41
328;76;65
262;27;58
307;3;3
334;78;38
317;97;38
306;94;86
330;84;59
333;76;32
312;41;86
338;82;59
322;26;32
273;53;11
261;23;71
306;34;15
280;38;29
313;64;34
333;2;89
261;62;62
257;92;1
254;3;36
342;60;90
301;85;40
290;47;29
258;1;84
284;58;18
338;87;56
301;5;23
312;57;19
322;79;4
287;25;66
257;85;72
290;81;13
341;49;32
311;95;72
283;97;100
325;81;49
321;53;30
258;70;95
335;82;15
270;13;47
345;1;47
269;82;87
262;93;24
297;20;17
336;28;62
312;12;39
299;48;11
268;12;9
343;63;21
250;45;16
274;90;69
334;94;47
254;91;48
257;81;23
313;61;75
345;17;91
275;62;32
314;42;19
268;7;28
287;78;64
268;55;39
338;33;58
315;67;89
286;32;85
260;95;65
273;71;10
326;45;72
311;78;66
260;100;41
305;68;35
306;47;23
288;51;75
345;4;43
344;91;86
328;20;38
285;69;15
323;100;93
329;24;62
313;57;19
333;32;57
283;91;97
308;57;41
250;97;15
289;36;38
313;34;31
304;61;16
286;81;19
253;44;81
309;71;43
345;61;45
300;10;60
253;96;87
327;71;41
336;61;88
349;45;99
292;56;23
255;44;2
309;71;5
312;33;92
332;94;30
276;9;5
336;70;7
290;56;11
262;11;1
269;90;46
308;18;31
340;87;86
332;25;83
281;50;96
336;10;50
323;85;73
291;88;87
267;42;33
342;80;22
251;21;58
342;50;67
301;41;6
250;72;92
276;48;91
270;54;34
304;57;46
251;67;29
325;14;64
302;53;61
310;87;21
328;67;13
264;100;54
322;100;18
322;74;83
307;69;3
273;11;26
289;56;80
316;53;33
303;56;99
305;86;14
282;66;100
275;31;24
346;10;59
267;44;89
307;85;6
271;62;72
320;10;16
300;13;22
297;47;94
319;74;1
259;19;17
279;5;7
344;32;77
264;100;41
330;3;34
270;61;37
264;33;62
283;64;44
270;25;68
250;78;75
333;100;2
307;58;72
314;56;47
258;32;79
348;23;80
339;2;57
329;43;81
342;69;62
314;51;52
328;64;55
275;78;19
284;90;34
350;70;64
312;7;5
298;49;51
286;36;18
343;76;30
330;66;82
299;78;77
316;66;75
332;86;96
263;39;98
327;15;94
344;62;35
269;99;29
276;22;100
259;41;50
289;15;100
272;51;80
293;47;35
285;74;10
314;16;26
296;14;50
298;46;58
316;61;94
274;59;37
258;16;6
324;18;24
302;50;95
275;97;88
280;18;28
276;40;82
316;100;53
345;62;49
295;4;48
328;80;48
309;77;64
305;62;74
342;19;42
