1D;2D;3D
267;43;23
263;77;34
345;31;96
345;29;59
338;71;8
266;14;84
339;82;35
259;74;95
329;69;29
284;26;16
298;42;88
261;91;49
293;83;5
295;56;68
298;16;21
320;33;84
344;58;56
336;56;5
280;2;57
343;77;60
334;67;6
303;74;23
313;87;86
265;90;53
333;61;14
336;11;68
274;5;57
262;7;41
255;40;90
257;51;58
255;85;72
274;7;63
291;31;26
321;88;83
300;70;87
324;35;16
338;50;64
255;75;50
292;79;63
301;21;90
259;73;45
274;42;54
269;33;77
346;75;90
302;27;9
306;14;28
250;48;100
255;47;87
277;83;7
293;41;81
261;63;19
341;36;45
266;3;97
349;96;82
293;11;21
273;78;60
269;89;39
335;6;95
326;60;66
300;93;88
306;34;68
308;96;92
288;62;59
264;41;76
250;79;1
341;5;40
298;51;8
301;54;18
272;40;40
251;45;76
329;33;52
278;68;69
339;78;57
318;8;52
334;43;77
328;49;94
276;54;45
286;23;74
350;40;41
304;20;99
259;11;5
250;83;58
305;58;28
336;65;3
267;23;22
250;52;70
269;71;51
261;92;51
270;96;40
271;95;32
285;15;67
263;65;12
292;69;69
337;11;86
340;42;7
280;13;36
335;94;57
293;34;71
309;36;11
298;75;91
325;55;74
325;36;55
290;78;83
330;85;43
281;48;29
265;43;32
349;91;94
313;60;51
338;38;52
312;52;32
292;47;100
286;2;95
252;51;86
280;30;48
308;68;9
348;21;96
341;60;21
263;70;98
286;6;78
314;62;24
260;52;55
253;3;5
295;39;76
345;50;94
343;63;59
254;31;71
293;86;63
294;98;52
306;52;98
330;66;19
295;91;88
300;75;68
334;87;37
318;32;93
265;80;8
284;70;88
350;17;59
329;92;82
266;27;14
251;66;37
287;75;35
339;22;94
289;65;25
255;24;23
293;77;83
283;84;40
299;38;42
280;43;97
262;50;41
309;34;30
263;8;24
316;95;1
345;7;9
317;54;19
280;19;97
266;41;46
297;5;99
347;75;18
323;28;59
324;4;74
281;42;20
325;24;33
340;52;74
273;25;47
331;93;53
329;47;99
329;42;54
340;14;22
282;47;76
312;36;13
259;56;58
317;20;53
322;31;54
279;8;79
307;77;55
297;84;26
269;30;20
292;86;83
325;88;84
310;72;69
298;67;44
279;56;11
250;54;9
285;79;41
347;70;73
281;73;44
302;72;75
280;72;88
274;90;39
322;53;82
288;46;88
298;53;99
309;13;16
344;58;28
300;86;55
273;10;93
340;55;50
296;74;62
335;30;26
262;1;91
343;43;79
333;93;13
324;46;38
268;66;34
349;64;19
294;18;100
335;77;43
332;59;27
268;97;76
330;42;83
320;32;42
280;68;97
345;15;49
287;44;16
316;12;15
298;28;86
272;45;20
310;38;50
324;83;99
274;46;26
340;37;49
300;99;57
313;92;81
285;61;11
323;59;94
301;65;72
317;51;87
345;72;64
327;48;67
334;20;85
288;6;74
348;20;39
272;24;76
318;14;59
283;86;13
333;24;65
301;17;43
300;94;12
257;11;18
296;89;51
278;16;67
349;98;88
350;56;33
286;38;41
346;34;15
254;70;56
312;7;66
265;55;13
267;92;30
274;57;31
344;84;77
290;4;81
310;72;7
264;38;28
349;29;93
317;75;45
285;24;20
301;1;13
276;31;40
278;22;37
286;69;33
300;23;94
277;74;62
296;33;16
288;15;24
331;59;25
328;89;71
323;12;14
284;34;66
350;6;28
343;17;94
336;2;20
298;49;66
250;73;95
315;25;79
269;68;26
256;43;38
273;3;52
330;91;82
268;46;58
327;89;10
305;45;21
329;15;89
280;65;62
332;35;78
314;33;71
268;78;24
312;47;60
283;67;83
276;73;8
259;92;12
344;40;27
336;29;67
252;71;26
275;69;10
253;39;12
311;1;37
296;14;27
307;4;15
320;76;68
310;44;50
302;85;81
343;33;37
275;77;77
341;5;56
334;67;36
293;31;37
321;12;50
306;29;13
253;20;11
268;33;35
315;55;32
268;35;13
263;34;80
281;48;8
286;2;45
316;9;17
274;31;41
301;53;4
281;94;51
266;72;97
313;73;88
334;54;2
280;80;39
334;83;56
333;55;18
322;30;86
296;48;31
286;77;95
323;9;53
333;18;51
320;23;52
339;11;18
317;38;3
283;38;16
336;7;20
306;79;98
319;60;53
343;33;82
262;9;22
322;89;41
340;36;42
302;23;92
262;61;17
265;65;43
258;6;33
312;27;72
289;38;28
344;36;68
293;59;58
309;70;94
298;6;76
286;13;45
338;62;18
333;93;42
350;68;21
274;66;38
302;4;54
296;29;47
295;85;67
334;87;3
340;16;66
344;12;5
292;90;52
340;66;57
350;24;34
330;86;31
297;66;76
312;38;100
336;47;100
266;39;20
350;100;25
333;27;77
264;41;49
327;6;71
251;80;83
292;33;100
318;53;24
342;100;69
268;40;68
321;3;37
284;80;43
296;27;61
323;10;59
314;38;29
282;21;88
270;26;13
308;92;54
323;66;68
252;11;75
250;39;3
305;77;68
323;10;80
282;72;36
312;27;53
316;96;55
317;44;40
254;75;28
292;3;75
284;18;88
345;82;68
322;92;48
299;46;21
346;20;73
274;2;98
282;42;84
350;16;77
270;69;20
270;34;22
327;5;76
284;98;99
341;44;61
303;31;11
275;84;12
266;59;23
320;81;66
259;22;66
339;53;32
269;71;65
336;48;5
264;31;40
308;96;89
312;54;71
343;71;13
283;49;55
293;48;37
326;70;3
348;14;71
350;51;34
336;62;42
334;6;57
277;11;96
319;79;53
300;89;51
315;10;17
251;18;87
336;27;84
264;54;11
334;66;80
316;90;16
349;16;81
298;66;90
263;46;34
261;38;88
292;76;2
290;24;67
282;45;85
293;38;6
256;62;99
345;23;2
328;90;6
335;59;32
260;61;47
318;72;71
302;73;91
263;62;40
253;54;45
293;21;19
282;72;38
342;78;50
332;97;90
322;6;41
326;90;68
281;6;39
349;61;3
265;38;9
277;1;99
273;50;17
269;25;48
294;100;86
260;26;14
273;73;64
341;85;24
254;14;51
304;10;52
306;78;5
343;54;24
282;67;21
287;52;27
323;66;93
271;86;68
269;54;55
334;75;84
299;27;68
309;79;59
341;86;50
343;34;17
347;41;4
299;33;71
283;24;54
311;49;16
278;83;54
259;27;80
322;65;11
274;68;74
345;77;52
317;8;9
314;62;5
323;90;56
283;7;66
339;57;11
260;57;47
263;64;79
253;5;59
344;27;67
308;3;93
284;6;1
311;83;62
342;5;25
323;69;21
329;42;27
324;17;3
330;60;8
300;46;33
287;49;56
262;82;21
339;9;46
308;51;14
265;88;44
297;67;59
289;61;55
283;27;47
339;71;95
265;55;16
319;52;97
316;74;27
309;83;61
278;83;79
262;89;84
314;73;82
315;13;85
258;1;56
280;26;99
265;83;26
331;17;25
264;55;69
259;8;91
328;69;56
295;15;36
334;98;36
254;23;3
293;93;32
269;71;65
268;20;54
295;24;98
319;89;34
279;92;76
306;83;10
319;13;26
350;25;2
267;42;9
329;10;36
318;9;9
266;10;6
324;98;47
290;20;33
267;8;76
269;35;42
262;80;68
313;16;16
283;54;21
286;83;53
298;45;18
291;14;95
305;16;67
269;37;63
327;24;61
329;89;34
348;27;87
283;1;54
334;54;63
260;67;58
266;50;91
315;88;26
328;58;35
344;52;22
269;56;20
309;9;98
332;4;62
302;63;98
317;53;88
331;7;13
331;77;8
306;26;27
266;91;48
267;79;31
299;48;82
314;5;44
311;52;44
257;89;34
319;30;81
311;43;65
268;21;10
341;48;6
252;30;19
260;33;48
260;19;80
302;14;10
271;41;3
276;48;74
251;13;1
342;51;88
337;36;43
331;37;99
265;95;81
254;85;93
348;56;31
305;5;77
335;66;96
322;42;90
331;41;91
330;86;27
336;44;37
280;28;40
264;56;67
272;69;56
262;27;100
347;5;99
277;58;53
318;66;16
257;99;2
317;2;70
283;33;99
327;66;19
269;84;17
348;70;68
340;98;86
310;1;45
342;45;74
284;32;38
325;5;66
321;46;28
304;99;19
325;5;39
302;18;34
332;72;45
330;83;97
263;8;43
287;36;49
302;40;92
291;10;23
342;95;11
320;2;48
286;9;95
267;100;76
273;81;45
342;64;80
285;43;79
300;24;56
295;46;63
290;97;14
304;91;57
285;60;88
286;35;22
326;54;4
251;67;5
251;99;11
331;48;2
308;47;88
284;25;18
255;24;8
338;38;5
262;71;4
303;80;90
259;43;83
256;14;38
341;30;39
280;9;45
269;94;67
332;58;63
335;64;97
262;1;82
337;95;7
268;80;9
271;58;82
332;69;52
292;21;23
348;53;78
276;32;28
282;27;44
256;79;15
286;47;37
262;77;71
281;95;29
268;93;70
303;17;24
297;16;39
266;32;96
343;2;15
270;98;59
350;30;77
286;27;96
316;100;84
266;63;33
323;37;61
296;7;63
297;4;86
320;12;10
331;79;93
