1D;2D;3D
263;14;15
325;59;45
319;75;40
337;71;13
299;26;94
338;92;88
302;53;62
265;86;38
297;58;74
309;89;15
285;37;48
318;48;98
275;61;4
256;90;86
267;60;18
322;23;9
332;7;39
260;40;48
343;33;59
280;97;67
340;31;59
282;34;25
273;89;55
258;36;8
269;48;9
300;45;42
293;86;96
310;54;44
269;14;63
264;11;40
322;21;41
337;75;22
329;14;26
349;63;95
325;39;41
297;31;62
285;21;49
348;66;65
346;61;32
254;64;41
301;10;69
320;13;12
255;60;19
336;58;23
260;59;46
264;65;64
283;85;82
265;92;1
339;22;54
332;82;98
285;23;10
346;11;2
330;73;40
345;36;93
268;1;68
309;61;97
292;78;18
304;40;77
260;9;58
349;82;52
258;40;73
263;55;73
350;87;80
347;73;85
342;3;11
283;28;3
279;15;49
269;93;52
306;5;1
349;61;51
302;31;89
256;62;16
295;5;15
276;83;51
254;92;27
292;34;65
262;46;33
337;75;26
278;49;75
328;1;29
258;45;7
282;44;11
271;15;61
286;98;47
276;20;17
256;76;67
257;43;27
261;50;61
331;36;94
254;18;59
331;11;59
318;18;52
347;67;39
291;12;76
269;68;12
255;49;49
336;41;3
310;81;9
327;29;49
263;25;27
277;32;21
328;58;29
266;65;32
327;43;79
334;17;57
319;42;85
283;36;14
291;89;99
251;3;35
254;20;56
252;32;67
268;69;30
327;47;63
338;81;32
334;64;74
291;3;94
348;54;25
264;37;51
279;84;25
277;77;84
341;33;36
268;74;74
283;49;2
289;23;87
309;38;82
273;23;98
288;26;98
265;61;73
324;21;3
274;77;79
313;57;85
337;14;50
266;37;81
342;15;99
280;80;56
274;28;45
267;98;22
340;77;62
337;57;36
268;2;5
275;26;7
306;25;36
268;24;80
283;70;22
277;76;39
301;47;7
349;45;60
319;49;37
348;80;11
253;70;22
304;13;37
307;82;4
338;68;27
264;95;63
339;73;50
276;54;82
252;91;25
311;82;68
339;87;90
278;65;21
255;73;22
326;7;87
305;51;19
278;25;32
286;66;93
279;28;76
314;98;18
328;100;55
350;28;12
266;50;20
310;94;44
323;43;21
263;35;99
291;6;42
323;5;62
251;3;2
269;31;1
338;59;38
337;6;93
325;98;95
323;15;34
299;32;98
322;84;41
338;16;73
312;60;98
335;31;37
334;9;62
335;47;5
296;41;37
315;60;27
253;10;47
312;47;27
255;84;47
325;32;5
275;52;27
255;75;19
250;68;40
299;91;47
267;82;31
252;95;50
283;41;81
314;80;13
328;99;62
265;38;92
278;81;61
299;96;18
332;82;100
272;26;79
304;77;10
254;9;61
305;96;93
312;55;47
290;89;50
320;91;29
346;68;55
252;59;80
346;61;97
330;48;60
258;41;57
318;15;31
319;64;90
341;71;4
325;16;45
339;35;91
333;49;62
252;73;55
308;79;53
294;88;23
265;47;27
328;51;90
287;92;62
253;91;17
330;29;39
288;99;19
291;86;74
335;81;72
316;93;96
294;87;91
293;24;45
250;43;55
269;27;69
289;67;55
330;64;50
262;46;40
287;20;29
336;19;24
346;41;35
266;99;21
271;18;70
300;50;43
282;21;70
274;68;70
258;65;21
267;75;82
328;35;6
323;46;46
317;51;22
328;32;48
342;98;64
345;92;52
350;44;26
256;40;93
303;51;42
277;90;16
347;39;44
269;85;55
311;36;97
329;5;25
261;17;41
332;37;60
292;36;69
337;63;17
283;48;11
301;72;47
274;82;70
270;94;50
279;9;85
330;83;48
272;90;69
330;13;49
250;16;57
310;83;28
310;37;42
315;30;32
257;94;41
330;39;49
314;98;62
266;16;65
295;99;56
298;90;85
305;52;90
306;70;65
302;64;26
344;54;17
298;2;82
289;1;32
250;94;86
265;62;47
274;52;24
270;88;10
254;43;12
332;21;32
265;18;64
260;75;56
300;79;59
294;94;25
343;3;65
313;89;62
251;61;59
330;67;3
305;53;59
311;30;20
260;39;11
333;43;5
297;54;32
281;44;71
345;50;83
306;27;47
262;60;27
335;84;54
338;2;63
341;38;100
279;2;23
325;92;51
253;9;32
269;58;25
324;88;11
273;19;62
316;40;99
306;77;40
271;28;78
342;45;41
293;40;6
254;53;33
317;59;56
297;59;70
322;22;84
327;89;76
327;100;97
269;40;12
255;62;60
263;86;1
300;26;87
341;35;12
284;83;53
309;6;94
291;49;45
250;73;74
306;46;44
255;3;94
270;78;20
317;49;38
320;94;44
330;76;42
268;87;24
259;77;51
293;44;96
272;89;24
291;77;75
284;92;40
273;4;75
303;15;10
307;49;95
298;39;41
341;43;98
284;59;70
287;76;36
303;92;85
269;52;52
288;88;67
339;13;54
277;96;17
256;64;55
285;53;30
257;37;15
309;33;15
346;35;60
302;79;49
267;70;71
300;90;86
262;72;28
290;38;12
302;90;68
307;69;70
329;99;38
271;18;85
250;41;16
276;93;36
318;10;12
322;37;64
304;77;41
308;8;45
259;4;85
278;60;13
281;36;37
294;97;29
321;3;73
283;75;14
255;9;70
309;62;32
292;77;15
306;40;33
329;67;79
295;94;18
256;4;51
343;3;98
347;84;18
273;39;72
333;85;67
300;3;55
298;31;95
310;3;42
297;56;31
261;14;81
348;40;3
306;95;75
285;13;12
329;6;8
331;10;39
340;70;63
283;100;49
342;2;90
329;74;40
332;71;31
308;34;43
277;88;22
307;74;79
265;24;69
280;72;16
288;55;84
274;38;95
309;14;55
251;13;10
259;84;43
267;95;25
289;80;11
334;93;60
312;45;17
260;79;14
348;54;48
339;70;100
277;35;23
317;8;48
308;88;54
326;14;53
256;82;25
334;34;32
327;92;80
261;95;27
286;91;62
339;93;90
277;92;11
255;53;48
261;24;96
345;41;38
323;98;89
344;84;69
323;40;11
345;3;3
279;8;32
329;94;81
332;32;56
296;78;32
257;70;42
256;47;33
300;33;99
328;3;79
298;88;85
273;24;5
297;90;49
254;70;55
288;70;34
292;54;9
271;76;64
294;57;13
344;93;67
261;39;62
337;65;81
321;51;1
271;98;79
323;93;14
330;3;9
329;94;42
