1D;2D;3D
268;59;6
261;52;24
311;15;85
305;79;41
299;77;47
296;49;20
265;96;67
347;2;43
283;3;22
257;35;75
329;61;55
290;58;1
309;4;57
326;27;79
336;27;51
261;55;65
339;29;13
296;56;91
279;91;98
284;74;9
265;58;38
286;63;1
272;17;30
312;72;47
285;41;30
256;79;77
311;36;48
346;45;100
320;9;56
270;3;80
307;38;32
323;92;98
338;86;81
314;75;76
302;35;58
256;85;4
324;12;69
342;21;79
257;52;11
265;82;74
311;56;11
251;11;75
251;14;87
292;25;16
311;43;58
260;39;30
342;68;26
270;24;57
303;100;16
298;89;43
332;2;75
334;73;31
346;72;77
322;93;50
313;19;69
350;68;59
328;2;34
345;17;37
336;18;16
308;12;33
302;79;2
322;5;40
274;93;98
333;89;47
277;73;79
329;10;36
282;92;10
341;77;3
257;17;98
321;85;23
347;20;27
310;29;29
288;74;53
256;89;11
278;55;59
304;64;55
310;70;9
325;2;14
316;62;24
285;58;62
325;32;40
320;66;8
297;32;32
269;62;66
309;91;22
323;67;2
317;26;71
295;60;41
340;17;64
350;62;83
293;8;72
294;38;60
310;17;83
316;94;5
347;50;14
329;72;91
297;43;5
295;24;55
347;83;25
319;95;94
