1D;2D;3D
318;68;89
317;79;95
347;88;50
325;64;83
303;41;75
342;40;45
340;91;32
341;75;30
315;14;65
257;65;29
281;81;91
349;44;35
313;100;98
264;33;65
310;21;47
317;80;36
326;70;72
274;42;11
325;28;66
261;8;37
314;12;51
251;20;49
325;26;11
327;19;90
282;67;92
269;73;60
277;7;73
282;73;95
326;5;2
255;77;20
255;86;73
270;8;56
306;57;17
342;94;14
283;51;82
339;29;62
289;85;41
332;21;46
316;15;1
259;94;87
270;93;35
252;44;42
274;49;43
299;63;43
325;69;82
267;4;84
273;24;28
274;13;15
307;49;34
281;82;34
263;43;58
307;33;43
253;73;14
283;12;38
279;21;76
338;5;55
314;68;40
301;84;84
275;49;72
308;44;11
259;59;75
273;89;16
283;87;50
294;74;61
320;6;18
310;99;99
326;7;59
253;86;66
320;19;48
350;26;13
261;63;100
284;63;55
266;23;61
299;44;58
281;41;37
347;92;9
274;78;71
284;94;23
287;47;59
324;11;33
347;100;36
347;93;62
329;54;46
299;91;61
344;31;31
340;3;93
266;89;56
274;87;91
340;18;44
297;21;38
299;55;29
299;12;98
261;23;53
297;38;96
254;35;17
320;69;14
278;63;58
303;35;81
339;34;99
298;45;83
300;88;86
274;83;32
265;37;78
259;42;53
279;73;12
307;79;50
292;23;47
344;90;88
292;64;58
317;79;53
315;47;52
305;33;26
279;10;85
307;85;26
254;31;27
294;92;96
251;90;83
336;68;48
250;54;87
260;96;6
336;29;91
252;21;72
273;94;71
338;38;85
274;31;21
305;93;9
307;63;35
260;86;65
330;58;31
284;73;40
287;10;98
349;69;1
325;78;98
251;72;16
342;23;4
329;33;99
290;53;78
278;41;30
303;76;24
314;59;97
267;12;49
327;18;83
268;33;57
254;93;26
310;60;31
349;21;3
270;60;14
334;80;87
285;90;72
302;16;44
291;61;67
295;61;52
301;83;47
282;42;86
305;8;84
299;38;98
317;56;75
349;67;59
334;99;7
290;58;30
303;50;24
268;17;74
349;91;12
324;30;68
330;96;37
337;24;58
332;84;63
283;24;59
288;50;61
277;79;58
336;74;9
337;41;80
316;79;71
265;33;75
263;67;96
275;58;11
303;76;26
334;81;44
343;94;6
298;88;42
301;11;69
291;52;9
339;82;96
286;49;1
316;99;12
309;80;14
288;76;81
345;5;25
311;81;22
348;78;42
273;12;90
349;45;77
339;89;60
308;57;19
317;42;40
291;95;76
331;37;37
318;46;95
306;27;51
253;8;10
318;54;11
273;70;35
285;40;29
333;9;38
304;35;52
309;83;74
333;97;47
257;52;27
305;45;7
261;6;40
331;93;86
290;62;1
327;38;42
282;24;87
340;86;19
281;49;91
285;57;23
338;27;97
296;29;66
279;21;97
305;28;26
344;18;20
313;16;1
304;60;24
306;85;91
312;92;54
295;25;62
301;52;52
292;68;46
276;42;86
252;27;1
306;32;100
309;55;96
291;88;64
295;79;20
321;53;68
279;33;11
268;97;4
345;51;37
276;72;38
318;99;58
259;45;97
319;12;42
342;40;31
345;54;36
292;83;98
326;61;61
335;64;73
316;4;90
281;48;23
277;19;27
260;12;91
263;89;59
313;72;87
311;82;6
267;39;56
342;1;87
273;37;64
292;16;29
310;32;98
289;52;53
295;66;78
261;58;31
337;4;36
282;69;61
336;88;81
341;69;9
290;34;37
348;57;15
323;65;66
264;51;91
258;33;66
251;74;97
298;67;5
256;94;6
339;77;69
280;86;46
339;46;60
262;45;84
325;55;89
269;69;37
288;11;74
291;36;13
269;13;65
332;4;24
270;55;88
285;23;27
299;20;60
285;35;73
296;30;51
