1D;2D;3D;4D
695;766;804;791
155;260;294;266
729;785;868;961
899;908;673;702
808;977;672;958
347;7;171;175
992;951;711;871
855;744;918;753
244;258;50;163
34;334;14;227
336;306;92;58
251;266;211;234
873;665;912;659
744;900;768;865
838;874;672;741
782;847;891;686
686;684;705;960
125;73;153;328
677;966;910;684
160;19;195;70
830;711;926;925
11;98;267;131
658;782;904;790
765;948;676;912
61;102;244;193
841;674;990;753
318;186;164;151
758;846;792;720
940;878;963;769
724;882;748;952
214;251;331;44
700;711;866;946
926;858;932;980
45;256;320;224
832;924;873;683
656;761;823;916
788;650;745;932
326;121;336;343
772;702;835;995
228;284;283;36
270;8;140;316
334;145;126;209
874;938;718;712
331;54;163;299
137;134;225;149
874;867;797;975
755;867;675;744
332;232;26;213
880;655;867;904
67;268;327;166
90;221;317;197
953;960;781;804
182;77;77;106
7;59;261;250
730;785;858;710
979;932;889;988
742;848;789;826
783;820;944;939
765;937;933;755
926;997;957;863
24;306;193;25
659;881;792;866
816;877;901;829
121;226;219;263
693;862;990;718
679;679;899;916
657;911;808;999
791;992;928;982
852;796;839;758
13;174;101;327
958;870;753;856
212;289;237;261
252;295;107;27
206;34;16;185
708;650;916;732
825;879;670;709
286;306;21;69
662;764;688;757
667;969;986;970
231;102;194;300
978;845;650;994
863;883;803;770
671;980;763;683
136;27;71;265
876;935;769;936
940;933;804;941
982;841;855;762
872;976;657;756
754;685;735;714
925;996;939;784
278;218;332;99
857;661;729;817
733;794;923;906
707;902;911;767
955;894;986;731
880;975;935;792
87;236;319;92
278;120;274;134
898;779;967;939
713;933;805;962
801;958;875;826
8;253;187;50
916;892;650;869
253;114;250;27
291;348;304;154
740;849;869;833
248;76;146;167
243;147;18;299
727;833;837;910
992;796;736;738
258;246;198;4
772;999;994;797
339;65;258;195
100;298;320;115
216;135;267;175
65;222;230;239
104;83;94;319
94;171;290;13
313;266;283;80
318;152;7;218
960;707;936;857
197;41;223;113
865;814;710;772
291;59;142;3
340;145;217;234
685;654;802;850
214;255;238;167
689;964;709;999
686;866;850;765
708;692;883;892
194;33;229;275
9;273;220;179
802;808;700;974
248;57;22;278
721;990;804;758
119;249;229;161
321;188;218;88
91;131;200;189
856;766;978;986
977;959;733;845
908;720;874;961
713;872;848;815
60;243;221;206
263;94;75;108
173;260;97;201
835;724;981;681
824;670;671;819
944;707;932;750
258;317;210;154
159;42;34;52
186;159;86;200
978;927;995;891
178;349;148;201
319;270;60;286
185;106;231;95
978;883;655;794
290;127;147;288
751;797;697;883
688;681;809;977
988;747;699;879
983;821;892;875
884;845;708;841
13;173;317;350
799;766;941;912
322;334;89;299
150;250;346;62
55;173;147;321
920;819;986;714
230;169;182;345
921;906;842;807
81;78;187;170
747;985;851;812
919;819;895;851
689;913;674;928
272;184;299;110
92;38;29;264
229;334;64;31
327;1;146;156
728;859;739;664
227;154;44;150
805;925;770;806
212;23;195;193
313;190;192;93
292;137;58;95
935;828;799;921
107;144;309;247
787;749;915;889
990;695;883;960
748;921;971;774
776;745;805;683
709;781;691;672
88;325;259;3
704;960;701;824
340;233;252;121
66;221;29;331
847;700;692;983
70;256;121;50
727;953;912;720
153;183;134;135
778;837;801;709
102;81;139;137
25;335;31;90
76;93;56;223
177;138;299;172
926;955;728;936
663;991;813;827
816;964;758;742
112;294;38;207
63;281;80;53
96;328;108;139
311;190;195;149
115;169;226;70
998;773;739;930
195;214;188;28
983;973;661;962
926;664;894;821
45;294;91;88
165;171;204;31
961;838;793;884
712;759;987;861
758;698;910;686
819;868;745;881
873;858;979;760
844;676;775;690
775;742;680;794
760;666;693;744
944;882;877;935
877;709;742;789
317;266;120;173
657;675;839;743
812;780;962;702
991;678;688;838
684;718;661;932
225;6;157;331
961;927;915;951
673;863;934;991
731;833;837;733
65;340;295;125
870;851;807;737
262;319;35;99
239;122;61;104
894;663;891;885
977;709;704;657
250;160;61;64
704;922;928;789
901;750;948;958
873;821;906;820
685;821;889;876
817;723;917;771
188;208;300;159
703;694;864;712
931;909;899;959
844;666;966;896
828;678;965;785
954;688;678;944
905;926;690;950
344;218;175;338
974;984;748;677
140;255;194;79
261;224;55;60
267;70;74;194
203;189;348;185
23;109;135;266
219;131;4;147
320;75;305;81
783;861;970;926
678;989;709;877
65;74;267;226
784;869;835;708
794;899;903;700
985;713;867;997
224;345;73;304
713;697;707;829
754;844;749;724
954;824;733;909
270;321;38;115
140;310;75;344
24;37;52;149
211;87;74;152
289;148;249;305
72;168;176;308
705;859;953;900
801;808;888;926
57;153;258;33
344;127;117;131
716;736;779;834
938;999;718;780
237;295;141;88
200;230;33;206
174;250;120;214
267;333;338;321
908;881;873;836
291;321;173;312
63;235;324;273
756;797;826;837
322;164;66;274
280;180;182;118
686;809;858;903
3;202;81;22
210;24;25;98
667;748;816;919
28;33;176;247
724;738;860;743
55;348;52;196
344;291;322;177
308;172;249;286
233;53;336;209
703;746;702;663
124;161;96;89
133;68;339;208
919;797;866;839
111;72;161;217
198;170;127;323
130;174;332;327
845;719;827;808
694;846;878;701
205;86;285;330
843;944;739;986
861;654;782;656
237;309;329;304
12;63;201;316
347;35;18;238
978;743;714;816
249;345;247;157
937;966;994;711
325;73;160;25
16;219;133;53
227;325;99;185
236;210;132;4
816;788;903;746
192;86;25;137
970;992;755;985
845;835;753;820
746;779;923;711
14;262;137;293
730;998;890;674
240;196;199;109
334;8;297;217
18;198;183;315
151;122;312;264
174;337;140;218
292;44;10;178
861;769;658;722
273;238;111;127
839;839;729;688
329;54;281;63
185;325;42;158
880;667;861;719
708;762;749;902
254;94;168;332
206;124;64;93
873;972;733;720
914;923;909;718
348;262;5;284
861;768;905;734
944;662;914;813
988;928;894;877
200;224;200;107
191;49;25;72
927;819;879;815
955;881;808;702
722;671;969;748
236;96;219;23
315;76;175;270
48;159;27;144
702;875;788;797
800;859;968;931
102;34;107;9
99;251;214;220
54;233;325;170
135;107;259;52
318;15;222;103
854;859;687;788
173;1;286;283
857;901;806;981
691;915;888;698
207;299;63;335
658;658;952;652
677;809;998;854
975;968;848;811
655;691;756;822
823;991;859;680
12;292;18;137
125;341;2;290
293;35;297;197
220;318;17;175
708;666;810;719
14;235;145;84
781;769;663;656
785;892;703;861
698;664;676;999
119;225;173;319
