1D;2D;3D;4D
922;788;691;701
660;683;778;872
217;51;321;340
311;79;177;207
307;267;210;61
24;284;90;117
690;891;923;761
57;273;309;244
189;283;23;184
652;925;850;861
69;206;43;343
237;187;187;81
893;683;964;661
895;952;659;893
310;80;6;218
55;60;137;202
269;291;211;144
690;996;938;956
782;905;659;743
893;851;795;852
888;779;900;707
193;23;308;160
240;218;312;309
87;323;107;281
966;964;757;764
819;949;964;969
27;241;230;203
871;758;678;836
751;947;712;961
886;735;847;986
322;350;34;247
20;162;57;296
91;85;73;85
963;951;754;958
277;218;278;32
868;943;668;862
230;123;122;72
45;173;105;56
993;841;701;962
912;940;703;835
230;335;345;68
659;811;728;866
982;803;866;874
818;959;979;950
295;47;198;321
837;661;851;892
750;770;891;915
131;59;65;287
115;229;245;24
169;181;318;81
198;201;318;39
774;675;775;717
902;797;884;941
16;188;114;257
73;336;207;169
933;762;943;708
99;111;179;134
29;312;6;348
35;129;32;67
2;196;144;312
154;252;31;262
843;768;754;754
819;741;762;692
798;792;655;989
226;35;131;304
291;15;308;195
679;795;934;743
926;951;811;960
859;923;674;908
801;792;882;925
151;20;27;66
206;228;275;81
350;13;251;149
117;287;38;70
729;725;671;910
757;961;661;762
815;817;726;712
344;120;38;210
690;762;916;970
762;875;822;904
337;13;8;254
163;24;320;177
983;778;815;951
653;906;897;834
40;135;221;62
880;734;766;681
342;237;323;168
283;97;271;29
917;704;655;837
196;253;106;24
849;870;862;954
701;831;789;702
666;852;754;665
703;822;752;884
745;872;953;973
815;727;879;862
821;753;852;899
720;894;751;764
157;200;12;322
786;781;917;857
957;812;771;812
705;668;651;821
659;747;677;829
681;808;919;946
311;28;1;179
22;52;236;252
99;293;277;288
985;724;890;808
945;767;759;785
779;963;910;730
973;704;674;798
746;776;949;725
253;103;160;116
130;193;108;16
969;965;831;761
676;710;897;750
888;695;965;952
314;314;20;10
840;836;874;852
835;959;961;864
920;806;688;805
234;316;288;230
678;865;990;865
323;246;77;236
200;123;210;152
160;83;118;119
222;179;247;134
713;953;953;903
994;981;904;914
775;665;736;663
675;922;720;981
926;733;952;751
998;689;890;732
728;794;904;974
797;768;946;861
190;19;209;128
212;257;92;125
879;716;838;862
147;51;70;197
270;40;338;170
933;854;814;678
106;152;120;216
154;34;32;288
800;651;771;762
290;228;203;93
326;36;75;79
192;297;83;220
811;799;913;858
672;736;847;654
690;981;998;784
163;349;308;112
278;47;94;19
814;866;697;694
820;685;961;954
685;669;890;736
128;287;17;24
931;686;712;789
228;215;300;96
72;72;341;27
921;836;982;696
715;905;783;909
205;96;118;20
95;214;340;80
278;232;47;62
713;872;727;855
768;705;811;821
660;666;669;651
319;292;52;219
225;155;132;22
239;98;74;329
945;769;740;757
783;684;935;997
259;289;190;292
59;92;285;140
799;758;729;684
183;326;46;186
811;741;969;793
877;655;667;836
276;201;18;292
734;730;848;880
310;180;121;196
995;745;994;817
804;727;786;846
277;329;24;94
304;169;79;218
918;896;911;901
756;980;761;835
775;843;736;689
837;805;902;803
972;710;869;861
53;282;70;321
913;991;782;656
769;979;854;886
733;953;900;912
17;204;112;196
738;916;846;755
661;677;961;789
159;36;140;230
914;979;910;650
194;213;124;314
782;945;724;673
283;32;197;196
929;746;870;879
727;796;758;810
348;254;331;330
685;960;901;655
668;695;661;694
996;932;905;733
329;235;235;84
751;829;797;650
233;114;261;39
796;791;878;948
933;819;776;819
271;170;49;150
55;247;235;198
55;98;210;280
290;227;210;232
956;870;654;889
960;729;903;664
872;652;992;856
133;128;296;270
769;716;914;799
894;931;895;728
5;33;158;149
219;303;199;56
800;919;967;790
779;792;817;941
668;960;669;708
7;88;80;75
218;143;241;350
170;175;199;4
811;930;942;675
688;944;820;857
815;679;691;996
328;344;179;224
346;207;65;128
334;128;166;97
654;992;910;869
967;932;716;892
316;63;177;46
688;987;711;790
131;183;341;50
284;107;204;223
832;825;913;979
778;736;659;816
160;229;230;156
23;44;108;95
741;851;668;935
24;163;281;304
778;757;730;747
922;661;882;881
908;711;747;975
188;19;80;215
106;326;123;20
850;915;837;816
342;84;12;256
68;350;29;304
801;697;721;968
66;12;335;162
828;987;664;942
94;339;272;148
48;108;117;247
746;988;887;827
697;842;815;821
269;207;242;253
968;898;942;752
774;968;725;722
737;975;875;828
923;709;834;904
233;28;330;64
677;808;862;871
260;20;63;307
829;782;690;885
694;932;791;966
182;295;50;337
832;780;729;769
38;170;167;62
220;41;145;65
714;684;826;712
918;999;880;836
51;105;343;105
187;187;292;15
134;254;92;240
102;37;288;298
54;135;85;278
171;299;94;330
339;275;69;261
271;178;76;54
828;768;830;752
836;745;757;664
727;875;675;689
286;208;215;113
995;906;836;786
877;823;905;672
13;63;216;16
287;107;153;271
786;737;651;688
794;743;971;764
18;247;294;308
321;153;305;18
837;822;756;999
24;100;234;172
211;40;222;130
213;247;94;78
112;344;318;189
770;929;701;899
131;314;301;274
723;817;805;733
335;184;310;179
965;946;744;793
4;198;51;165
747;727;754;837
33;311;252;3
719;761;754;940
186;195;298;255
739;752;934;936
172;276;293;98
995;852;806;994
943;677;754;694
247;268;56;321
878;894;850;958
39;347;173;85
686;749;960;956
264;332;333;23
206;188;248;152
225;100;206;211
160;344;203;293
257;46;101;64
34;139;295;38
48;155;249;320
975;927;896;834
299;271;347;185
786;845;688;880
874;926;853;968
171;134;267;120
662;680;910;713
304;33;203;145
781;763;671;674
78;296;39;151
164;309;14;182
152;163;105;96
721;989;774;943
154;272;312;13
838;702;668;966
254;49;45;31
889;830;857;732
43;191;287;153
47;220;221;88
111;261;19;78
125;327;273;247
986;847;885;934
855;859;899;738
311;345;135;175
113;220;243;130
309;275;321;126
953;893;710;652
137;241;288;22
311;284;87;315
907;726;908;879
29;136;280;297
71;125;350;75
269;274;140;128
664;737;938;932
339;41;216;346
133;236;3;99
973;814;686;946
56;57;19;323
899;766;660;867
28;227;49;346
31;242;91;165
290;262;143;148
129;77;260;54
650;785;920;762
171;174;30;298
162;343;17;129
246;288;112;166
735;720;669;780
706;910;697;813
207;32;75;84
54;198;90;104
977;795;919;839
342;294;168;142
210;86;326;206
839;678;844;812
783;743;699;739
268;155;303;279
735;686;772;826
223;118;140;127
767;745;766;791
221;32;134;212
957;682;651;953
246;349;323;75
241;162;239;273
283;26;151;179
125;249;24;206
673;805;667;904
670;785;653;848
192;311;308;299
51;157;235;91
147;131;245;226
252;84;328;139
75;295;217;65
835;914;973;780
202;82;6;52
339;84;164;95
942;980;893;858
214;20;44;158
206;182;309;141
245;234;296;15
733;679;870;849
929;666;870;748
796;722;669;677
740;916;948;972
19;251;144;44
782;702;654;825
663;907;679;719
172;156;50;329
212;171;274;25
855;781;776;813
732;719;865;892
913;888;710;705
344;62;10;189
102;249;101;24
846;765;857;840
152;347;70;197
55;331;160;120
157;301;194;193
883;680;681;886
40;16;346;181
47;228;138;98
657;805;755;874
736;861;865;929
319;349;286;338
124;261;246;103
223;301;324;12
961;769;804;898
798;987;859;795
851;706;816;852
712;881;696;806
659;730;735;711
903;926;684;797
115;333;82;10
871;735;955;710
892;935;669;658
20;260;78;74
933;826;798;903
310;81;327;129
325;296;98;162
281;40;14;281
814;714;885;793
2;18;130;57
731;903;747;678
650;964;955;819
140;310;70;237
962;768;798;765
25;173;164;89
270;308;119;242
126;122;158;292
140;61;348;13
188;276;264;336
706;897;822;741
32;23;140;344
173;299;252;211
696;823;837;796
965;760;990;965
841;733;896;656
241;214;81;66
837;872;698;682
991;964;768;679
16;290;280;205
993;666;765;855
771;822;850;816
764;985;764;905
265;184;182;184
812;962;773;744
260;156;16;214
814;987;680;784
784;858;994;950
695;723;960;729
89;175;207;277
957;834;897;706
709;728;845;671
878;761;653;758
300;173;55;92
866;764;684;797
95;25;173;107
992;818;839;751
814;914;734;732
196;39;316;294
758;676;941;730
322;218;248;76
876;910;980;896
850;793;801;677
59;267;174;161
108;330;82;9
870;961;652;837
150;126;284;15
167;85;200;73
954;681;810;956
768;916;886;817
277;330;79;96
273;255;318;259
934;694;854;650
101;271;331;326
885;893;698;777
652;871;706;668
815;762;865;772
80;248;116;74
