1D;2D;3D;4D
918;736;860;931
819;789;903;757
723;854;653;752
214;323;63;54
67;187;315;96
707;723;856;742
133;231;192;85
885;866;884;795
947;788;972;932
952;927;865;759
147;190;6;134
7;31;87;118
883;654;955;715
39;301;201;288
679;777;877;664
982;954;807;750
994;741;886;932
274;211;42;308
889;786;859;856
316;106;74;173
21;89;339;54
178;225;35;135
885;948;948;968
281;64;159;125
948;862;754;886
799;814;692;667
817;669;887;871
171;137;309;33
218;171;152;36
148;154;28;56
191;280;326;142
701;702;917;738
656;735;776;976
792;799;655;896
990;837;651;944
727;877;962;825
891;985;706;811
905;936;973;791
155;46;248;310
183;236;191;178
273;238;278;256
699;851;768;798
724;794;685;770
104;137;324;3
303;185;6;105
311;325;36;186
753;764;944;886
45;347;255;129
938;752;718;952
20;70;291;330
761;686;760;943
694;903;671;876
82;83;321;345
227;6;127;106
289;294;303;203
147;217;64;153
198;306;175;45
924;922;878;904
683;707;972;783
173;10;139;218
920;666;807;856
350;226;263;92
280;196;276;176
704;757;953;786
182;287;239;126
848;698;773;803
38;284;100;61
295;324;8;51
247;134;12;213
192;121;292;319
753;868;930;684
675;674;882;857
289;205;99;318
903;726;771;753
229;130;91;177
846;911;661;666
327;76;12;305
709;772;960;650
865;841;954;771
308;224;251;156
867;747;869;794
33;71;261;102
49;264;112;98
935;811;696;891
209;94;190;240
758;963;826;672
906;703;983;876
672;790;893;940
198;55;6;90
805;798;962;907
343;151;97;180
921;842;999;870
41;44;217;47
131;224;33;339
36;279;193;143
144;40;245;339
863;996;650;767
997;918;809;784
854;889;680;721
127;96;300;165
