1D;2D;3D;4D
824;838;873;938
990;993;865;947
188;100;180;59
233;340;272;101
909;724;776;733
136;218;69;266
887;973;810;796
338;100;155;343
678;720;852;877
267;251;288;67
822;808;899;975
810;713;841;685
682;687;940;737
324;45;225;22
694;788;839;968
27;180;55;203
187;2;233;105
28;57;40;308
848;735;947;842
801;679;797;868
854;957;682;881
233;216;106;37
696;789;876;667
726;956;905;697
335;277;250;151
870;992;771;691
8;257;346;146
737;886;704;878
272;106;313;163
68;249;172;99
302;42;39;328
667;660;791;702
683;778;859;965
160;330;84;324
218;186;7;288
8;248;186;239
902;788;667;944
852;749;871;750
746;664;961;972
280;46;209;255
159;150;343;88
122;84;238;121
855;788;706;723
986;925;665;820
949;879;792;720
211;30;309;1
214;319;228;135
966;736;858;665
869;714;755;904
200;116;108;336
63;31;281;130
654;696;735;889
866;913;916;804
295;153;31;16
85;253;182;312
38;33;342;231
91;302;144;326
983;841;859;838
54;277;87;55
298;80;265;91
276;173;251;125
921;766;670;859
148;80;254;55
297;225;144;108
187;150;198;1
252;2;149;16
159;31;144;91
179;299;191;65
840;920;935;997
826;967;770;731
677;855;792;872
288;243;71;37
917;849;842;898
323;25;128;119
652;846;682;843
796;757;777;693
659;906;863;857
905;911;750;939
191;203;233;146
660;735;773;976
246;69;257;223
909;740;869;686
16;199;195;99
893;940;738;793
986;729;941;978
325;73;198;144
748;659;652;725
949;765;813;729
760;734;909;652
224;226;333;4
942;968;655;773
266;176;335;99
993;716;771;741
58;107;84;122
59;272;98;175
249;187;211;255
111;274;336;63
80;259;6;136
709;946;840;792
825;909;936;747
912;926;721;870
343;58;240;232
844;829;856;660
686;759;992;797
803;708;807;910
316;39;129;119
899;918;905;720
307;302;164;87
969;675;891;855
794;840;741;927
78;250;337;82
881;903;842;683
940;907;795;745
663;703;911;679
653;733;907;890
26;143;112;64
715;779;955;962
813;992;878;802
205;95;41;86
124;130;62;164
767;802;939;982
727;664;698;852
141;241;137;29
175;300;95;331
344;8;57;326
157;321;190;279
15;145;87;132
268;99;259;68
746;942;722;883
693;660;867;827
891;668;674;780
167;11;6;265
652;757;775;661
334;303;11;207
160;39;256;200
893;760;757;918
901;744;975;865
39;277;98;140
803;816;673;826
903;812;669;831
337;317;226;220
951;814;676;974
331;128;202;177
28;52;49;275
69;219;303;261
773;731;786;820
35;114;68;42
18;105;106;38
80;271;277;167
924;899;779;691
839;908;791;920
651;960;923;660
252;16;335;160
906;980;754;832
283;211;79;305
167;253;173;155
820;739;894;893
692;745;881;874
820;866;975;974
347;304;219;226
292;178;131;165
765;837;889;832
296;69;137;307
877;962;661;740
238;160;202;193
90;234;242;39
13;255;239;32
684;772;841;705
914;957;989;666
724;766;653;945
253;155;181;314
887;960;863;994
952;778;708;724
234;55;245;217
775;779;754;665
675;707;830;837
87;325;282;211
806;938;952;915
49;90;250;297
178;279;147;312
683;806;976;786
794;902;826;893
340;346;184;266
865;879;664;989
109;206;48;175
817;732;872;667
979;741;812;695
688;824;931;751
90;12;5;296
990;807;796;685
831;847;821;690
845;908;981;949
709;906;856;740
848;973;912;850
337;120;261;260
714;857;801;853
681;991;917;792
123;169;18;123
830;970;669;655
698;674;780;730
193;289;108;278
207;244;219;321
307;270;348;292
984;893;820;958
720;704;758;926
650;957;791;875
847;867;950;720
272;212;193;349
679;661;990;789
85;25;164;138
804;731;746;861
741;801;938;737
765;777;943;660
214;109;186;31
752;910;917;949
717;807;805;988
915;776;711;860
847;752;879;733
138;204;20;4
739;769;940;751
179;164;46;342
798;793;888;724
784;933;999;884
803;760;664;981
242;94;6;222
916;789;719;667
678;900;872;856
194;209;58;50
214;1;76;350
118;86;119;44
71;245;2;211
85;288;320;300
293;44;313;300
275;73;116;90
27;342;231;268
164;2;190;103
160;192;133;292
977;877;725;901
914;891;816;759
273;287;87;110
746;878;695;778
211;239;34;340
263;123;158;302
758;770;787;705
741;799;760;982
245;81;167;175
766;899;957;909
831;737;805;820
820;890;689;875
329;145;246;217
102;278;68;128
249;131;47;335
977;922;927;914
244;62;71;27
55;203;233;37
948;869;751;741
801;742;888;895
277;84;252;66
923;820;942;777
30;26;56;132
858;895;689;650
24;57;247;122
275;211;293;329
177;208;110;190
93;344;223;96
927;787;779;710
61;127;180;49
716;741;849;894
875;971;832;852
327;158;127;149
285;145;162;332
223;230;189;121
934;673;714;764
122;70;47;148
697;913;993;713
820;819;891;701
851;676;699;728
329;142;152;19
213;14;288;258
695;920;840;909
924;854;737;845
807;831;849;792
168;225;235;241
264;315;128;230
143;50;160;103
93;302;349;75
309;154;165;345
964;702;878;848
153;196;125;163
108;283;136;54
801;917;907;974
975;681;885;777
4;35;273;181
829;903;923;909
301;145;225;290
919;725;952;993
693;734;939;787
68;202;318;180
843;653;887;949
68;338;82;172
685;683;828;794
689;676;984;841
276;155;331;159
185;213;316;343
333;21;74;15
774;843;716;783
918;823;778;744
726;695;698;710
891;858;733;768
189;113;324;275
818;972;763;884
910;857;769;930
667;824;944;781
272;295;157;112
917;859;860;758
673;859;774;979
747;696;869;987
923;893;944;898
786;722;672;690
991;698;945;723
873;757;822;863
169;313;33;119
230;127;234;342
180;328;3;219
264;85;47;122
117;59;10;174
69;233;32;292
714;774;818;839
822;917;668;875
672;762;988;742
2;263;298;115
345;295;140;7
69;246;336;346
781;697;794;770
711;766;686;884
235;289;290;272
244;186;186;169
191;307;62;327
781;812;722;692
975;726;835;801
699;683;725;882
780;851;849;781
823;873;964;834
983;656;996;776
276;305;142;219
978;778;965;777
263;249;51;292
787;891;995;673
42;190;214;28
669;672;825;876
963;755;993;815
34;13;313;156
821;838;847;993
890;827;902;970
295;133;185;224
999;963;969;985
737;966;945;827
682;727;970;756
298;166;233;281
820;675;778;889
181;173;171;142
961;734;926;804
908;688;848;875
800;787;932;679
660;671;657;684
728;738;947;962
197;339;218;98
348;318;91;96
161;68;70;298
919;869;882;698
106;241;189;105
101;40;131;188
267;239;329;261
696;848;713;842
7;1;96;335
321;36;91;267
758;942;811;712
846;804;745;949
710;863;824;953
346;256;206;350
988;771;716;778
923;810;688;852
652;751;755;827
313;183;128;32
867;957;889;997
834;844;959;772
847;979;684;830
239;121;163;127
651;884;914;710
85;188;17;223
80;79;245;130
196;29;238;323
232;101;226;48
813;914;924;918
240;81;55;33
41;266;101;174
130;25;29;326
44;343;192;112
883;654;930;932
336;128;53;5
221;343;315;287
199;283;239;219
711;968;821;720
105;14;202;77
123;63;193;299
807;674;900;835
193;155;230;141
15;158;161;160
92;262;336;68
57;5;281;203
90;39;81;88
321;266;155;186
728;824;765;695
182;6;240;27
834;956;684;723
98;122;260;168
694;817;761;709
267;110;63;343
726;929;848;821
694;771;863;819
161;328;204;76
16;97;271;309
336;197;320;323
860;949;719;719
838;663;891;922
183;20;335;146
165;189;192;313
74;246;303;345
232;96;349;143
101;104;289;257
870;902;688;976
796;791;672;981
274;310;245;239
843;796;653;660
39;229;27;128
121;297;139;215
291;140;332;114
726;882;976;967
943;769;796;715
205;124;200;320
160;344;324;140
757;936;833;772
71;288;337;279
252;297;313;193
797;993;818;795
100;196;67;23
32;149;301;233
808;663;905;650
99;54;255;125
764;860;669;657
149;63;284;273
939;979;729;864
215;180;98;50
954;803;746;953
99;10;67;105
931;760;694;851
758;815;683;811
700;840;978;767
247;250;327;25
36;122;204;214
920;691;819;834
921;947;758;844
180;6;169;314
95;184;256;277
287;170;66;149
927;928;881;739
145;246;340;98
777;994;896;829
256;130;346;196
707;914;683;944
774;865;827;766
160;221;12;43
933;999;929;778
57;64;282;80
72;336;32;209
50;348;349;43
100;170;205;3
331;347;63;178
33;117;84;19
262;253;279;10
748;778;715;856
712;807;741;932
56;152;17;51
173;219;134;305
726;880;745;757
5;312;6;318
150;238;102;100
283;203;184;76
265;307;37;107
654;768;661;961
706;665;851;957
235;52;330;332
201;81;254;49
996;699;756;929
59;257;146;290
863;940;750;691
677;931;897;923
17;6;67;332
713;858;947;657
960;870;781;706
