1D;2D;3D;4D
849;670;677;840
136;17;94;115
849;852;881;971
223;29;44;135
157;59;119;65
11;207;207;10
75;151;110;274
784;984;947;948
739;980;786;837
5;328;175;7
124;192;327;187
825;669;812;948
931;693;800;688
162;16;299;298
834;871;695;708
750;957;814;804
147;209;338;114
986;861;963;819
657;803;965;722
822;849;694;975
140;237;16;113
864;665;880;759
17;76;103;41
719;743;796;873
715;780;794;650
895;939;987;827
791;931;786;909
683;989;689;723
659;695;766;809
118;330;149;288
309;85;315;160
28;185;72;184
187;269;296;31
226;159;334;232
981;842;683;655
988;725;896;827
326;278;109;91
231;276;186;46
986;999;997;983
874;756;927;857
819;994;997;888
58;96;197;281
282;265;297;89
723;965;785;707
924;833;673;956
318;83;349;23
678;843;774;718
820;981;706;863
692;690;807;942
124;47;288;122
27;51;307;166
913;788;807;757
305;145;197;344
651;713;830;774
284;27;175;305
902;917;820;903
681;833;710;970
837;663;792;826
214;249;196;63
798;835;976;832
30;269;51;53
245;65;308;158
156;270;304;271
83;319;72;22
11;204;347;132
74;274;27;255
41;242;139;210
321;320;273;239
208;78;266;108
249;238;218;315
757;962;730;863
253;85;111;266
204;182;74;161
304;68;292;88
864;794;658;732
957;752;650;964
231;69;245;322
800;876;913;936
349;228;308;259
166;56;294;100
17;97;329;253
29;82;38;330
717;872;799;947
323;210;100;187
44;195;168;344
136;58;71;214
711;926;855;661
342;242;66;159
156;209;168;213
968;778;894;683
930;664;723;722
913;751;892;917
943;859;782;930
329;288;331;237
290;220;241;303
6;51;246;316
915;856;794;993
835;887;981;985
691;724;757;699
715;827;895;848
185;163;153;22
121;82;347;245
660;865;852;770
162;126;306;161
40;262;68;195
879;683;672;841
721;652;697;954
228;69;247;201
835;798;976;771
129;93;307;282
675;807;955;743
91;142;222;277
66;231;86;47
777;889;845;897
194;253;230;204
694;813;788;753
758;765;679;712
896;959;656;843
800;811;782;825
850;779;817;761
967;982;946;726
852;942;949;663
189;25;299;62
986;876;984;850
171;36;195;282
826;708;817;695
979;898;914;881
892;771;842;674
773;698;861;948
122;124;53;203
723;982;805;761
192;216;243;320
958;850;979;916
73;135;305;188
945;658;848;687
186;100;31;348
195;106;28;229
781;835;721;844
78;105;282;243
853;759;731;988
737;769;783;952
916;804;992;881
253;297;334;63
944;772;794;785
244;11;306;267
319;336;215;230
44;70;26;48
714;752;747;868
837;769;757;826
119;33;180;35
934;921;946;755
301;74;233;234
170;224;2;46
732;934;774;983
956;835;893;836
680;901;947;703
773;895;745;951
798;748;698;836
981;690;685;895
101;294;340;140
723;657;992;886
29;86;288;143
140;313;9;134
168;342;348;232
905;985;702;989
200;174;16;214
323;252;276;139
128;127;300;306
914;798;819;718
276;336;270;289
793;781;781;742
955;938;674;716
271;346;169;172
757;816;877;819
887;762;997;701
719;985;983;790
845;795;973;735
297;207;113;281
207;253;247;312
269;322;283;21
265;83;336;247
257;266;110;264
222;247;104;40
118;266;60;213
702;662;942;982
154;9;77;35
680;876;933;901
788;917;919;854
40;4;157;15
885;691;650;929
907;948;801;706
76;191;192;307
296;178;13;250
225;78;222;68
302;262;206;340
690;852;756;677
20;162;57;271
659;896;693;909
706;926;774;857
341;74;156;207
703;813;870;798
327;192;252;29
164;226;120;81
736;690;836;972
741;891;874;740
786;916;655;825
761;901;744;700
115;130;99;266
835;890;808;793
955;835;714;793
859;771;969;921
177;288;255;79
74;310;156;287
161;177;244;173
167;137;349;190
140;116;28;181
104;163;308;315
347;246;209;59
755;784;714;902
706;910;685;665
888;722;889;775
846;961;699;934
991;701;764;692
135;181;15;67
172;195;238;259
745;824;943;844
782;732;754;912
203;282;208;253
232;227;120;304
48;7;171;306
825;841;752;841
777;748;849;897
851;896;864;860
848;686;957;753
690;958;777;848
872;734;900;686
335;256;297;202
906;740;837;652
943;754;939;853
863;770;678;778
850;735;774;845
675;896;901;717
809;941;804;980
8;130;93;85
731;877;990;764
689;733;975;697
323;341;299;18
775;896;849;970
870;794;927;845
331;62;316;219
898;650;787;777
15;135;325;77
