1D;2D;3D;4D
873;828;698;939
281;266;288;218
768;767;849;925
8;301;156;234
965;770;908;970
318;250;295;155
793;878;992;706
213;77;160;77
756;913;801;764
345;71;22;253
107;239;311;285
118;94;103;243
229;138;38;168
149;17;331;256
226;224;297;72
784;857;971;811
922;768;850;790
730;821;830;823
839;902;966;909
727;840;926;809
5;220;121;62
194;302;77;125
666;655;945;773
676;703;998;655
55;80;263;93
686;808;975;664
123;39;203;325
754;655;867;871
803;907;876;773
692;933;848;679
660;877;836;796
130;170;179;198
782;932;816;890
146;123;239;197
795;723;959;901
34;300;333;177
187;32;257;51
66;242;1;136
700;829;711;817
892;770;812;808
293;197;35;234
829;827;661;654
7;322;288;190
696;916;931;789
282;106;75;236
976;980;775;916
251;214;32;241
338;6;51;70
662;740;992;786
34;73;295;76
707;732;987;964
778;685;929;693
910;766;687;876
124;1;184;186
31;45;222;243
983;786;900;853
656;991;712;883
861;747;661;923
956;875;878;726
71;36;8;83
719;914;901;895
251;313;287;209
898;975;800;867
707;943;809;926
73;311;155;109
182;244;176;88
104;173;45;293
315;26;38;242
708;892;672;926
767;656;795;676
112;276;184;176
192;313;6;153
702;653;739;824
961;691;830;935
107;7;208;321
129;109;248;81
650;799;842;833
56;210;196;272
349;254;282;215
41;59;108;17
58;60;245;111
110;343;88;120
90;86;22;348
970;691;829;873
18;332;272;327
44;64;254;81
730;948;995;905
908;878;760;786
979;909;742;848
134;178;117;325
155;118;275;91
137;54;15;316
657;752;914;768
936;998;718;699
790;885;709;667
276;42;115;181
232;300;331;141
938;692;971;850
697;802;729;731
927;829;696;987
