1D;2D;3D;4D
651;654;704;756
169;260;91;218
677;881;863;917
298;117;242;44
333;147;206;280
319;109;336;30
185;19;207;60
104;100;175;242
158;170;104;29
278;261;332;114
817;817;997;906
975;756;933;937
969;927;836;845
842;721;940;893
125;348;323;125
712;779;655;750
162;70;65;83
303;333;21;200
678;771;880;771
941;702;848;738
283;280;291;243
333;76;81;234
96;226;197;151
928;673;896;831
26;63;330;191
779;833;860;998
323;205;174;26
959;674;903;779
717;848;846;869
124;272;171;7
107;113;187;107
66;294;308;238
889;993;676;752
928;801;984;787
892;711;869;950
24;223;349;147
307;159;260;76
763;981;879;888
13;253;6;312
151;37;150;165
938;704;743;936
196;343;320;14
242;70;114;3
710;663;929;917
822;722;819;791
963;671;899;749
15;229;11;155
834;690;984;987
256;219;250;247
3;223;336;96
204;231;298;241
64;230;13;164
137;266;275;155
307;254;171;338
45;235;134;227
13;266;184;225
253;164;110;309
929;686;912;860
44;258;99;346
752;755;802;670
942;756;812;652
753;675;817;871
149;329;75;18
282;260;233;188
56;213;212;275
911;759;897;884
716;810;826;967
698;835;754;991
941;912;783;968
788;784;983;780
175;197;321;283
281;262;35;151
948;874;776;756
66;266;155;180
841;739;679;721
216;16;316;318
237;283;342;88
999;729;832;974
667;763;736;939
848;916;971;971
138;305;120;297
754;708;705;909
827;989;666;804
845;950;870;744
254;53;172;249
816;865;824;790
734;825;694;652
765;942;872;746
181;213;304;187
49;321;56;27
84;107;58;73
679;882;967;880
206;32;68;175
251;25;109;48
733;955;910;717
275;80;242;134
160;172;137;169
978;758;875;745
773;960;908;906
891;953;875;932
653;964;822;899
166;50;327;43
230;39;266;74
44;197;185;256
881;682;746;937
155;153;32;325
317;118;90;144
15;30;301;192
299;53;58;325
6;294;115;338
678;849;850;721
706;845;754;666
801;916;660;846
942;729;864;940
224;270;185;101
1;188;301;180
695;806;980;652
971;768;767;938
132;157;107;341
311;101;338;120
23;198;335;339
247;234;158;245
174;281;30;38
156;264;175;342
966;717;793;874
156;68;59;115
806;784;917;901
221;312;317;249
717;965;956;734
101;334;51;125
865;743;660;851
151;236;312;48
661;959;656;857
165;299;30;171
311;270;193;161
911;924;723;928
849;773;715;840
320;213;282;201
758;818;887;655
119;281;219;225
256;216;178;43
279;259;138;219
734;889;688;691
103;146;151;6
107;244;323;290
321;161;292;299
960;660;812;799
668;696;719;733
820;787;845;715
870;703;726;686
342;40;290;281
121;336;250;87
823;996;897;656
842;780;718;661
728;664;787;685
796;860;984;821
723;993;730;915
818;715;900;794
310;145;299;238
188;331;90;105
224;155;5;276
161;289;232;56
802;860;853;677
799;855;777;885
110;257;70;24
998;960;896;751
268;120;205;198
849;813;665;900
945;661;952;805
79;60;303;195
25;308;117;77
821;992;734;793
206;241;42;95
162;346;252;348
282;36;251;288
71;347;298;327
929;912;872;979
136;113;219;216
942;871;860;745
311;306;235;311
960;793;983;946
777;709;979;694
867;827;743;796
15;278;224;111
188;272;72;296
901;948;673;712
995;895;749;672
685;665;845;798
146;91;286;315
876;991;794;799
34;281;226;242
954;670;650;786
228;222;313;59
687;951;912;714
188;202;283;341
22;152;97;52
291;178;76;275
90;348;204;147
73;143;158;263
161;159;163;159
724;809;811;796
802;849;673;898
764;660;715;708
241;277;6;278
94;123;184;262
102;132;7;9
901;839;879;846
154;274;130;188
310;342;269;338
890;688;875;665
205;199;213;213
664;997;945;892
100;113;53;208
193;336;319;94
728;917;862;928
680;695;703;802
230;163;277;320
94;119;340;315
951;704;875;697
77;62;192;226
860;677;986;792
658;965;852;694
697;777;977;904
975;811;853;973
14;239;178;342
672;698;947;972
943;783;787;660
944;756;730;663
77;223;169;177
946;836;697;925
828;910;896;775
826;742;935;910
765;720;852;775
800;788;868;664
795;777;879;714
814;730;731;883
915;652;715;712
108;323;121;153
80;267;19;130
187;187;14;137
236;107;145;265
680;881;671;955
742;731;791;851
322;251;290;125
872;990;729;779
115;269;296;126
920;956;870;981
216;332;264;242
859;891;943;853
315;313;91;161
338;316;324;149
340;15;231;285
746;874;879;777
834;962;674;693
196;63;229;140
194;317;10;307
955;998;839;773
348;259;172;226
296;250;255;120
49;172;27;299
48;135;250;109
299;187;257;134
223;258;85;102
771;816;682;736
212;205;291;39
21;309;258;134
770;942;873;807
686;657;763;715
712;964;890;650
282;227;308;12
68;264;123;283
146;24;19;156
334;12;119;33
669;785;873;945
232;45;223;341
796;698;853;960
865;852;783;797
737;693;706;652
46;326;251;163
695;923;963;650
717;786;693;993
909;731;703;985
835;796;765;743
148;100;350;164
204;155;65;23
992;852;854;758
951;857;723;796
760;825;653;838
736;782;921;907
762;704;773;780
195;177;309;131
38;338;119;166
790;946;687;864
833;652;918;852
108;68;330;257
800;696;724;946
346;55;36;292
846;932;764;860
977;977;774;794
227;36;278;106
146;309;112;331
849;898;854;809
831;770;911;870
695;725;910;688
916;845;933;867
349;325;275;341
342;324;235;337
792;675;991;677
131;210;220;134
849;758;928;842
957;901;871;774
761;801;778;868
124;141;341;186
245;279;319;21
323;76;90;43
32;280;137;120
816;911;991;935
328;272;224;233
334;266;109;6
812;978;727;958
907;912;912;786
902;675;984;666
755;948;904;670
853;821;824;931
962;715;804;660
919;821;666;810
837;849;912;670
869;834;799;744
842;982;889;796
962;934;818;761
970;899;988;934
70;51;129;214
838;739;760;837
898;826;815;832
333;13;318;265
803;945;788;654
164;109;243;133
859;741;769;911
207;239;53;329
56;202;288;4
144;266;319;120
149;334;208;65
953;816;942;828
269;189;309;215
329;47;203;291
804;715;965;722
50;318;53;259
770;946;875;709
701;657;856;778
212;156;19;90
973;796;796;976
721;940;821;697
307;109;65;218
82;151;300;255
773;877;756;770
321;307;143;270
325;156;209;103
783;731;908;928
312;190;33;266
23;249;85;274
69;349;343;82
116;5;99;161
712;835;898;753
950;831;901;810
288;341;21;288
889;701;813;977
126;167;167;99
814;802;937;880
742;807;973;676
107;313;130;349
917;718;876;747
774;868;859;681
12;1;122;103
97;92;80;97
313;162;257;71
187;163;338;56
147;160;207;270
130;214;229;67
248;33;150;162
661;681;949;932
716;829;996;689
77;26;146;290
154;199;124;154
324;94;90;117
671;664;668;999
667;757;845;734
724;731;664;924
837;700;949;887
823;818;960;722
856;678;831;691
168;313;90;321
240;350;239;180
243;284;186;54
800;825;968;749
710;848;813;955
799;984;734;668
919;895;763;713
25;348;133;107
294;18;141;331
244;148;155;91
258;345;85;208
890;660;710;668
793;652;665;959
676;799;806;900
239;8;260;251
884;863;673;700
198;156;69;70
934;723;959;822
704;709;734;951
143;272;105;281
947;983;888;995
137;346;16;57
795;764;896;749
774;921;933;865
276;349;69;220
36;30;222;231
804;905;761;979
800;770;857;949
904;848;799;667
702;940;727;968
801;844;814;868
810;902;925;672
665;658;728;668
998;765;780;987
120;295;176;102
871;970;954;818
847;726;851;877
962;668;808;858
715;727;827;745
16;10;97;154
233;99;157;284
985;943;811;936
771;687;974;734
976;904;827;656
277;119;26;250
125;136;109;172
164;345;227;132
819;822;717;981
35;274;93;148
961;682;800;671
771;973;734;690
699;995;697;707
45;3;25;94
991;718;877;780
326;158;128;207
969;692;880;918
298;302;113;226
735;802;842;798
653;907;728;789
797;799;993;656
922;689;892;662
713;953;821;926
718;761;768;861
23;118;18;212
790;963;959;995
189;129;113;215
42;66;232;94
303;260;13;155
29;197;288;279
36;233;100;87
213;9;179;328
236;302;36;57
684;974;845;878
788;674;931;920
146;157;177;317
866;833;666;817
321;162;110;102
162;211;76;331
809;848;661;796
107;61;62;342
334;20;62;246
725;738;951;953
18;163;308;89
887;686;809;852
122;256;90;180
692;888;831;791
326;56;118;48
3;221;127;346
820;869;795;724
212;195;147;69
297;275;253;341
191;187;174;280
820;954;686;777
660;806;835;893
153;62;232;296
1;109;305;83
311;75;214;59
942;874;783;675
206;153;234;339
838;983;656;787
105;227;305;331
665;749;664;954
327;60;221;306
235;166;98;156
664;727;813;720
41;350;347;242
831;822;782;698
138;192;251;129
292;206;240;236
725;781;734;700
