1D;2D;3D;4D
281;121;84;89
916;657;816;851
172;122;280;2
714;806;876;836
961;830;816;684
24;168;104;310
759;709;887;899
905;679;919;654
850;674;951;882
244;25;207;303
262;282;101;118
683;989;686;745
107;91;70;3
952;857;883;783
23;120;68;96
207;228;145;173
912;765;939;987
136;22;98;299
793;733;746;677
926;958;817;908
135;328;328;297
25;11;69;191
37;174;140;15
811;770;983;716
723;974;717;973
943;748;955;877
67;56;314;58
918;819;897;916
674;943;775;953
905;966;650;702
295;230;101;291
234;170;85;30
965;971;896;852
982;942;977;912
736;984;846;864
759;804;879;721
779;689;739;792
129;332;105;288
664;756;907;693
922;960;931;766
162;180;234;248
889;662;939;912
746;788;740;755
133;239;39;116
87;190;186;345
859;866;685;783
296;322;230;346
988;713;899;918
736;845;841;829
209;243;99;122
124;231;46;168
278;68;257;115
259;333;329;90
299;192;170;131
131;248;71;322
97;270;252;182
60;296;68;105
266;305;348;129
184;162;54;60
722;761;822;987
185;110;121;56
678;716;845;785
840;866;670;829
301;191;321;126
751;926;670;704
208;140;340;57
277;227;260;219
186;131;260;311
177;331;117;301
664;701;771;950
698;685;857;726
851;721;800;749
864;942;970;945
971;770;655;989
168;59;21;64
292;11;101;206
841;833;959;792
873;665;881;695
858;869;959;982
224;324;19;206
881;699;808;671
11;197;114;121
97;112;6;119
688;725;748;698
953;848;880;726
127;246;342;193
931;753;858;845
23;54;228;128
329;202;219;133
327;84;164;316
254;91;312;92
665;944;658;730
922;817;671;680
35;175;115;3
653;913;888;957
653;878;973;962
150;148;126;290
320;265;163;183
751;955;748;658
143;291;79;216
