1D;2D;3D;4D
705;650;714;827
327;222;47;36
19;162;175;127
117;321;340;304
807;787;849;682
183;189;281;102
165;239;99;349
165;345;156;102
945;992;837;691
159;45;212;175
879;795;804;943
207;193;2;178
746;840;782;855
80;146;29;234
93;198;181;60
949;887;976;979
814;703;956;677
343;296;97;87
760;778;957;882
931;781;840;746
881;857;842;943
38;350;40;194
341;280;338;73
337;152;136;334
221;201;162;208
869;732;885;740
306;291;67;166
112;37;68;126
799;996;762;682
146;118;63;308
844;866;940;990
854;760;882;910
759;865;748;924
992;929;848;933
879;819;968;862
657;692;678;853
965;849;837;929
694;923;732;709
224;78;51;188
703;890;988;808
839;873;846;967
928;869;854;772
994;743;920;751
91;40;133;41
679;724;756;847
217;259;194;55
665;700;862;860
55;154;111;144
949;761;651;871
341;210;281;125
934;672;654;887
177;277;257;248
809;855;781;666
163;289;281;206
963;846;784;896
145;155;196;98
28;276;245;60
705;708;658;688
721;915;801;684
871;676;758;839
785;977;681;924
213;272;146;183
709;866;715;748
730;831;922;965
48;195;288;108
675;886;712;980
190;196;246;180
791;806;989;740
747;896;766;785
732;665;696;989
126;270;182;63
720;689;843;958
192;120;212;30
964;661;844;743
28;227;216;134
199;167;320;281
202;286;183;68
724;839;816;791
693;798;661;809
216;200;86;288
172;200;18;90
79;270;268;1
248;75;214;274
844;990;982;866
144;218;228;164
917;708;919;947
784;971;662;977
816;761;886;696
888;758;705;913
349;311;194;173
129;257;110;111
980;966;996;956
853;831;679;679
126;131;293;135
969;847;795;803
134;334;56;52
851;759;825;666
709;654;707;686
207;24;99;314
46;129;300;320
158;57;93;312
925;960;927;979
681;727;755;996
138;213;267;337
174;343;68;306
218;107;84;92
743;843;878;757
221;96;206;47
710;775;685;974
232;46;324;65
290;172;99;155
891;953;888;733
870;776;816;973
722;812;717;910
84;131;226;301
774;721;662;831
94;200;165;182
207;196;297;194
102;326;183;296
910;824;652;956
287;317;64;178
18;254;244;4
930;949;873;743
679;774;773;775
800;801;917;722
217;42;196;138
785;866;710;851
47;66;333;282
47;172;91;99
866;729;710;854
888;865;708;879
305;236;188;223
234;200;42;126
912;741;866;716
71;180;17;336
290;118;251;71
146;20;223;267
928;779;979;725
190;80;33;151
329;76;182;250
318;55;76;35
131;12;3;42
791;702;794;737
271;74;243;81
663;724;758;716
232;162;211;170
977;801;875;762
295;121;140;45
337;258;9;196
206;328;23;250
58;282;297;219
280;158;127;308
955;976;982;983
653;815;811;829
758;726;688;960
116;265;224;53
866;817;912;988
850;987;817;669
827;773;842;727
799;768;807;764
175;69;328;92
320;206;305;140
73;169;275;230
931;865;871;818
890;941;670;982
901;802;974;821
931;821;733;861
281;156;264;208
966;799;720;846
122;53;74;86
137;282;324;5
160;118;265;49
660;850;730;741
144;154;130;95
69;305;187;273
233;263;136;334
727;975;785;844
315;309;302;143
935;766;911;783
163;176;312;164
780;754;851;755
234;303;273;18
650;939;919;813
723;868;691;969
951;726;708;871
710;929;780;734
94;125;161;220
51;188;64;274
180;264;80;127
969;803;764;758
129;165;317;51
932;986;655;889
