1D;2D;3D;4D
189;891;127;131
92;109;28;746
142;120;236;938
158;724;158;98
59;521;74;78
193;975;97;224
142;838;238;133
659;69;232;83
228;85;623;105
16;545;182;10
178;58;219;787
102;230;58;714
166;628;56;215
206;563;39;26
224;977;119;7
126;200;966;216
181;677;192;45
46;13;28;661
7;221;20;725
112;161;601;204
138;1;660;62
81;197;2;645
49;18;15;755
196;44;937;91
502;84;92;177
221;784;88;154
78;66;676;201
906;163;109;58
84;101;767;233
233;54;42;637
30;30;580;243
146;242;968;74
164;89;53;766
163;160;616;10
6;153;804;48
519;8;146;186
33;236;71;686
214;244;659;74
695;151;150;9
678;165;81;4
148;121;69;593
110;24;714;47
892;119;231;72
42;12;987;79
528;242;210;96
46;96;221;524
55;756;63;36
250;94;122;565
693;31;47;110
4;943;80;24
98;198;145;662
22;732;101;75
694;159;125;143
179;104;212;946
186;84;839;15
718;184;27;151
153;995;117;175
207;164;133;891
183;181;233;985
39;45;806;103
94;751;153;104
523;228;133;46
239;184;149;980
637;39;242;17
946;31;152;209
637;37;25;247
203;941;83;233
69;25;820;190
100;172;574;4
94;831;91;90
87;79;588;152
678;5;99;123
190;971;23;39
12;31;551;73
605;146;148;139
162;198;178;851
75;123;98;957
8;233;77;538
62;180;984;45
119;935;42;113
120;17;601;229
69;560;83;229
673;241;62;92
72;68;41;744
230;83;19;814
553;189;250;168
191;556;39;142
45;248;713;105
76;647;145;193
828;162;135;167
4;208;151;960
137;166;754;85
866;155;13;1
136;824;169;226
873;183;74;201
113;49;601;12
233;805;104;237
690;207;233;87
997;114;99;80
840;101;39;86
