1D;2D;3D;4D
944;15;249;5
600;185;45;110
170;722;142;195
229;90;142;577
110;940;59;8
36;673;45;237
152;732;92;172
10;212;179;980
38;188;523;227
150;705;6;105
171;52;25;508
13;86;594;222
179;149;169;873
32;772;43;157
58;58;21;858
695;92;137;242
105;223;206;965
145;902;123;8
64;920;81;92
802;198;202;81
31;186;222;787
165;175;683;25
898;79;134;176
110;200;243;837
23;77;27;903
97;594;31;113
734;29;82;73
168;86;228;965
666;229;103;222
212;201;897;76
654;160;172;68
231;216;695;115
73;678;194;54
193;44;974;107
101;873;121;140
15;190;923;10
551;163;195;178
733;69;184;244
198;163;763;108
163;12;605;247
127;6;166;668
215;167;685;154
599;188;70;134
237;683;190;214
688;162;147;133
94;24;768;195
225;227;92;855
63;69;937;89
835;73;102;112
148;848;53;92
932;132;72;213
60;66;751;38
860;131;165;215
233;702;231;4
166;115;108;559
73;129;237;595
219;17;59;755
657;229;179;216
77;134;150;534
123;766;156;77
140;78;938;213
8;10;942;167
999;2;26;47
971;76;85;145
190;245;786;168
147;169;185;824
879;221;225;135
127;967;37;237
55;785;58;98
93;81;13;669
194;56;217;779
186;171;771;133
1;178;631;45
212;778;246;107
245;765;234;51
104;712;146;146
71;16;781;239
836;145;65;63
244;82;736;128
107;243;204;919
169;951;73;90
5;158;166;557
677;9;141;120
741;118;123;223
165;946;18;238
748;112;43;210
244;50;83;910
629;207;191;225
47;149;588;113
245;595;51;95
147;936;213;163
114;69;100;983
76;40;223;881
51;560;212;78
23;244;782;218
9;150;891;209
606;231;118;150
219;153;937;214
111;96;120;913
226;127;841;85
