1D;2D;3D;4D
184;991;119;100
245;132;604;2
800;94;121;72
826;157;57;87
150;972;182;23
980;250;225;16
198;56;231;909
133;143;51;958
677;69;96;250
793;23;101;35
57;187;40;701
12;736;119;105
23;154;745;45
117;654;191;95
10;144;153;897
125;950;103;159
224;559;66;249
52;776;32;89
26;2;703;187
178;987;59;194
41;821;121;159
38;194;704;169
144;117;888;185
16;971;122;168
158;649;30;170
80;191;79;553
84;84;523;202
836;204;226;100
884;26;79;79
130;695;183;37
171;627;4;250
123;141;567;187
98;140;109;865
56;25;120;819
232;236;94;837
245;726;165;153
807;105;211;235
72;201;847;28
113;14;656;122
137;240;523;13
196;865;226;24
216;32;910;15
953;29;249;59
201;939;172;108
209;228;202;790
868;110;92;6
513;215;32;58
240;60;857;118
226;196;167;852
66;222;606;51
236;24;789;3
8;723;24;59
138;592;18;26
114;231;710;188
31;186;568;13
208;131;132;642
950;107;166;212
141;223;900;67
678;226;152;50
174;19;640;177
23;893;182;33
108;98;215;942
215;78;949;207
183;238;115;811
244;915;90;52
125;530;83;180
1;94;17;532
932;91;172;186
241;203;90;908
48;500;167;184
101;791;147;69
246;206;769;111
26;81;199;659
26;215;788;174
609;168;15;244
889;117;146;218
241;219;83;566
655;121;209;234
38;60;149;539
161;507;191;129
545;13;216;160
599;246;227;223
207;65;820;112
97;825;86;192
116;940;204;241
769;166;175;46
1;854;89;152
234;49;78;513
188;598;241;129
42;100;183;668
189;6;147;697
221;63;921;152
151;76;140;959
138;124;867;74
215;688;128;246
18;63;57;908
221;729;147;206
729;202;18;40
145;71;670;167
219;98;988;182
113;2;941;197
122;975;52;161
239;170;178;618
124;86;107;585
248;96;535;65
968;2;181;60
247;23;601;47
541;57;42;230
183;28;103;687
958;188;10;32
131;713;167;214
6;26;34;946
70;202;753;217
176;589;234;159
968;202;216;181
138;29;768;85
114;167;203;844
629;60;41;177
155;153;93;855
74;786;201;202
14;75;71;995
199;226;584;70
29;159;75;886
617;59;101;180
635;191;196;17
837;96;248;246
67;988;75;192
52;61;935;150
79;177;876;92
541;67;96;70
222;529;178;218
157;59;11;996
163;216;152;690
727;49;215;190
28;691;177;11
57;930;241;16
145;678;85;70
28;21;129;947
87;119;655;131
128;980;190;8
221;859;106;25
52;722;116;197
989;101;225;124
170;28;3;645
564;191;93;189
186;702;218;64
94;193;711;63
40;798;250;36
148;21;60;963
788;94;155;14
610;136;194;23
232;547;96;231
214;509;213;171
70;14;750;96
178;527;85;89
806;24;60;105
163;204;8;790
207;107;857;244
85;27;693;35
162;213;800;197
941;250;125;120
102;237;764;119
807;228;72;131
126;66;534;107
593;230;153;196
238;577;189;24
63;61;833;165
913;94;116;95
17;124;60;583
225;735;16;7
119;147;214;844
191;728;26;121
237;228;945;248
159;227;135;918
171;501;74;3
170;78;143;670
17;241;530;162
249;109;632;201
101;526;174;38
66;8;911;116
669;162;121;20
218;218;840;111
529;196;81;187
58;83;729;54
799;213;229;209
195;615;9;9
42;168;906;17
59;946;1;153
4;229;123;979
186;105;180;908
73;34;72;851
174;30;112;561
240;247;603;151
89;710;52;21
998;249;222;209
548;5;131;235
59;126;210;966
187;72;795;132
150;653;151;86
