1D;2D;3D;4D
50;154;661;171
186;106;953;130
123;47;70;572
30;872;132;168
83;100;134;528
629;235;226;121
832;36;65;165
925;24;123;22
533;53;38;164
808;206;200;78
164;244;42;534
187;940;87;150
146;42;124;850
122;227;245;773
972;185;105;22
596;64;143;70
113;83;190;914
189;214;615;187
668;250;96;65
233;9;538;159
188;151;63;975
807;68;147;207
206;97;784;108
147;936;157;190
162;844;98;107
123;127;752;113
113;245;697;222
119;227;630;179
42;140;136;738
624;134;223;89
111;949;63;148
936;52;142;108
250;215;137;563
179;48;755;249
119;914;189;51
92;44;144;593
227;128;844;201
7;132;527;129
80;78;234;826
135;37;142;561
791;182;187;171
222;24;170;983
168;119;674;206
248;211;735;90
199;672;219;247
550;95;82;31
574;227;146;228
798;86;194;77
9;77;720;234
184;187;156;612
637;204;83;225
506;233;205;37
159;148;211;754
201;31;195;557
10;222;212;508
961;206;131;227
115;246;109;693
241;22;781;26
112;138;761;113
85;702;217;86
197;44;592;160
134;30;190;553
200;88;108;913
538;45;239;52
100;76;246;828
144;161;6;595
18;780;195;184
855;32;4;42
79;928;136;204
138;180;843;153
19;139;245;821
517;169;96;99
66;164;119;997
505;29;145;78
168;181;61;719
229;61;539;66
542;188;127;11
892;162;81;215
8;110;34;994
44;94;190;709
161;227;126;530
937;33;35;109
150;14;906;33
123;611;98;205
40;588;39;214
11;212;231;578
509;55;244;220
224;8;124;771
569;103;136;229
39;2;135;764
221;164;759;57
65;576;97;4
99;184;913;200
1;789;11;99
229;902;225;71
3;577;134;89
76;161;114;676
241;612;69;207
207;568;127;205
78;165;742;98
556;108;39;38
180;224;548;249
245;214;546;174
189;630;40;101
45;714;41;99
148;603;26;124
133;81;15;808
1;110;96;581
38;11;784;105
95;22;545;40
725;68;162;128
50;204;776;146
69;40;80;747
215;875;11;112
243;557;52;155
683;11;179;154
230;217;42;553
61;17;846;121
166;812;99;206
121;35;193;840
247;205;63;871
38;806;73;10
241;39;998;111
127;936;222;45
170;726;58;104
138;595;180;207
18;171;70;756
108;533;74;90
84;202;552;242
104;764;214;214
794;213;54;214
149;845;25;92
81;126;16;922
675;189;149;9
695;49;74;192
181;30;34;571
156;190;971;217
46;160;197;769
31;168;661;100
197;878;243;246
760;230;34;130
147;188;103;892
621;123;70;173
127;213;116;757
120;78;750;43
519;217;227;79
111;211;114;927
125;54;80;583
968;192;43;63
235;515;219;48
74;646;99;196
928;164;49;103
231;66;75;934
151;609;242;123
126;864;98;154
502;107;168;166
23;43;81;811
584;195;11;36
958;107;84;189
226;165;684;158
621;77;158;168
143;606;246;202
48;138;130;616
112;685;183;37
15;523;7;177
224;37;932;138
181;143;674;117
529;65;5;234
89;198;226;745
145;111;70;943
187;50;531;43
215;142;199;648
777;197;91;189
45;242;742;203
968;150;147;158
54;886;172;5
967;228;165;201
173;54;644;57
197;232;250;968
63;769;13;77
84;742;178;99
74;171;539;122
12;65;559;44
7;189;685;16
127;234;645;245
219;90;634;99
192;221;787;44
232;890;238;184
108;213;863;229
205;183;501;135
40;148;188;521
227;32;662;32
194;973;178;129
121;841;54;159
187;51;639;68
217;218;79;788
158;174;869;13
95;65;227;653
235;777;247;118
63;213;715;87
708;36;195;235
84;221;63;608
989;56;129;225
63;108;201;877
824;125;218;225
23;178;933;190
188;501;54;10
113;596;89;187
32;58;163;946
727;102;41;23
188;538;79;213
76;35;840;170
239;648;190;249
77;187;172;807
653;192;232;226
136;10;717;221
11;115;539;134
14;219;242;534
77;699;104;214
226;838;104;37
211;692;46;156
139;853;117;56
92;884;160;115
68;975;163;53
182;250;804;208
227;45;645;168
63;24;107;686
77;134;565;18
124;144;155;764
166;188;191;751
555;163;161;140
50;773;2;86
622;73;48;209
734;34;162;151
928;231;112;132
111;708;173;184
54;227;135;575
107;819;83;105
240;779;214;55
160;246;552;208
894;126;107;194
8;126;699;217
108;165;745;7
224;629;206;194
1;219;611;101
12;715;16;153
75;244;84;692
54;17;38;835
79;597;199;12
213;95;917;16
932;208;92;69
94;78;509;23
876;100;122;189
192;953;143;104
73;126;906;132
174;132;750;118
91;931;169;83
36;64;47;886
240;519;103;225
579;133;124;4
6;93;926;229
156;8;645;112
193;568;152;35
49;673;44;227
44;648;38;193
559;136;119;9
