1D;2D;3D;4D
236;123;216;872
165;70;916;14
3;536;99;54
83;227;828;76
103;577;186;14
232;30;72;743
174;236;93;846
163;236;246;923
84;215;219;564
600;103;76;113
128;721;77;8
165;234;875;244
175;559;15;65
157;177;127;675
609;105;244;239
183;160;769;229
7;246;57;989
23;119;952;222
27;856;98;190
844;69;119;88
137;50;539;184
74;88;161;962
245;60;778;230
210;85;202;548
544;162;77;151
163;46;613;220
202;620;51;19
131;158;628;136
109;244;219;553
21;234;137;605
35;163;528;140
923;68;235;102
775;41;72;209
228;188;188;921
101;145;601;4
72;162;144;776
80;527;193;67
81;816;6;195
146;124;102;815
20;716;159;210
216;108;895;212
932;172;193;189
177;153;729;33
856;242;149;133
140;532;244;124
204;7;912;247
980;208;150;141
20;95;210;603
176;16;576;35
203;49;756;179
768;223;161;102
91;909;40;195
22;193;699;24
119;517;104;134
888;149;166;71
12;824;176;67
103;213;579;152
128;28;6;851
212;177;850;71
28;936;212;104
1;78;59;699
70;537;85;58
75;61;203;749
993;92;103;57
40;724;23;93
153;724;184;167
215;678;216;199
840;200;45;70
816;45;2;177
94;82;763;163
113;3;108;829
187;654;24;36
198;985;15;187
244;101;849;223
36;720;78;62
67;78;183;896
524;115;105;7
234;98;582;12
126;906;61;225
107;806;147;150
792;36;1;223
642;29;201;143
103;108;174;985
85;921;242;18
77;895;186;194
19;201;857;82
126;164;593;99
62;136;199;865
214;599;82;55
236;224;738;43
37;780;101;190
525;57;134;194
62;796;155;155
208;222;634;51
785;226;70;123
847;41;45;114
225;7;944;192
177;175;84;514
147;68;232;955
125;165;92;734
824;31;159;98
783;221;125;87
795;147;135;207
951;31;74;150
242;50;600;39
177;147;120;550
166;968;133;202
33;24;109;693
112;976;58;114
836;192;247;18
200;103;844;216
5;212;757;234
171;9;719;112
99;249;15;513
241;46;853;159
209;893;123;143
828;117;80;82
784;184;48;172
154;701;172;132
50;194;958;92
45;215;931;113
742;123;213;85
175;156;176;609
616;25;174;136
668;109;21;45
21;24;881;44
852;68;45;231
75;223;208;840
152;823;112;132
943;223;171;3
553;51;75;10
690;74;127;63
689;46;154;57
765;88;162;234
208;132;810;223
92;993;141;248
679;191;153;205
31;135;191;767
215;541;250;17
66;710;196;208
224;175;55;969
223;822;129;98
128;105;246;651
913;14;148;69
647;249;224;159
619;216;154;140
124;111;630;79
48;175;813;181
652;248;236;124
233;789;161;232
989;94;20;51
164;89;671;61
70;31;96;677
67;720;34;72
237;580;41;74
94;50;47;863
233;80;3;542
141;132;916;117
719;122;114;81
110;230;215;856
82;210;82;656
941;40;213;202
127;13;151;964
699;220;198;195
654;76;9;114
533;171;102;8
26;172;908;88
244;728;96;146
249;705;181;149
123;248;167;674
169;985;108;56
48;219;69;917
222;56;89;678
243;83;68;694
946;113;238;222
102;74;955;124
136;67;833;185
194;998;21;103
194;945;235;34
49;752;232;20
137;707;160;152
571;173;248;44
41;523;211;243
11;883;179;73
132;206;36;815
206;666;152;4
239;66;700;108
39;16;41;744
155;112;167;734
186;534;128;196
976;191;204;14
89;21;589;52
151;666;214;144
29;115;189;858
200;209;712;123
75;903;22;25
5;686;131;125
866;28;28;88
798;15;197;73
542;157;98;167
215;911;113;205
247;99;240;964
53;100;200;693
129;643;165;23
173;84;91;881
230;114;176;513
198;608;76;229
193;608;167;37
646;135;39;207
38;141;800;142
820;117;247;7
951;19;181;102
22;215;550;99
40;156;60;599
28;138;200;958
201;636;126;62
173;217;191;928
39;209;836;195
795;79;102;135
167;819;137;173
559;70;240;7
135;72;138;782
39;104;104;838
876;198;17;245
913;5;57;139
212;865;227;103
821;36;113;156
90;591;184;223
32;809;113;104
51;26;529;93
129;141;190;661
500;143;165;203
45;164;542;45
249;174;631;79
58;595;101;33
177;113;718;44
167;136;879;203
202;69;150;537
660;38;77;112
180;54;921;230
791;247;101;244
202;701;104;133
192;985;245;203
9;736;84;52
3;193;108;719
33;97;118;563
1;939;83;95
84;834;206;209
201;549;7;36
85;767;31;165
232;74;584;153
594;226;207;202
87;40;637;110
