1D;2D;3D;4D
807;54;161;37
909;176;97;85
761;223;120;60
233;91;945;232
618;244;188;86
32;589;131;98
49;533;166;73
250;858;30;193
19;246;840;89
39;34;231;816
152;142;914;47
114;3;82;869
72;159;630;197
718;170;141;71
9;962;201;121
125;93;36;694
21;250;672;4
125;638;49;180
207;138;151;980
828;74;10;142
109;205;39;752
910;189;75;200
95;644;119;58
29;706;40;138
85;95;52;787
134;233;97;968
84;55;569;98
227;779;3;96
214;846;74;234
77;127;56;612
865;165;34;53
245;232;152;871
92;1;2;579
225;768;204;156
234;219;534;156
228;184;782;91
889;69;104;183
53;54;747;184
187;900;166;228
660;144;142;136
28;247;909;88
25;37;137;720
146;207;641;52
196;159;920;110
927;8;118;49
7;637;169;105
223;500;36;21
173;48;57;814
58;134;772;43
683;211;20;116
183;203;127;548
874;217;153;13
940;53;110;139
75;749;245;146
230;163;915;185
174;876;102;2
184;42;792;54
95;22;19;524
45;154;782;38
239;131;97;974
182;59;91;736
171;58;541;226
173;930;9;129
195;600;27;21
99;44;820;182
628;172;133;190
239;894;69;158
941;1;85;117
107;161;107;715
179;65;149;748
128;608;78;173
89;140;124;587
76;100;6;602
567;43;50;185
25;942;230;137
688;42;236;108
241;151;758;13
233;199;229;843
234;219;80;931
148;205;880;240
866;175;190;99
83;993;11;217
951;228;53;76
100;120;521;188
83;520;166;202
246;196;948;95
997;219;98;15
884;168;25;108
982;122;47;25
53;161;250;789
37;33;66;748
760;198;76;154
68;641;32;179
165;551;21;129
44;143;945;246
162;162;905;52
160;87;966;162
70;929;168;62
159;166;58;547
819;63;142;191
