1D;2D;3D;4D
56;246;976;7
213;105;243;608
99;970;128;50
121;177;70;971
205;228;245;805
801;67;19;179
131;8;200;530
188;94;553;95
154;3;864;66
549;120;162;84
923;161;11;83
5;132;645;14
150;824;154;226
1;941;20;85
119;921;128;120
199;151;230;626
187;897;125;192
855;242;84;32
151;215;195;586
641;72;88;186
215;77;637;136
55;118;87;779
157;162;91;523
23;163;642;43
213;959;151;21
954;123;70;43
202;155;43;963
2;191;893;196
150;838;114;246
578;118;45;104
774;89;136;51
957;165;30;46
729;90;169;149
2;827;79;158
63;712;219;167
48;820;217;61
71;42;739;127
212;199;211;765
158;927;237;234
81;7;90;850
969;239;224;111
113;77;129;690
64;54;513;43
217;9;842;98
924;75;92;100
159;624;195;228
215;80;969;18
127;26;501;6
27;230;216;861
96;223;704;179
114;161;776;51
197;766;234;224
189;133;764;212
68;830;222;172
676;77;31;80
22;154;118;722
966;71;160;220
616;152;64;155
208;827;120;65
173;49;646;221
528;67;4;76
148;899;170;95
112;222;977;240
192;99;14;908
103;113;969;87
52;93;739;80
527;138;100;40
777;97;210;184
22;76;695;118
596;167;19;132
250;140;150;805
886;11;188;152
171;19;691;233
194;161;782;237
32;43;787;19
26;122;661;207
67;106;579;241
183;179;143;628
823;5;89;171
210;191;234;890
131;181;199;968
202;57;23;902
758;162;238;220
43;94;26;752
19;202;131;685
92;179;921;71
215;76;107;751
216;934;82;43
205;67;126;565
784;168;113;220
206;168;95;788
22;193;144;606
121;7;831;243
193;531;50;71
187;653;223;14
55;18;148;674
728;153;22;234
138;189;618;55
881;231;104;59
71;240;552;163
134;732;23;197
29;915;214;106
31;947;2;206
113;156;33;830
230;220;861;82
540;63;156;154
18;705;208;73
520;1;163;197
172;197;722;129
245;756;190;236
804;66;128;240
639;84;155;159
33;130;902;113
62;661;167;209
3;221;669;189
668;196;55;183
100;250;165;632
48;879;174;62
247;134;144;957
209;143;36;517
693;1;86;152
195;894;170;128
651;202;170;186
121;595;86;211
116;143;614;73
905;195;161;203
187;18;946;245
243;65;791;60
64;95;837;43
759;72;141;160
69;646;148;122
92;126;534;37
37;40;122;650
153;78;143;816
188;565;120;212
30;173;125;627
103;130;144;672
572;239;38;69
811;87;42;66
121;860;17;237
212;109;218;981
161;183;522;230
765;147;182;168
207;215;504;171
34;202;812;5
4;49;696;11
42;994;68;56
183;176;177;808
208;652;8;111
73;193;52;912
148;180;170;708
38;173;727;172
221;127;32;692
238;211;738;36
984;49;197;151
101;66;693;111
852;219;102;26
108;103;121;914
714;222;163;166
136;140;171;893
765;103;15;45
166;29;174;696
88;106;710;70
24;157;831;210
99;183;991;63
104;914;124;3
244;122;810;236
