1D;2D;3D;4D
970;160;20;188
39;980;215;177
36;56;128;558
168;163;163;881
151;246;587;90
577;44;46;250
764;189;91;46
171;606;112;67
834;35;239;81
157;879;225;7
124;26;198;618
161;75;232;574
34;44;931;2
899;125;104;148
887;162;156;68
3;144;832;152
21;48;83;753
51;505;45;234
71;94;244;944
910;175;151;235
97;220;60;585
828;200;203;176
218;541;124;226
796;84;136;19
921;21;105;203
193;39;541;195
215;220;147;609
142;127;68;995
27;103;214;993
212;228;121;520
152;88;594;163
120;572;85;243
189;629;13;219
212;41;98;854
91;110;250;797
236;960;82;96
12;577;61;122
177;797;8;123
677;242;241;64
220;104;232;559
146;162;670;226
788;1;98;202
115;48;558;113
146;974;63;190
123;186;678;222
52;107;565;12
765;82;45;32
99;121;763;18
232;231;36;886
205;587;123;241
121;125;119;964
545;102;158;209
46;193;239;516
609;166;45;149
806;36;238;19
211;965;167;35
530;211;122;213
222;78;248;583
25;190;685;52
556;117;75;63
815;197;116;132
169;564;124;154
766;16;6;228
17;86;631;159
213;130;691;67
990;106;82;73
756;29;126;240
48;720;41;152
12;980;191;82
42;132;532;80
25;629;171;43
41;176;49;658
76;9;205;757
210;203;4;631
164;91;931;10
8;239;170;888
221;245;98;862
223;728;204;51
102;249;752;206
986;249;48;1
154;49;586;191
656;114;77;203
143;162;641;183
874;94;132;120
601;237;196;218
974;33;246;69
533;70;132;143
218;41;99;511
64;955;214;80
144;116;711;197
183;29;574;5
819;205;150;39
910;222;232;80
188;199;114;754
830;247;206;129
125;156;49;930
92;50;527;167
652;231;80;5
739;139;210;145
111;230;997;216
53;660;31;79
189;125;162;559
158;90;35;855
5;752;161;133
144;234;702;239
802;126;88;170
189;11;131;947
43;112;62;676
185;139;837;35
42;503;88;50
202;147;753;183
137;682;142;175
67;162;223;999
187;238;646;39
64;776;62;61
569;231;93;21
31;52;98;634
657;182;166;156
525;117;42;9
789;246;16;221
49;146;11;612
120;7;629;104
161;955;241;38
762;93;82;147
601;152;171;81
94;655;117;165
164;807;86;4
28;934;190;94
94;652;4;208
191;181;683;228
157;202;129;675
828;228;68;68
796;72;226;97
836;1;113;182
199;636;27;73
685;36;211;130
38;854;182;78
71;770;99;68
25;235;246;590
2;211;89;904
164;589;45;206
767;97;93;113
117;145;906;72
128;55;133;995
95;29;639;160
167;723;26;118
86;56;11;973
185;183;180;677
837;173;170;239
242;876;73;26
115;140;207;763
745;74;57;116
202;17;216;835
141;696;6;126
160;249;856;155
178;214;11;508
116;181;147;614
3;22;945;177
115;692;149;115
949;78;165;38
192;673;53;193
242;240;91;854
140;940;221;153
79;171;821;239
242;831;177;84
214;859;242;2
54;221;225;773
795;38;188;131
39;204;57;551
187;176;803;86
115;83;149;784
205;67;70;678
86;703;249;207
59;59;249;574
546;4;176;76
566;214;33;76
863;2;1;154
4;966;212;82
650;56;25;174
130;27;606;206
22;781;247;69
47;107;917;121
78;1;23;989
12;645;129;10
111;632;22;185
230;739;148;38
93;87;870;166
115;813;54;72
65;118;201;544
125;217;667;225
91;650;227;154
876;172;128;220
228;669;35;132
131;958;148;96
199;769;19;16
933;141;165;41
106;914;248;149
155;515;135;19
126;231;38;683
77;64;23;891
122;4;640;233
34;80;643;88
142;658;146;98
133;159;904;135
55;633;183;169
229;115;780;139
233;840;160;96
149;65;54;580
119;7;172;630
86;113;27;917
202;173;956;120
248;241;699;151
142;675;16;196
79;114;237;891
166;926;42;16
89;699;117;66
179;168;16;604
194;215;569;133
