1D;2D;3D;4D
731;146;41;227
220;242;198;958
680;65;133;180
208;610;108;116
14;88;881;137
159;246;55;550
699;132;145;5
91;207;834;124
620;247;22;166
146;112;9;766
71;26;606;179
734;213;130;196
153;785;38;247
137;47;542;17
12;976;64;245
187;46;52;654
20;867;8;111
114;748;205;82
764;80;227;4
85;197;28;833
933;80;148;132
103;71;756;172
100;177;900;169
22;142;209;853
125;661;153;181
117;230;78;827
201;144;742;72
586;243;221;244
661;170;197;190
165;811;239;70
1;88;946;112
22;80;53;572
98;130;678;17
157;163;689;80
9;175;196;584
205;751;13;204
76;554;61;249
654;23;115;18
126;109;902;48
214;226;537;12
178;789;78;34
580;145;65;187
158;615;94;138
812;175;245;188
58;246;20;936
165;923;212;194
250;203;950;176
186;111;686;51
162;117;195;800
23;155;953;116
840;160;169;226
74;71;510;12
632;207;225;104
578;23;134;6
898;139;3;237
47;752;30;80
246;202;231;893
137;177;1;979
47;942;85;144
740;191;72;69
668;12;239;132
219;69;633;108
834;169;44;121
95;75;885;40
3;713;195;48
185;822;24;108
236;20;22;665
40;684;52;80
670;244;5;192
72;893;173;160
143;246;207;591
161;223;644;132
111;162;176;863
135;131;540;90
241;119;40;539
126;628;24;149
69;934;99;169
88;19;110;560
53;45;675;185
162;99;242;863
213;166;24;858
154;38;873;34
10;24;628;194
57;241;19;745
59;620;218;89
1;575;90;139
214;962;98;36
100;2;27;775
23;615;49;78
634;160;77;223
194;221;31;928
52;632;71;37
14;69;644;99
225;227;134;731
554;42;230;90
227;531;79;85
143;210;567;71
234;535;12;42
86;24;661;128
593;175;205;247
205;39;560;43
217;191;132;536
725;233;73;105
243;238;900;124
47;529;96;177
150;651;37;75
241;95;690;221
606;28;36;184
221;192;622;86
56;849;91;78
900;191;123;14
79;553;141;19
621;223;221;205
894;158;133;163
65;178;136;910
107;717;19;125
63;663;104;14
19;133;112;733
248;98;160;941
110;827;131;246
78;116;967;133
588;101;25;111
30;47;598;33
234;198;80;952
684;47;55;219
226;117;863;245
84;212;113;950
98;836;232;193
77;211;827;70
176;914;7;130
68;2;654;193
150;792;218;232
80;781;55;179
239;928;197;216
723;187;231;30
241;35;937;222
226;57;784;154
150;820;129;139
524;118;191;98
86;658;130;33
957;221;80;67
230;18;177;741
119;177;898;68
74;231;17;945
896;230;50;158
849;226;25;120
225;54;167;824
219;127;647;162
202;53;866;28
500;15;188;138
549;126;128;147
174;822;245;146
965;232;174;182
241;43;70;518
851;105;241;25
25;3;187;879
229;641;72;237
221;43;32;686
18;681;44;224
67;637;162;106
860;143;187;60
82;43;739;30
793;31;170;59
618;4;162;250
144;65;68;661
85;75;116;829
116;214;183;918
70;56;73;756
121;894;139;35
225;143;631;176
171;176;809;222
760;215;195;147
159;200;865;56
133;180;101;943
709;238;248;249
90;245;744;208
164;157;928;116
237;140;232;919
128;60;682;169
224;57;172;628
938;207;78;181
85;109;964;98
207;868;214;25
166;55;28;764
182;228;43;579
752;58;152;60
784;141;64;238
7;104;546;90
791;219;181;230
6;138;89;639
69;26;700;145
110;23;789;236
76;973;215;60
52;150;835;107
234;897;233;250
46;958;79;24
504;13;32;87
189;157;500;118
113;130;860;88
739;16;169;153
525;190;191;123
215;62;908;88
246;71;571;173
