1D;2D;3D
123;59;758
884;4;244
630;152;65
249;757;110
38;227;738
113;197;662
667;39;37
698;82;199
928;20;101
199;75;560
97;874;99
30;975;149
933;128;73
907;133;142
142;206;626
611;175;8
795;22;232
83;737;146
125;535;144
61;939;14
171;955;191
86;665;75
543;229;136
57;177;760
219;505;203
607;97;170
134;234;541
150;910;64
41;910;244
184;923;214
38;589;232
571;58;218
52;226;631
205;750;70
579;167;109
57;830;166
87;715;168
115;634;200
45;508;137
48;169;908
248;528;229
30;31;644
528;176;23
94;921;101
128;722;84
12;685;68
191;746;222
198;237;642
14;189;938
661;154;246
111;166;671
206;146;728
244;939;134
778;59;241
1;721;241
105;624;169
525;64;134
112;32;987
999;92;201
20;243;869
642;87;176
215;834;44
26;125;523
830;27;47
26;102;718
109;238;968
179;905;245
182;731;246
155;236;810
25;673;108
157;32;666
9;776;247
98;717;44
87;891;5
824;2;243
519;227;172
555;120;8
29;126;787
997;183;226
73;32;621
70;684;201
620;180;177
27;10;730
22;243;574
193;115;979
51;502;183
116;814;13
516;132;219
60;671;116
213;721;79
244;224;852
61;578;38
89;530;39
910;6;32
113;662;53
48;851;84
206;81;924
235;975;34
221;898;106
210;987;239
9;211;527
581;132;201
95;948;162
521;191;234
147;998;126
533;239;91
191;936;38
162;39;967
227;97;578
131;803;73
856;61;149
85;249;751
196;55;929
789;23;175
228;27;610
121;990;218
48;37;915
791;56;55
983;207;173
193;220;516
713;157;226
153;66;922
796;47;160
204;39;563
139;220;747
9;727;106
34;113;818
188;143;849
29;13;570
507;117;230
781;163;249
883;214;218
152;207;963
801;26;12
124;992;76
742;33;78
66;862;15
722;200;22
192;795;182
5;4;601
182;789;145
614;63;49
91;976;36
791;119;115
735;230;43
644;17;119
180;31;843
234;618;25
976;69;48
227;239;652
611;98;233
223;145;715
218;109;901
632;226;68
948;169;133
969;72;185
249;507;222
24;105;734
632;177;125
894;9;182
232;56;669
681;218;205
129;167;628
92;868;220
187;29;729
27;102;992
952;68;104
951;104;166
597;62;51
91;94;770
208;13;630
171;606;104
117;732;49
571;89;44
