1D;2D;3D
645;108;180
513;114;32
37;108;819
136;138;749
137;669;237
16;81;676
238;683;183
217;650;166
729;241;98
134;780;25
29;14;959
154;50;655
836;148;227
500;62;169
241;552;230
213;563;19
956;21;128
141;9;853
126;546;133
631;83;156
600;145;67
31;22;810
72;36;537
124;800;47
18;980;193
10;806;196
233;726;92
183;933;170
162;165;925
184;98;550
631;64;239
242;199;663
964;10;162
125;548;24
906;196;231
30;168;910
6;56;716
130;964;95
552;196;59
79;44;855
198;247;561
248;6;515
210;145;940
198;848;231
931;164;43
954;46;245
52;901;106
952;5;183
834;63;75
666;133;177
625;25;25
738;103;22
37;223;661
65;588;113
189;770;58
896;50;30
112;926;68
42;165;942
805;174;209
3;909;46
181;139;749
51;507;22
985;188;95
106;573;125
166;238;938
20;62;956
114;158;778
74;174;611
630;59;6
923;103;206
209;221;960
93;754;44
78;645;47
42;879;157
196;243;938
53;150;584
106;96;970
772;142;71
65;249;810
145;724;33
614;46;136
129;730;159
874;226;130
122;775;89
620;132;147
763;103;213
192;18;591
656;249;69
771;19;219
98;936;53
84;820;28
902;92;113
195;128;927
998;27;180
70;798;205
52;513;58
230;821;88
186;198;676
61;159;806
248;162;513
