1D;2D;3D
18;59;573
106;821;104
191;150;853
55;232;800
151;195;721
204;181;870
74;15;964
793;191;17
42;933;197
971;160;240
664;228;30
908;144;33
126;97;538
153;208;623
249;26;715
656;25;211
40;536;53
72;71;621
704;186;60
248;908;205
93;958;15
670;81;235
55;52;544
154;831;24
124;84;672
218;110;713
11;74;627
97;208;511
211;118;941
739;102;186
129;11;837
589;178;246
128;811;173
215;141;705
836;36;47
1;159;556
763;214;116
796;73;215
119;761;25
898;81;192
834;104;178
182;114;636
129;235;699
179;762;90
97;207;867
778;66;5
74;91;674
112;912;147
972;23;86
48;777;218
70;28;763
684;107;25
213;505;10
795;31;214
124;248;904
43;69;625
845;59;154
60;768;197
686;181;75
744;143;67
4;200;648
902;227;135
890;80;131
182;886;60
106;239;638
599;162;146
234;15;637
720;67;17
558;188;168
243;188;778
8;240;972
109;954;204
230;866;184
768;62;52
630;65;32
837;48;49
197;62;954
120;55;871
68;806;99
929;77;89
162;994;80
246;182;546
994;244;64
882;93;105
249;5;682
173;744;19
235;577;206
131;190;979
56;565;125
234;524;242
86;935;92
711;33;136
996;248;30
51;60;710
798;245;64
111;91;984
979;9;182
901;228;208
826;117;221
208;51;575
993;250;74
867;199;141
691;246;214
169;106;580
98;894;192
914;35;152
813;191;68
171;117;519
799;5;124
69;615;128
633;2;86
528;31;134
615;50;85
910;46;91
127;731;199
695;190;91
95;835;105
238;102;535
98;878;106
731;162;194
82;518;216
69;243;550
239;190;815
81;122;553
117;763;51
180;753;68
696;226;213
1;858;238
145;649;61
949;249;163
95;1;859
140;74;833
234;248;766
239;118;888
36;90;816
196;790;47
608;131;137
151;559;181
517;43;126
831;247;11
66;146;549
33;826;102
20;92;808
980;131;217
521;135;193
953;214;183
714;4;82
975;200;196
735;30;183
693;135;155
31;558;65
52;177;550
20;70;894
177;896;152
625;117;91
51;690;203
186;238;617
131;105;962
199;698;18
47;170;545
932;32;117
575;179;198
767;197;53
191;921;128
112;231;915
35;792;106
102;884;75
608;221;234
519;103;5
218;891;6
572;64;159
218;2;826
192;118;816
6;183;728
79;170;916
20;835;23
134;576;124
875;160;169
171;672;90
51;678;127
70;660;225
902;228;210
857;164;79
199;998;224
72;577;141
569;185;157
101;994;14
41;105;650
137;700;6
910;134;107
625;213;61
199;535;161
23;671;37
916;140;4
745;106;212
962;241;105
46;535;127
932;149;137
135;183;939
79;45;540
36;679;206
220;946;24
81;590;203
236;11;790
834;161;173
609;99;121
105;821;246
735;8;134
235;620;170
62;815;241
889;35;74
222;35;616
809;250;10
911;127;102
86;108;844
209;547;63
588;182;22
177;241;500
179;956;35
15;166;625
133;817;85
619;106;152
674;8;172
9;952;231
826;124;221
24;217;588
216;902;91
138;857;248
189;924;192
563;34;194
119;913;182
62;557;142
62;804;18
550;190;63
193;604;182
200;158;521
142;865;79
49;132;666
797;35;52
142;948;14
115;13;548
674;30;100
543;149;91
67;127;737
100;122;545
214;940;101
27;177;670
20;643;98
248;219;618
176;52;847
75;157;869
20;99;636
37;202;891
121;21;762
226;589;78
815;2;178
151;898;19
17;975;209
77;225;713
659;4;124
879;243;18
226;107;530
39;930;247
586;233;55
10;249;549
600;247;204
170;249;952
59;12;520
176;239;959
824;132;106
965;131;107
960;6;98
748;50;145
46;164;739
107;113;637
142;543;99
135;124;922
953;49;175
752;23;158
186;556;213
33;569;195
961;241;34
97;79;757
43;122;796
94;185;708
141;105;651
10;746;60
74;51;709
952;122;171
141;137;703
25;711;162
51;536;220
553;148;178
174;235;659
840;87;242
900;31;236
95;593;152
835;175;10
68;567;170
192;143;628
222;581;124
80;507;169
44;55;963
81;193;610
133;132;907
818;218;132
153;219;990
681;229;235
578;98;92
738;198;187
138;773;69
20;250;620
49;725;117
809;64;133
858;5;170
879;196;61
6;93;836
151;623;28
145;141;970
87;933;122
526;137;92
945;104;101
965;250;153
179;171;708
238;23;701
614;244;236
191;730;77
11;56;506
980;128;126
528;121;145
693;108;224
230;922;235
165;777;10
61;594;236
583;98;21
209;795;99
212;721;191
90;515;243
98;13;514
621;162;18
194;30;822
113;718;101
588;215;60
43;159;539
23;771;9
962;73;166
37;516;87
99;839;90
124;744;62
111;680;214
105;30;506
960;193;145
178;239;738
231;163;799
243;92;693
227;228;591
45;202;561
63;829;6
212;242;749
651;152;17
22;182;689
111;181;689
181;520;159
110;228;569
985;236;105
63;206;597
86;32;913
140;108;594
112;77;610
109;30;976
202;250;858
544;69;5
167;18;559
810;180;75
89;56;817
755;166;226
175;919;138
810;29;36
226;61;713
117;133;813
972;68;79
67;65;740
157;655;105
214;826;228
249;227;906
52;585;123
145;227;967
202;756;236
92;93;537
911;205;250
34;130;987
808;244;123
196;66;889
120;138;561
748;40;72
103;141;933
972;244;35
234;513;206
168;717;4
140;154;994
508;148;44
758;37;124
161;986;108
218;94;810
590;163;66
752;78;188
881;40;120
847;97;136
634;74;198
803;77;35
46;698;226
872;242;70
592;81;108
682;28;233
688;211;244
170;244;531
506;70;240
15;822;115
85;30;523
168;180;517
940;164;244
890;166;153
798;21;5
247;233;809
756;221;91
888;152;206
672;229;149
176;585;242
229;743;210
977;81;169
59;134;982
27;930;49
84;237;933
597;71;29
871;197;162
711;146;159
114;117;785
115;215;630
225;735;160
60;918;102
100;655;159
244;8;937
756;46;233
169;8;526
165;884;62
249;35;810
189;132;849
57;672;161
616;71;214
670;189;23
