1D;2D;3D
946;183;189
102;143;817
518;206;106
872;241;219
41;793;132
606;113;33
533;175;26
103;112;688
998;142;209
543;49;171
161;840;88
146;175;814
248;93;769
618;210;130
149;151;790
148;184;776
579;229;176
119;844;73
976;92;104
127;203;545
598;18;165
997;142;97
673;65;200
61;784;45
708;9;190
593;231;92
131;826;96
734;224;100
616;162;201
249;72;595
104;138;759
666;224;86
232;887;57
172;805;47
740;102;49
56;180;501
6;169;735
250;520;93
180;21;562
922;21;79
120;113;997
84;45;963
502;230;74
11;702;224
214;589;221
146;847;19
159;772;48
19;609;236
552;134;112
90;206;535
127;160;774
762;238;70
951;244;91
58;238;881
630;138;139
38;903;42
846;219;200
47;101;696
226;243;661
163;550;27
98;246;596
48;243;622
151;922;171
142;910;56
82;585;69
77;176;554
979;246;115
112;665;180
537;3;145
12;646;199
582;230;116
123;208;514
218;595;223
70;618;130
236;41;552
605;12;45
531;246;191
78;579;77
143;677;102
222;615;61
786;47;221
96;89;729
860;97;47
11;128;733
994;110;58
865;73;99
632;35;77
870;22;104
126;190;689
5;938;157
924;236;186
7;35;832
45;566;163
24;609;68
42;516;211
758;26;23
803;181;131
955;73;46
72;224;527
26;194;664
239;628;35
202;6;835
74;795;217
98;73;698
586;243;49
188;694;155
61;596;11
122;228;551
214;995;162
41;674;171
45;60;525
49;249;847
189;168;954
215;236;823
100;171;520
126;769;227
820;183;167
24;203;598
635;119;42
76;807;146
55;544;100
248;195;819
164;102;510
155;935;228
146;828;56
237;840;240
110;745;128
597;188;213
165;197;740
112;178;512
864;66;180
19;205;900
141;800;240
24;987;21
195;806;186
705;125;189
217;246;908
137;615;62
213;97;775
58;122;564
45;32;611
95;695;207
984;5;170
10;542;206
201;683;135
892;64;123
66;94;728
147;61;530
600;52;160
189;11;625
835;107;181
194;610;21
211;85;899
177;501;172
132;106;605
134;241;666
132;144;671
768;168;1
512;171;185
524;156;14
214;68;688
45;16;544
135;782;207
53;219;926
5;559;5
180;610;114
111;234;612
775;29;225
9;249;611
619;178;232
129;23;705
830;135;206
208;20;875
525;53;1
217;513;207
41;843;93
234;637;148
702;40;35
142;510;123
32;244;702
612;27;225
153;106;750
91;959;250
103;535;86
633;101;76
163;103;925
877;212;147
739;158;133
106;228;621
147;4;586
165;703;204
783;210;217
119;94;780
129;141;776
140;648;136
543;152;184
916;165;57
997;8;83
179;57;763
670;196;58
23;9;636
204;952;118
78;950;176
208;64;676
94;684;147
173;886;34
210;561;91
103;761;175
192;218;642
223;696;211
795;14;65
184;162;582
520;228;185
190;248;973
940;146;24
234;136;884
580;79;124
75;90;619
155;825;154
807;215;162
33;118;512
32;894;1
165;991;100
129;102;678
16;136;588
819;230;8
797;204;30
648;108;168
234;29;785
995;96;44
636;243;32
197;742;121
233;967;40
877;239;105
76;641;209
231;113;957
694;229;205
16;967;68
26;881;220
969;238;179
56;216;788
25;188;546
200;930;102
112;982;138
827;20;60
158;226;564
188;834;248
41;48;952
229;60;571
231;205;952
31;40;749
214;790;72
11;81;815
210;250;654
841;133;41
523;79;124
76;94;526
20;49;842
92;119;564
28;195;937
883;22;233
140;134;973
214;503;82
65;912;131
140;765;152
542;178;127
168;120;898
153;931;117
751;172;217
170;241;660
639;2;178
163;553;203
134;61;804
1;923;88
228;922;211
23;154;998
862;12;90
193;137;929
11;249;774
9;53;703
538;160;184
155;556;5
73;703;64
693;163;22
137;752;65
159;612;216
671;246;210
248;780;69
75;726;162
229;233;975
107;132;814
7;202;897
232;711;110
968;202;49
713;95;215
741;100;195
241;781;63
120;196;749
189;181;696
232;184;961
194;86;926
873;193;222
662;161;235
132;698;149
87;188;866
2;143;876
692;196;190
249;827;173
993;201;1
16;108;739
181;52;670
983;146;25
956;68;233
242;16;568
61;801;72
42;117;503
940;67;63
74;168;730
67;834;187
79;968;29
72;834;56
150;33;869
220;70;984
22;194;513
768;3;72
619;182;127
550;74;143
656;2;197
80;919;224
182;836;235
883;158;17
76;607;127
45;104;702
