1D;2D;3D
124;544;53
174;727;221
742;224;146
129;706;180
518;151;49
857;246;111
121;978;31
203;990;100
14;610;67
211;134;738
755;85;32
153;511;82
6;595;183
505;91;116
88;899;8
551;174;6
85;216;619
8;675;249
117;718;138
7;220;760
115;902;225
513;109;13
596;107;114
220;248;539
953;69;108
689;215;109
160;237;704
551;67;40
110;105;718
634;103;159
833;153;190
772;29;229
136;882;7
107;56;855
233;203;587
189;45;848
940;249;191
785;128;82
220;143;972
47;101;835
202;890;71
88;110;503
124;674;13
114;229;905
230;981;167
813;181;53
230;104;943
103;976;211
216;927;61
792;128;213
241;165;980
2;614;107
170;176;999
241;534;222
151;707;229
45;850;6
627;88;106
155;185;698
146;150;594
578;73;118
147;947;177
238;614;205
213;977;237
793;193;52
236;643;239
110;80;683
560;114;207
184;786;201
179;151;609
71;85;502
95;880;226
961;217;17
24;97;623
59;223;556
843;138;3
248;796;168
599;15;140
177;662;132
41;150;555
532;191;183
856;171;156
3;783;3
769;55;113
178;85;529
87;675;208
62;117;987
141;132;545
198;176;913
549;59;187
36;594;48
138;167;689
13;794;220
217;249;566
235;173;898
614;38;232
547;241;40
49;194;563
575;193;226
19;998;134
29;24;852
726;229;249
44;588;111
63;51;797
131;675;61
9;185;730
874;221;139
627;79;27
31;134;786
105;749;149
156;865;82
652;111;249
48;653;51
54;230;866
999;218;129
575;153;196
556;187;31
680;22;212
210;945;3
45;519;231
782;36;133
692;186;235
190;69;548
834;137;167
107;103;731
690;160;204
687;56;99
217;230;786
533;167;17
805;179;103
169;21;551
206;238;872
202;826;137
652;88;145
49;671;221
900;24;228
204;159;740
238;693;11
770;21;27
158;190;835
2;133;670
537;191;45
50;49;525
169;621;60
137;672;178
186;889;79
98;970;73
234;50;883
177;958;52
166;70;919
159;133;836
48;811;90
233;515;76
101;774;202
161;717;87
98;17;780
227;530;72
124;712;168
553;3;23
63;863;242
109;177;811
141;657;206
510;19;78
809;135;1
229;767;40
612;74;170
780;163;139
107;841;192
107;246;849
100;128;666
149;97;833
551;241;127
817;22;239
758;42;42
57;674;186
538;29;22
116;36;593
808;231;189
11;831;198
110;809;58
119;902;171
173;101;833
741;32;206
681;131;63
198;580;235
179;626;61
173;182;940
64;248;692
108;610;219
747;89;187
88;172;785
39;865;96
168;109;773
3;926;127
675;63;151
629;207;140
115;619;37
9;38;778
855;22;155
98;92;731
39;52;916
162;991;5
221;96;778
6;661;165
66;122;891
13;99;861
963;177;83
813;225;98
928;228;11
510;172;36
57;970;65
79;83;618
53;787;48
247;86;922
71;973;228
63;996;92
964;5;116
189;681;245
881;146;30
247;249;897
247;687;54
119;722;142
776;32;60
549;74;188
959;6;19
105;243;793
813;87;58
133;15;720
54;856;105
148;877;135
184;798;221
24;138;812
70;98;673
70;50;544
23;772;192
142;912;225
41;608;56
228;679;72
683;229;39
201;978;47
153;186;716
856;107;91
766;26;112
593;199;47
135;196;719
233;177;563
591;85;110
107;65;769
142;40;829
160;600;33
108;103;566
841;38;105
779;75;249
112;211;811
106;160;886
239;9;943
887;221;50
86;98;859
137;103;647
46;5;767
993;242;143
186;108;873
90;903;151
57;696;155
65;240;770
106;846;247
804;197;72
91;912;119
55;27;694
53;569;192
788;86;198
172;686;71
502;66;213
28;115;973
796;54;1
29;142;897
680;74;135
167;860;163
546;189;75
31;223;537
250;94;606
171;76;643
249;939;240
64;988;247
544;130;227
160;635;222
792;35;5
682;201;226
850;223;66
183;237;780
91;615;72
71;825;86
126;208;694
212;796;219
967;13;62
977;26;80
521;204;225
18;552;94
82;853;216
802;59;225
595;204;12
128;681;141
176;217;808
118;530;133
58;166;868
207;839;83
99;95;725
196;35;777
131;53;937
904;20;48
804;77;176
28;631;199
43;905;147
930;29;245
175;210;738
666;45;247
989;196;127
164;122;599
192;40;554
725;35;121
522;176;250
202;172;884
116;796;78
985;211;190
594;59;107
756;213;22
43;615;221
219;137;914
162;714;158
89;570;4
145;106;783
944;61;1
145;249;588
56;31;535
226;90;774
785;103;112
46;207;765
843;43;241
624;150;94
243;81;729
813;200;135
11;747;63
629;4;64
964;25;246
990;227;201
204;43;680
108;135;681
200;189;979
835;76;58
40;171;811
217;63;716
658;99;213
217;232;932
175;15;749
890;102;177
214;571;235
62;140;527
171;539;182
94;740;201
204;790;166
945;186;126
954;189;138
35;5;818
521;184;209
700;212;110
248;171;714
744;178;171
967;105;210
912;169;177
83;608;121
213;521;240
778;43;170
212;737;160
133;185;764
194;919;134
768;140;67
97;108;818
163;135;758
778;57;200
844;115;152
112;81;823
69;634;161
592;167;91
596;146;154
187;682;56
187;91;893
122;114;836
871;208;3
96;692;143
63;196;680
945;52;211
247;67;993
216;977;186
914;171;106
169;794;207
862;72;119
164;1;512
916;240;118
206;844;214
205;883;35
115;641;128
161;977;166
540;185;209
649;93;18
974;120;135
94;836;196
88;657;164
237;23;643
181;147;780
107;813;71
569;136;103
133;565;166
109;514;2
164;522;137
197;808;182
34;978;196
109;99;683
39;714;35
216;18;729
932;225;164
51;230;956
505;11;31
990;101;51
758;211;108
241;680;213
88;670;10
927;154;30
107;132;792
24;75;501
891;173;60
1;653;84
666;1;37
28;41;562
194;4;588
54;86;820
121;58;923
53;558;168
806;193;141
68;126;958
129;4;711
144;42;671
5;550;45
53;110;979
48;625;75
121;777;199
960;243;62
59;1;849
206;537;75
136;651;229
243;113;757
185;48;651
30;830;85
64;82;610
80;114;914
187;878;161
70;732;125
87;31;803
72;76;636
723;155;54
114;832;27
99;174;757
162;76;839
38;932;99
506;48;211
28;531;68
218;42;819
88;554;73
787;20;32
501;55;221
59;177;754
122;909;119
561;225;135
92;690;60
145;533;219
86;848;201
46;658;42
105;831;146
893;221;154
114;917;34
209;856;187
49;37;739
58;108;741
726;141;209
534;153;6
92;950;29
76;135;993
32;57;700
878;206;78
77;75;818
79;170;587
591;206;53
522;90;143
140;795;65
708;102;92
69;71;898
243;226;861
208;156;565
58;173;744
87;154;726
595;37;85
146;817;183
