1D;2D;3D
37;560;169
119;564;49
72;815;20
689;33;35
594;38;4
682;189;105
209;8;730
199;531;114
18;941;152
186;208;909
132;951;218
639;13;4
97;935;75
511;74;205
543;76;115
863;92;151
47;85;716
215;110;989
698;7;209
218;103;680
881;140;173
60;962;191
754;36;113
890;11;68
97;153;663
66;125;688
217;805;197
158;125;640
971;14;180
220;120;732
181;948;54
604;240;178
121;601;95
675;25;193
732;164;249
117;781;58
658;181;223
199;169;924
503;59;49
183;767;54
51;784;167
524;103;177
171;144;701
113;698;117
137;693;10
535;19;125
141;211;729
229;190;522
147;545;48
566;170;64
142;850;236
249;900;175
779;169;130
235;101;517
820;141;207
683;120;34
197;130;896
833;14;192
964;115;171
156;26;742
120;737;62
750;152;195
694;14;68
14;174;758
656;34;138
742;91;45
25;711;99
13;218;635
598;87;207
3;222;861
879;204;80
111;572;206
902;92;223
190;113;720
65;77;734
761;100;203
243;784;98
172;33;691
114;123;513
199;796;144
226;942;23
94;805;10
78;7;732
238;86;701
879;132;66
141;238;737
640;168;175
241;685;230
172;778;48
13;84;787
164;2;972
68;698;224
87;148;771
26;626;45
215;144;638
201;124;947
12;17;627
160;40;749
146;753;57
184;92;637
242;610;109
542;54;88
699;57;27
870;140;11
75;215;846
705;202;183
169;693;123
12;16;786
36;75;907
51;182;584
33;143;860
38;221;933
114;221;952
654;60;180
160;822;85
40;84;743
54;157;626
28;159;890
914;20;197
628;181;94
618;244;237
540;105;114
731;130;230
221;537;176
126;858;49
72;153;596
577;226;50
968;76;223
925;202;50
84;112;685
78;58;941
881;168;128
80;242;644
905;53;138
608;213;222
892;76;148
172;12;851
100;671;103
937;157;31
117;814;206
646;164;29
656;180;21
867;85;84
162;209;791
56;95;924
62;818;220
121;972;2
8;236;827
671;44;19
248;58;605
864;65;231
614;92;124
208;627;110
123;519;151
917;137;74
190;717;117
998;81;209
150;127;974
235;81;865
973;48;231
223;948;27
727;13;44
242;972;8
17;140;600
173;823;170
21;248;685
908;196;104
194;938;167
740;139;156
641;233;244
895;234;170
153;168;950
667;140;48
80;22;785
5;759;27
211;645;195
542;51;113
63;202;645
900;31;27
936;209;31
960;120;150
757;27;114
225;942;91
200;151;735
701;173;58
105;818;173
52;567;243
147;28;576
86;13;866
162;703;94
229;132;981
136;724;98
114;12;638
76;601;146
95;520;18
193;228;961
767;161;108
216;162;701
121;33;922
218;512;114
149;774;225
606;192;92
96;209;670
47;154;867
685;176;12
151;510;152
90;979;189
45;591;16
804;160;146
934;137;240
38;656;201
134;983;35
780;20;212
192;233;797
877;247;236
240;875;75
598;186;54
183;768;217
48;240;937
524;120;203
112;159;812
106;770;38
149;14;735
86;617;213
554;204;214
101;128;621
64;524;34
152;983;63
882;185;75
221;16;674
226;712;108
155;960;245
147;42;864
199;801;174
903;128;69
139;9;557
153;138;643
34;614;242
30;762;100
868;211;61
188;850;24
116;562;14
13;950;201
928;111;186
100;584;165
116;600;202
32;212;832
954;180;29
25;20;790
150;231;923
850;12;57
47;824;19
702;30;245
50;593;55
166;849;164
692;163;70
40;155;856
538;181;37
211;852;151
175;12;503
220;896;24
168;886;159
661;31;101
201;217;903
187;119;931
143;197;509
156;949;59
222;749;210
683;111;228
192;803;218
92;536;28
