1D;2D;3D
112;207;712
246;30;950
205;109;529
74;847;39
586;194;219
186;51;763
139;772;191
180;179;694
145;902;137
74;592;246
34;204;777
589;37;21
17;736;183
7;75;536
21;210;865
532;9;4
929;18;149
689;97;106
985;235;10
139;241;690
135;225;723
10;645;135
690;237;161
48;516;215
916;18;188
10;672;219
526;170;243
41;181;664
500;188;220
802;144;250
234;85;961
678;235;40
59;241;703
904;145;48
663;57;69
202;719;225
41;95;661
250;923;36
833;199;121
84;693;80
120;216;991
140;19;842
934;80;168
157;138;555
697;145;120
957;31;26
79;987;48
732;225;101
109;667;73
657;47;128
747;248;173
141;243;978
201;181;817
935;138;57
34;73;715
158;191;535
216;911;172
51;149;747
34;167;740
645;155;164
19;820;177
806;7;230
239;844;197
153;222;708
34;742;241
618;130;133
120;610;100
788;49;65
19;118;586
61;873;122
154;700;221
19;743;69
150;78;891
31;539;240
57;846;6
146;818;83
651;215;229
181;132;839
68;737;126
82;793;210
128;600;51
82;159;983
59;829;71
897;33;177
173;604;56
151;246;662
79;603;164
745;162;114
145;162;527
853;162;82
14;108;866
936;159;15
193;62;529
51;157;953
28;662;155
724;225;176
83;860;35
78;197;714
132;676;248
543;55;3
