1D;2D
168;238
385;375
127;124
256;282
288;319
219;259
309;370
228;243
213;293
249;158
280;368
205;381
218;295
321;311
175;348
266;156
314;176
325;131
201;307
160;272
219;183
230;228
279;373
206;340
385;325
344;302
295;245
151;287
285;249
173;249
280;134
281;331
243;151
220;112
152;171
287;167
369;200
280;307
331;124
114;390
198;176
365;154
221;320
189;288
229;208
360;163
379;181
378;136
232;311
116;142
220;238
350;203
116;305
271;211
238;234
242;364
151;222
374;146
199;267
316;125
341;192
272;155
150;141
167;392
355;223
326;260
323;366
153;261
348;217
142;222
115;322
106;262
380;181
174;307
294;120
201;355
333;347
305;346
210;103
330;302
265;263
310;308
292;157
303;248
293;186
193;224
202;267
360;382
324;263
305;309
396;227
225;320
107;242
325;384
133;268
300;138
328;181
203;211
375;211
121;286
187;113
202;266
210;214
146;327
260;156
362;106
326;273
168;230
372;113
264;167
194;194
394;244
280;217
335;241
228;180
165;271
280;157
171;163
145;205
390;196
249;304
312;253
337;184
372;388
272;262
327;397
265;259
137;396
254;226
200;360
274;315
159;252
213;373
374;321
132;166
397;116
368;398
363;174
254;348
220;337
108;249
344;380
377;223
142;291
344;101
184;221
196;203
186;117
339;238
148;190
326;168
259;249
132;342
223;296
153;333
118;113
111;215
265;372
225;288
223;324
226;159
352;202
253;368
332;147
227;345
370;278
267;321
193;188
245;296
182;203
199;237
317;400
238;274
205;334
291;326
116;181
289;239
317;181
110;233
107;301
288;341
325;338
191;327
146;133
276;242
313;164
283;374
240;330
385;263
385;167
363;117
248;374
245;335
295;113
169;365
116;335
149;240
246;165
255;375
385;108
342;213
174;301
367;173
214;387
229;275
300;181
364;269
236;183
159;365
390;342
140;215
333;126
362;103
273;207
145;283
189;381
267;141
362;383
349;149
183;101
239;180
279;133
218;104
298;370
297;256
256;336
246;367
388;234
351;358
195;345
263;273
157;399
355;285
196;333
124;326
173;195
387;366
131;285
329;164
258;142
378;168
356;118
125;174
159;329
116;267
158;394
292;349
296;185
101;302
114;309
283;246
324;375
164;178
139;363
202;160
225;128
231;185
227;342
176;151
311;120
380;179
259;372
137;246
305;283
171;318
164;285
117;377
309;265
149;139
219;287
228;140
387;292
355;331
244;301
201;358
254;332
256;294
311;137
164;309
394;349
272;235
198;299
293;349
246;156
196;384
286;152
328;181
234;189
133;327
221;383
152;379
369;398
213;346
153;382
171;269
274;117
350;145
113;128
215;334
188;259
223;373
147;212
124;338
251;290
230;390
332;329
207;379
314;310
101;153
214;176
273;273
303;382
377;274
267;218
305;318
266;129
115;178
166;209
316;220
129;212
237;188
373;228
199;111
145;234
235;194
333;325
150;131
151;261
152;178
105;131
348;266
202;226
237;226
156;309
111;167
389;174
164;215
143;272
341;269
217;188
129;312
366;290
238;305
213;209
266;207
346;245
346;178
219;386
336;229
138;312
388;264
355;213
294;199
273;271
315;267
328;291
115;147
339;101
296;399
242;186
182;134
171;162
254;217
352;197
146;183
330;131
201;388
242;259
391;148
248;301
306;287
265;250
278;359
397;369
212;259
340;100
117;300
133;101
150;375
371;215
383;239
150;302
104;226
251;225
110;176
318;376
206;275
182;222
342;374
212;212
209;245
342;376
336;211
250;190
222;323
277;171
135;307
385;133
398;276
125;186
220;273
337;162
144;314
148;137
358;204
282;129
131;315
175;316
261;255
175;195
102;192
382;384
199;275
382;337
132;340
111;221
122;221
317;334
222;199
332;230
227;314
369;350
244;100
270;399
313;193
179;136
315;186
243;134
255;292
329;245
300;334
260;189
352;337
369;363
345;245
127;344
159;122
335;269
180;221
300;131
286;240
184;351
228;286
277;128
322;259
392;369
104;300
350;333
335;262
250;300
159;153
125;400
242;341
235;173
122;155
106;127
230;365
126;202
149;121
143;339
239;203
376;216
165;385
350;237
338;392
260;269
322;310
227;213
175;325
371;339
254;368
390;129
121;178
389;223
318;336
166;132
158;312
242;389
242;186
372;254
223;212
217;370
164;277
283;369
319;313
342;151
103;305
400;299
357;155
171;361
304;263
210;321
303;213
122;230
346;331
293;222
364;120
224;333
292;261
241;106
