1D;2D
242;375
271;319
370;225
376;130
271;394
301;183
253;169
286;167
128;331
246;398
233;303
193;275
129;281
330;333
207;323
347;232
243;361
101;158
139;338
239;239
371;381
166;297
372;193
357;359
210;295
370;245
161;384
274;291
268;351
130;147
392;226
321;233
150;356
111;376
394;392
116;167
232;232
394;123
139;304
214;155
123;252
252;190
278;174
181;383
334;369
196;196
351;351
336;153
189;349
396;133
388;115
354;210
127;160
361;309
151;210
109;138
189;116
194;249
396;210
321;223
133;354
252;228
338;258
175;186
125;153
133;295
211;340
341;135
142;282
164;342
303;115
375;116
203;131
142;116
161;378
333;135
284;366
329;376
230;186
154;148
157;327
332;111
165;292
170;370
273;329
325;377
151;215
124;213
258;388
137;158
245;302
279;138
140;307
387;109
273;266
104;348
323;157
214;323
215;151
115;364
216;254
223;383
188;167
257;384
253;106
146;384
110;389
398;100
293;258
165;167
352;144
261;206
110;346
167;231
281;178
355;133
197;154
331;218
334;301
288;165
385;234
223;275
393;358
286;173
369;330
267;399
288;193
300;212
281;378
400;233
250;335
311;249
132;146
374;275
202;188
131;277
337;147
301;243
292;186
154;152
162;132
215;354
333;326
162;228
331;129
388;144
178;231
273;152
257;218
373;378
254;350
368;191
319;158
198;250
363;239
363;109
127;221
135;331
187;193
207;181
198;180
235;133
210;398
308;181
265;311
123;213
363;364
115;341
177;127
115;348
335;371
392;342
395;171
302;144
262;132
285;168
225;396
164;255
276;390
186;376
269;353
282;119
290;383
221;171
199;234
168;242
274;157
328;314
161;206
284;319
230;208
282;131
166;323
335;345
130;334
229;381
347;232
207;326
238;207
166;216
180;108
276;206
299;238
388;350
174;154
116;117
280;257
274;113
301;168
167;302
171;377
386;123
286;158
249;391
249;342
144;158
311;168
382;381
329;224
267;101
270;361
326;329
254;243
309;228
377;356
371;116
256;148
183;345
147;257
200;182
391;185
124;391
224;253
154;207
379;149
329;230
152;390
274;190
265;226
286;272
370;299
259;297
365;158
256;152
278;388
227;236
147;154
149;296
284;190
249;204
220;226
171;199
165;317
290;126
369;110
382;251
243;364
170;364
243;164
150;112
325;332
220;222
246;387
229;152
387;217
105;299
327;172
147;113
346;292
179;144
176;231
363;152
260;319
139;173
378;280
356;104
115;311
346;176
169;390
228;392
157;340
303;385
397;145
348;268
180;198
388;259
138;215
247;141
314;190
301;246
127;334
259;102
338;284
277;140
150;320
271;124
164;178
333;124
263;134
345;142
165;231
393;330
184;228
124;194
359;204
338;129
361;107
199;151
254;382
385;195
265;249
166;376
379;356
377;323
129;128
277;321
287;206
163;362
144;107
387;315
147;145
341;263
176;361
324;165
213;312
319;137
197;255
215;271
183;135
179;110
352;281
134;338
128;306
195;155
319;338
162;235
279;179
349;198
231;224
280;123
212;287
287;274
177;373
293;331
154;322
335;106
269;280
387;127
144;233
195;253
330;377
155;139
304;145
126;185
245;177
384;134
182;356
192;340
226;334
135;345
261;267
381;252
187;312
121;177
302;287
180;261
301;371
323;219
366;248
141;336
184;167
170;134
394;201
130;377
120;100
180;214
191;114
102;254
245;292
388;144
201;253
351;335
178;212
205;195
323;293
256;400
279;197
162;255
275;243
189;282
143;342
224;240
229;303
187;377
134;219
326;386
118;387
208;217
110;367
282;128
124;132
356;152
243;289
305;374
123;333
205;290
262;282
208;351
214;193
318;193
292;111
221;241
187;223
371;260
232;180
384;268
242;305
376;123
366;228
195;242
396;320
205;296
257;261
149;209
304;228
159;191
368;142
362;203
399;308
245;376
221;171
121;169
242;292
118;196
377;337
156;162
294;381
241;161
235;202
237;124
242;289
301;389
215;186
123;237
377;149
119;177
106;202
389;269
197;357
283;166
133;389
328;339
323;212
321;225
166;381
125;380
346;229
353;383
316;333
168;392
261;323
329;285
342;283
282;183
358;129
309;335
255;288
366;288
290;298
143;156
356;323
101;365
165;353
285;374
267;163
116;124
248;235
123;386
261;165
127;302
218;215
156;243
276;319
106;186
181;159
223;396
253;202
261;282
132;163
212;270
208;186
221;144
299;387
196;269
199;215
102;150
122;380
181;103
335;188
256;370
