1D;2D
112;149
233;387
175;178
287;147
378;165
277;379
211;382
195;197
291;325
225;160
395;164
131;349
183;375
302;235
169;251
147;259
111;203
386;334
397;400
339;122
148;320
342;142
322;267
256;180
172;135
301;254
277;193
158;189
269;290
179;225
252;178
209;336
387;176
125;202
365;257
337;121
312;263
384;397
347;377
325;298
362;316
153;136
220;344
391;399
135;220
394;189
180;121
270;316
154;169
247;321
264;298
400;237
241;301
360;183
207;333
126;145
194;336
169;106
196;276
203;306
204;356
345;225
352;393
359;132
229;163
165;133
164;358
132;186
210;181
366;172
337;178
131;336
370;399
296;172
150;313
230;214
174;354
275;361
110;153
107;217
117;141
232;278
388;372
193;183
269;215
137;237
217;397
125;199
255;349
200;222
296;295
176;312
202;398
233;323
288;380
181;322
357;141
187;347
200;143
140;292
