1D;2D;3D
978;728;192
625;577;860
501;793;981
560;977;129
362;802;670
319;450;233
634;638;265
469;582;129
415;129;221
61;698;242
263;742;897
549;392;42
78;882;958
609;625;603
90;521;49
167;389;259
111;415;383
540;513;396
646;507;750
374;644;393
151;731;178
175;142;788
93;141;462
594;930;515
171;487;352
625;429;843
103;275;352
945;307;337
211;294;171
781;640;989
877;543;269
274;969;822
550;901;803
873;684;915
255;993;74
52;510;610
659;267;428
677;88;151
205;135;121
886;470;880
426;171;419
934;14;887
415;125;164
942;720;154
568;409;918
640;922;834
104;640;705
429;157;133
833;457;460
906;518;372
935;33;174
599;440;643
505;703;621
464;724;810
949;542;839
821;716;747
649;684;532
235;782;218
131;212;90
253;254;701
445;750;910
448;647;556
471;395;827
756;279;376
110;548;221
346;431;556
158;966;469
908;576;138
127;473;843
577;79;50
423;921;902
249;413;492
889;205;418
528;962;880
635;188;770
508;564;911
516;311;749
364;476;341
170;277;141
529;652;235
739;196;956
625;588;539
288;342;775
402;366;218
673;986;489
95;613;657
575;867;99
89;452;454
206;86;884
585;268;71
901;206;267
630;3;324
143;928;900
316;354;445
552;195;20
804;299;25
641;899;915
876;949;72
984;727;398
176;872;514
