1D;2D;3D
565;368;497
522;252;440
662;513;815
643;525;993
651;809;687
736;631;639
38;546;432
221;385;207
837;768;726
219;461;872
400;453;785
170;920;366
485;583;642
934;220;46
72;546;622
493;132;559
144;862;655
904;285;906
405;215;998
518;405;716
634;30;435
628;664;420
176;299;193
137;371;223
456;270;663
955;92;10
837;848;833
649;980;593
757;703;779
540;59;404
823;248;634
739;590;400
737;522;336
156;149;916
124;381;453
229;365;375
97;488;320
968;985;811
295;422;514
545;462;495
410;270;636
931;755;455
885;597;298
208;517;864
38;198;781
159;677;753
305;446;609
956;734;768
425;681;369
619;21;718
186;135;803
96;450;756
515;987;936
894;879;799
220;398;540
180;800;780
992;523;928
565;73;521
224;294;718
674;931;535
910;945;86
355;933;469
601;910;61
178;332;539
505;182;374
51;437;517
441;926;378
856;57;903
736;194;228
983;778;621
675;912;677
812;920;535
563;405;39
875;606;812
297;859;537
149;464;943
549;185;593
476;470;472
532;907;144
385;802;192
223;770;953
476;654;802
203;940;547
303;173;751
771;650;62
601;752;843
974;188;9
425;436;596
822;350;67
523;108;548
175;615;922
127;352;788
239;22;494
32;983;711
907;83;8
402;744;509
522;950;275
526;790;2
70;810;240
595;465;722
