1D;2D;3D
604;196;703
709;301;65
791;122;317
617;535;283
438;343;27
366;49;299
365;477;922
532;756;767
272;96;791
729;322;746
523;236;311
140;471;948
410;647;200
138;789;842
298;400;702
200;163;820
215;568;218
730;812;984
156;177;750
87;937;236
560;214;526
477;195;288
277;854;428
207;203;3
816;672;310
664;784;240
826;458;64
374;141;191
117;725;381
417;735;568
623;459;863
174;215;490
733;841;751
76;435;193
974;171;526
373;395;418
177;860;604
801;475;745
905;473;261
209;692;228
803;52;909
744;488;526
270;2;842
887;346;205
93;793;981
334;694;141
60;780;10
34;823;280
810;330;64
975;391;245
966;304;602
533;121;331
979;484;680
366;950;598
292;168;336
253;34;677
63;364;99
64;692;541
129;756;583
395;887;650
130;372;422
962;465;36
855;463;529
802;299;431
219;698;625
935;88;549
991;232;782
989;631;21
985;54;775
672;486;386
227;699;43
147;413;896
119;939;443
581;730;713
35;320;643
935;757;311
275;744;111
119;273;342
863;231;28
969;333;702
930;852;404
572;700;294
511;552;548
188;691;339
644;828;718
153;576;850
93;2;803
276;964;215
844;936;640
599;947;669
870;958;46
783;126;626
912;503;797
563;492;242
412;503;84
975;820;917
309;214;884
774;92;712
150;137;949
182;188;458
873;570;922
281;638;129
19;848;67
515;854;477
448;155;269
423;593;602
378;688;913
843;605;153
204;696;648
409;398;209
912;310;552
525;182;349
964;728;726
71;22;489
675;539;84
124;935;98
554;606;724
602;900;223
946;413;459
775;482;16
397;562;130
745;903;677
415;465;590
598;197;77
626;373;552
892;922;776
86;437;368
31;851;548
857;110;753
202;829;78
277;81;924
162;343;909
336;438;230
477;142;28
197;700;271
2;5;889
649;18;76
530;910;802
481;178;859
534;922;644
124;103;485
929;984;275
56;42;464
513;444;826
802;810;721
580;695;706
127;245;97
949;362;986
491;195;74
170;267;309
521;447;479
194;19;783
661;895;627
319;584;8
879;283;214
308;846;511
655;300;24
494;356;62
4;551;558
159;164;551
173;639;192
973;96;691
47;414;228
210;241;146
876;231;738
132;108;15
985;605;279
950;55;376
877;474;927
773;821;188
636;698;751
893;854;504
910;317;221
185;215;798
505;904;666
67;316;445
600;568;898
321;505;923
203;43;842
784;833;205
93;980;430
133;637;239
23;558;217
212;347;540
866;478;374
262;242;124
250;316;149
442;336;763
157;215;459
295;410;549
667;750;211
418;901;104
626;989;118
475;469;439
569;46;609
212;688;649
59;896;348
165;510;219
555;604;46
742;923;562
735;269;756
33;195;194
395;956;910
406;5;701
503;318;683
749;224;443
866;734;218
680;184;224
918;454;430
44;874;5
721;202;548
567;803;326
483;70;172
931;624;472
841;601;907
955;283;405
867;258;208
609;327;549
328;724;420
476;244;659
287;750;79
402;81;666
657;427;277
386;909;928
570;318;655
846;289;42
717;402;862
173;902;9
275;170;991
574;264;770
781;529;260
967;265;544
75;560;609
375;56;722
652;310;662
676;488;15
442;977;601
302;31;167
18;422;444
255;48;508
196;579;783
317;802;61
432;846;715
843;931;202
340;628;319
283;115;90
909;840;108
433;461;344
108;387;366
976;695;112
952;191;240
162;847;451
66;841;204
335;99;972
87;717;483
644;82;976
511;814;731
226;184;249
637;455;74
584;958;167
563;258;985
168;132;709
397;704;952
47;229;843
98;156;584
844;295;884
194;993;977
359;892;937
307;924;933
978;362;730
531;279;83
27;181;364
87;801;70
388;852;471
601;117;797
987;216;112
508;225;811
76;206;902
275;995;597
461;143;230
61;300;507
234;309;259
927;479;768
89;478;959
175;451;436
401;759;395
544;250;858
747;123;659
853;728;680
776;717;549
353;294;745
745;323;526
436;577;599
996;480;660
872;176;878
349;474;152
567;890;613
718;238;340
99;27;164
442;394;147
351;680;15
348;611;43
680;620;645
25;914;375
650;57;515
608;218;871
425;365;934
270;276;199
401;648;15
952;526;298
381;358;682
112;820;805
657;760;393
998;797;495
798;352;75
87;401;686
686;802;645
9;582;324
861;103;888
254;773;923
45;610;815
808;961;932
101;252;323
715;168;739
624;867;730
388;690;775
144;483;526
766;669;446
207;99;824
185;588;404
814;551;438
555;630;581
992;364;403
801;419;590
670;512;193
25;446;987
313;176;527
188;185;617
464;131;511
97;815;296
393;627;330
983;180;299
123;564;891
905;456;706
912;615;981
109;885;235
844;586;185
21;6;511
175;56;136
703;135;537
841;360;249
226;75;935
605;864;909
376;360;347
463;144;191
295;371;465
124;85;478
158;190;679
607;662;251
298;597;472
238;240;757
88;75;283
729;126;708
474;738;158
624;707;70
850;521;860
197;509;972
460;576;849
606;732;584
578;227;803
327;772;245
297;404;678
220;518;845
844;777;549
963;925;529
942;792;692
284;924;779
674;251;355
257;533;41
395;751;233
392;851;789
715;45;54
958;133;627
89;359;655
215;135;588
60;419;294
235;728;703
5;199;435
215;938;904
6;383;602
273;304;92
398;759;262
673;326;574
630;31;210
202;169;486
763;847;184
368;10;174
939;588;912
