1D;2D;3D
619;183;808
89;322;701
217;645;240
570;269;640
872;20;854
68;507;152
441;29;629
895;605;781
82;419;335
462;228;160
21;674;432
645;368;920
407;404;994
478;123;85
92;840;92
984;533;216
342;557;981
959;402;787
471;781;80
347;407;396
829;778;290
347;874;744
846;462;624
917;701;537
729;292;901
800;417;661
863;607;120
991;852;56
797;522;781
268;916;123
992;918;66
465;740;415
160;921;231
770;682;763
685;207;384
137;319;922
271;679;75
973;926;213
404;900;448
976;872;562
365;303;42
527;38;565
565;640;260
757;111;98
409;302;706
494;324;545
20;305;935
352;105;390
898;94;103
678;567;498
471;286;883
483;165;384
242;23;418
160;963;220
91;251;466
286;340;876
662;46;263
474;192;901
54;964;743
630;55;375
319;607;487
97;94;403
950;740;952
639;850;269
551;142;770
745;253;259
979;743;716
657;474;659
421;70;42
299;499;264
33;556;796
313;425;898
618;107;210
658;678;698
687;354;525
32;350;813
705;855;425
755;115;160
68;578;355
553;8;555
759;534;33
209;888;952
713;88;119
594;719;920
437;359;687
232;119;647
974;788;968
456;866;106
367;82;287
993;876;91
640;805;398
720;328;607
477;607;310
800;923;957
955;408;677
614;362;752
417;995;23
400;927;321
907;759;925
410;939;426
316;832;605
411;226;609
283;548;545
531;974;246
505;502;749
731;203;303
804;390;255
363;937;626
238;768;502
553;38;364
436;801;794
705;648;960
651;628;942
287;739;560
851;410;861
797;994;767
71;216;983
941;924;338
717;698;643
269;140;687
841;451;274
160;287;921
466;145;366
421;432;963
159;570;356
33;348;615
304;104;860
568;440;316
587;238;131
289;77;753
393;217;60
587;172;258
763;316;461
502;405;365
441;695;95
476;279;239
650;124;532
955;942;245
55;840;364
900;945;423
144;857;303
585;521;657
527;56;861
773;525;939
345;86;858
214;831;499
898;80;809
180;506;867
687;711;482
349;652;867
651;377;235
376;446;569
822;203;278
782;800;138
581;423;643
722;937;849
617;871;742
139;576;737
919;388;425
53;95;55
854;289;361
285;279;224
980;199;281
840;308;584
405;24;469
479;386;518
952;554;213
329;564;794
799;388;388
287;801;53
655;596;151
658;60;135
786;982;566
639;910;75
252;658;427
978;624;484
159;343;653
571;796;386
402;472;549
549;912;571
544;583;842
694;20;574
401;253;132
777;105;288
9;858;155
295;403;619
450;226;486
215;620;453
823;835;582
276;867;836
344;470;316
238;664;313
217;593;631
209;182;260
230;583;394
