1D;2D;3D
194;732;37
734;696;856
484;705;141
543;951;680
625;705;740
623;347;330
212;192;912
387;895;592
386;533;529
257;922;867
863;370;96
707;656;900
505;607;434
772;142;850
638;205;717
487;492;670
99;369;61
278;11;49
75;86;287
434;334;435
424;565;382
442;437;843
492;116;917
551;127;704
429;767;703
684;584;973
180;453;695
20;596;692
77;86;452
153;406;88
902;688;644
424;255;159
562;987;75
73;116;83
285;113;105
121;70;786
800;824;729
332;622;101
827;700;89
608;716;431
36;292;298
811;150;516
908;392;964
848;864;554
122;897;944
720;261;711
750;400;875
442;614;908
751;868;934
91;915;808
754;674;775
625;122;588
170;505;263
495;995;934
829;484;955
782;713;353
119;107;846
893;664;268
906;312;104
737;248;762
776;939;910
684;135;206
753;219;292
85;904;209
230;335;200
267;71;970
113;779;673
194;606;204
363;389;474
216;885;747
508;13;708
705;154;505
838;59;331
428;341;223
831;660;321
391;505;423
984;333;638
545;866;915
856;552;157
605;985;216
847;124;366
475;327;62
687;363;193
561;357;631
505;918;760
358;227;378
908;253;59
126;659;877
431;320;866
723;144;681
213;569;41
910;116;346
427;636;730
454;9;31
438;409;724
198;247;296
173;476;212
610;296;82
600;522;842
245;217;80
53;712;103
104;26;746
398;485;675
156;156;318
947;3;205
385;825;401
684;986;313
963;140;811
405;945;19
609;124;781
746;219;147
743;494;893
561;848;740
310;574;836
328;325;652
411;294;94
973;551;248
728;616;876
245;474;876
899;382;345
911;295;625
44;467;918
245;324;231
319;585;420
36;200;13
339;647;864
676;384;188
449;636;820
885;726;612
750;475;686
527;622;655
213;759;265
758;707;837
218;277;562
582;164;264
701;497;498
290;704;353
134;794;976
228;164;482
216;105;472
212;706;910
365;430;893
374;929;516
250;677;15
591;542;411
484;27;532
446;219;202
874;667;811
716;414;469
451;838;783
512;990;438
615;458;152
658;427;586
897;346;272
51;188;892
45;388;894
232;559;197
936;812;538
885;329;562
485;46;638
452;609;473
265;970;819
459;867;391
967;886;715
254;299;945
611;468;803
188;38;810
897;104;774
130;539;589
981;546;961
364;107;815
348;910;558
754;401;784
849;956;466
369;621;619
563;925;987
231;305;294
341;914;638
946;964;961
584;346;828
803;530;557
779;611;942
37;190;222
215;857;877
990;300;252
405;846;796
408;420;524
209;708;128
207;486;103
631;423;838
706;151;988
199;44;714
249;506;41
416;291;90
752;69;189
57;33;730
468;794;317
547;757;720
90;849;748
793;371;570
870;547;891
739;60;612
137;956;901
877;828;124
693;390;121
153;242;245
608;796;492
483;565;186
58;266;669
587;319;698
218;701;783
408;49;861
903;416;406
854;689;593
943;99;545
793;614;161
267;560;341
879;772;626
151;494;371
821;91;749
821;692;228
869;281;510
509;795;286
222;187;611
541;647;403
264;2;439
971;419;721
895;865;87
95;457;109
374;702;166
111;773;798
983;722;540
113;773;917
22;961;408
466;699;315
405;14;532
352;568;416
328;680;429
826;784;528
525;14;90
201;204;9
55;19;114
720;48;584
41;333;17
717;395;621
310;16;660
3;405;744
56;88;33
977;941;687
434;968;239
138;278;718
507;505;779
313;75;802
360;922;360
342;725;999
825;809;82
621;794;543
527;497;185
461;441;905
544;512;784
58;52;881
851;390;786
529;411;48
317;163;915
602;580;224
723;448;368
18;340;790
207;500;374
727;706;825
45;797;826
987;616;663
578;29;471
281;490;542
555;866;854
855;322;186
919;847;772
976;740;298
127;160;898
1;901;6
609;807;734
326;474;643
692;826;929
707;162;7
145;51;978
508;135;451
225;263;509
626;555;636
90;88;52
14;452;41
566;599;881
11;45;794
40;693;955
544;299;815
359;370;281
578;713;413
850;564;42
325;264;858
857;891;642
778;120;12
440;490;282
954;833;569
294;831;323
870;213;678
855;220;574
257;34;592
653;875;664
375;535;675
469;323;935
423;979;31
472;235;758
674;585;973
576;203;19
507;253;799
417;64;629
251;825;672
791;102;628
343;361;585
956;754;142
248;332;564
869;829;239
371;567;73
347;670;689
633;830;437
920;743;84
38;413;303
16;33;347
617;450;217
697;361;288
584;852;747
550;445;568
751;691;616
395;859;411
206;993;669
385;377;289
221;125;64
862;669;728
111;304;637
771;488;959
145;660;318
693;243;679
935;584;495
264;761;860
322;341;530
777;923;543
285;806;880
763;53;824
945;119;388
230;621;711
100;809;866
905;9;934
302;106;904
717;207;525
607;237;88
40;480;634
505;247;241
768;611;841
297;564;213
324;46;269
766;34;312
269;334;485
495;638;349
975;652;269
238;421;211
485;74;51
939;851;379
356;396;385
768;607;654
794;676;154
368;995;692
984;264;214
779;769;109
890;276;635
150;273;259
107;580;162
700;366;930
639;721;523
986;727;772
983;268;820
122;539;924
811;867;413
546;169;538
75;79;36
894;627;540
955;974;428
365;683;324
288;95;128
522;889;294
802;303;64
281;460;218
36;229;767
383;35;642
121;143;156
849;376;894
415;554;595
794;315;955
979;475;162
149;29;438
403;459;884
739;729;392
828;588;31
725;352;339
688;496;218
22;784;667
382;506;362
596;123;650
924;764;932
957;173;738
248;660;381
405;594;738
714;120;890
897;544;145
194;200;541
97;741;12
757;196;437
610;906;758
108;280;741
935;304;547
670;611;454
681;4;757
15;593;447
617;536;721
343;395;897
798;537;909
256;201;939
203;79;481
283;464;917
343;415;822
323;213;584
645;432;843
371;281;672
595;997;58
413;27;667
568;249;229
649;584;985
646;222;821
437;673;20
752;62;941
442;302;480
308;731;176
510;245;877
433;417;58
432;377;181
691;812;970
371;676;632
322;245;446
899;632;967
276;721;498
892;213;521
683;9;125
357;117;663
351;196;406
390;82;704
187;910;240
468;735;980
331;416;236
978;839;149
824;342;640
138;393;275
906;941;978
829;286;648
524;872;879
950;915;61
423;35;466
165;127;45
633;960;495
780;560;497
973;933;650
186;942;541
220;859;991
243;660;84
124;44;272
886;676;585
420;751;392
851;964;674
438;26;393
726;282;876
139;713;140
68;803;208
478;596;819
646;744;697
520;610;826
966;854;53
325;472;18
129;893;90
100;331;32
381;372;582
337;653;6
153;280;55
844;728;886
552;126;773
563;145;384
860;85;696
269;214;970
58;993;688
764;502;843
136;679;928
316;947;389
397;699;795
646;369;692
76;196;297
