1D;2D;3D
42;753;593
954;662;590
251;883;56
180;57;567
352;999;256
48;162;651
788;542;897
716;385;731
405;869;374
624;762;988
566;185;776
93;704;201
684;232;182
412;651;617
163;267;750
645;826;365
48;311;271
491;379;900
964;55;131
175;179;734
680;561;940
376;472;470
155;163;553
472;246;581
418;232;233
369;580;541
328;7;309
731;893;112
826;126;357
391;106;85
273;429;733
78;571;583
175;395;221
611;402;53
528;367;221
322;743;786
358;763;11
562;65;747
841;447;510
521;445;507
148;768;985
8;330;435
515;804;708
509;524;975
764;155;221
947;102;176
854;825;5
388;697;730
983;762;570
253;607;113
343;756;205
938;712;113
856;583;389
213;89;534
886;598;285
265;92;642
5;702;92
16;152;14
645;6;951
756;355;234
914;802;95
170;700;364
916;641;940
844;23;709
128;258;509
137;159;664
736;215;36
105;540;852
263;264;347
18;467;319
19;641;183
152;581;838
258;959;537
560;640;205
911;432;633
159;744;392
144;974;381
478;963;908
797;124;900
570;914;987
226;231;962
141;523;498
401;260;298
367;165;241
297;862;476
123;983;823
696;536;587
456;891;254
187;534;5
882;917;713
935;518;469
414;370;505
924;448;237
63;634;906
922;255;434
296;752;423
287;80;344
873;130;183
438;231;855
724;184;254
735;51;287
31;247;336
842;808;103
66;954;590
395;452;713
465;287;175
951;351;835
585;118;249
132;694;382
836;599;46
524;379;933
489;101;931
968;693;261
388;827;774
43;77;146
419;304;498
925;660;563
320;489;644
392;911;777
210;685;357
711;811;530
341;38;908
36;552;222
924;825;508
174;629;940
271;90;329
858;615;329
991;41;530
615;587;543
915;289;211
539;142;530
114;130;275
587;51;995
299;397;798
680;356;97
99;698;209
986;335;646
966;55;900
817;239;87
395;307;176
485;840;183
885;987;587
643;529;180
628;928;905
429;10;553
929;963;827
202;246;29
94;632;624
792;951;550
22;778;832
935;102;548
365;529;661
142;472;759
48;140;811
438;177;884
716;768;672
768;568;624
930;961;570
48;438;706
10;829;66
732;718;782
361;897;768
268;818;3
83;789;214
299;270;54
127;591;185
692;901;892
984;974;916
392;915;920
291;151;903
610;175;500
134;528;31
499;208;217
884;324;667
298;715;309
305;464;255
391;171;907
345;9;933
575;734;916
667;831;238
888;492;507
201;378;458
136;377;983
170;189;686
505;690;335
825;676;836
303;259;243
98;792;866
460;459;256
796;978;577
679;648;489
219;954;502
715;334;511
885;552;64
89;189;190
647;250;933
80;974;649
537;272;967
614;269;763
227;277;336
963;818;266
341;622;637
930;880;796
330;795;693
614;492;939
698;246;934
928;440;194
238;348;928
95;120;156
142;526;348
612;945;373
572;120;618
294;50;815
702;964;608
324;773;423
776;98;715
37;510;584
463;582;199
309;237;668
221;790;860
606;683;682
250;460;194
803;638;914
737;439;287
539;859;703
619;726;687
99;569;877
334;685;827
630;881;150
647;413;200
931;360;30
474;351;686
573;341;695
815;337;995
275;965;995
896;336;791
916;72;421
96;644;793
169;276;957
589;531;823
678;437;750
555;267;704
833;723;998
423;448;414
821;289;716
100;221;618
279;299;517
429;216;100
330;72;312
84;379;76
806;372;931
855;54;791
208;923;130
283;708;765
192;210;684
844;654;800
286;74;355
843;619;122
893;902;646
209;692;158
778;527;917
307;506;133
726;334;295
539;4;656
118;890;856
712;507;371
666;519;404
448;174;982
975;578;46
427;205;123
235;816;634
207;149;14
29;535;784
932;956;34
633;107;893
828;44;306
335;15;451
382;481;394
628;17;604
114;861;359
248;471;322
666;273;688
481;458;958
949;686;292
124;379;985
594;54;970
268;846;850
37;895;38
296;46;186
233;490;770
425;763;497
926;219;916
663;285;56
363;667;53
661;998;733
660;516;916
603;468;280
119;922;840
222;174;439
828;754;464
177;982;733
70;555;466
312;906;933
119;444;892
759;821;347
867;301;50
497;202;143
878;337;893
404;982;841
398;433;389
876;394;611
165;363;824
796;849;231
180;744;42
51;365;158
710;661;125
415;477;22
205;562;884
139;992;316
515;312;686
837;401;304
687;61;559
187;574;276
107;899;813
769;319;224
263;742;810
359;113;587
784;175;563
134;955;154
746;56;287
777;874;102
558;906;161
110;343;667
499;630;892
752;955;268
664;65;217
192;468;548
369;854;287
