1D;2D;3D
686;726;604
685;643;7
869;503;928
337;869;762
954;86;591
769;160;802
319;759;416
554;690;109
873;869;976
750;477;491
322;629;542
25;170;644
404;286;281
56;797;663
161;145;845
688;581;760
742;366;981
113;393;877
260;439;910
870;626;540
30;891;642
505;128;107
120;808;279
283;967;860
836;665;749
910;685;604
122;572;218
521;119;367
70;500;495
28;48;542
418;819;522
479;74;24
445;729;380
600;738;180
671;988;432
517;622;239
478;568;270
413;465;29
74;461;653
243;573;695
921;830;263
938;222;829
413;124;746
693;806;360
715;634;328
871;814;94
928;805;540
372;811;726
934;511;710
49;144;958
191;657;941
347;859;831
188;836;194
237;343;633
698;893;388
425;429;195
958;753;58
850;858;647
465;679;736
667;862;494
164;540;135
590;232;617
456;870;728
644;698;797
760;211;37
4;139;42
557;843;737
795;109;534
56;994;671
337;214;571
561;353;987
220;155;493
697;704;215
776;364;295
69;544;729
893;928;896
215;38;556
394;685;913
387;361;732
121;328;508
603;474;679
578;181;909
549;479;792
400;147;271
116;383;116
606;360;61
967;318;2
465;869;483
21;834;307
747;758;834
211;45;85
77;217;784
19;788;21
588;721;529
536;140;94
97;643;220
755;829;110
451;772;793
387;101;940
697;152;81
