1D;2D
100;820
629;31
38;906
742;228
85;677
221;640
3;838
169;897
97;712
504;162
549;53
86;633
24;510
777;222
797;200
884;70
55;644
27;779
797;65
714;86
727;103
647;193
788;33
511;183
169;754
61;600
38;618
84;767
114;890
204;760
816;73
160;536
849;195
56;616
560;57
895;243
787;109
639;47
722;163
789;159
672;72
12;632
132;894
183;983
757;27
547;164
212;621
783;32
902;20
209;702
18;605
70;924
130;808
840;122
587;151
980;58
798;178
172;558
566;243
645;42
231;913
966;214
180;731
23;949
133;598
207;521
211;982
235;850
29;981
78;811
617;95
230;924
100;733
540;27
697;186
802;170
803;184
170;843
53;785
581;159
203;597
912;222
165;576
507;59
180;771
554;95
928;47
700;67
829;206
74;554
688;11
110;770
859;231
149;506
51;672
89;648
228;717
913;32
663;237
935;55
