1D;2D
183;526
637;188
230;1000
921;86
860;101
77;871
50;800
984;166
41;651
580;49
589;103
134;719
528;33
71;911
239;952
619;190
925;142
177;815
800;191
837;22
95;687
138;668
672;189
860;197
892;169
901;170
82;660
12;905
32;829
893;33
649;122
218;991
812;151
739;128
87;811
37;529
992;140
760;65
243;648
672;99
683;55
239;573
16;982
210;557
993;146
163;796
40;977
173;507
560;209
89;832
678;229
137;992
962;222
517;138
855;22
522;229
164;623
662;2
52;823
576;150
786;44
100;982
135;897
237;576
55;762
106;740
10;524
525;114
80;877
887;71
516;160
995;146
661;145
810;134
657;90
184;880
97;864
139;669
120;589
148;969
110;970
774;213
193;915
67;758
167;698
14;527
751;168
850;83
176;580
49;732
633;55
927;100
195;877
562;166
81;952
929;6
595;51
7;840
982;102
212;662
241;512
958;19
200;812
583;54
33;524
115;945
29;804
38;961
215;785
73;506
151;578
236;620
163;624
238;675
510;181
215;814
833;21
219;665
863;140
29;587
551;154
44;712
106;649
78;575
612;91
818;223
665;19
552;121
978;132
119;989
74;781
138;676
189;869
805;194
167;812
999;243
87;731
78;683
50;720
892;218
105;959
759;179
767;213
163;779
910;199
110;976
852;181
796;12
672;211
662;109
896;240
176;942
241;986
697;128
803;222
873;32
889;150
907;64
55;626
949;150
776;39
6;529
872;154
219;793
102;941
3;920
49;938
223;762
736;78
40;701
160;807
224;745
836;170
26;658
243;853
198;973
768;133
913;220
605;25
14;576
248;904
163;708
182;895
233;690
601;246
904;120
720;96
121;698
16;732
887;57
965;34
655;18
843;224
765;129
824;184
786;6
655;175
870;246
794;41
898;47
93;536
106;853
200;680
1000;191
250;612
183;669
975;29
237;530
86;889
708;106
147;811
33;793
571;44
240;905
553;153
679;238
930;59
205;873
229;788
41;588
615;45
580;44
129;867
210;749
79;611
189;875
235;695
114;566
110;624
580;26
107;835
500;95
870;122
94;541
214;941
13;831
617;89
551;22
742;53
151;936
586;57
76;821
698;139
158;816
942;142
208;992
744;216
672;218
673;73
231;678
209;819
1000;193
59;905
46;997
133;997
28;587
540;209
808;57
19;549
116;570
91;691
756;212
141;695
602;63
882;93
657;63
75;805
63;554
939;86
752;178
699;14
163;846
229;614
156;831
564;161
554;24
217;512
143;863
67;837
155;501
902;85
876;84
985;17
79;808
693;126
877;231
14;908
157;804
700;47
743;131
84;596
90;785
831;213
158;592
973;6
99;837
564;2
58;622
209;732
201;701
949;45
726;79
79;961
171;546
754;46
782;198
803;83
658;26
674;106
3;863
157;750
106;856
171;786
768;190
869;118
54;848
193;993
228;560
173;811
177;654
725;228
200;887
124;774
8;965
61;789
833;210
558;40
174;532
172;607
207;951
61;539
715;100
16;822
87;908
43;585
613;91
940;54
848;179
566;166
222;860
862;119
810;236
136;801
592;104
248;694
15;950
35;689
987;63
925;104
163;768
707;209
18;896
53;884
114;594
93;947
612;223
92;871
49;991
643;219
101;617
554;13
626;146
512;12
853;120
623;61
116;600
987;22
55;973
34;774
556;171
234;641
4;593
185;723
109;698
197;854
250;955
542;239
231;507
91;575
195;937
106;892
75;962
104;516
34;547
66;728
139;669
656;140
208;537
6;550
610;212
19;942
893;235
590;194
578;168
130;702
91;696
993;194
18;676
9;966
786;22
965;24
859;167
733;202
198;729
6;522
624;5
785;127
541;143
530;124
32;808
593;155
697;26
763;167
3;871
65;698
151;598
904;204
210;769
598;4
691;250
647;244
602;118
242;601
736;141
908;224
738;56
198;611
106;774
780;175
688;157
229;916
797;188
192;908
954;181
888;117
142;821
218;837
157;506
137;804
973;1
17;696
64;534
244;863
84;602
833;57
965;248
211;924
607;183
181;685
816;132
108;673
208;974
721;113
110;983
658;209
959;166
239;706
18;634
155;868
725;89
791;184
675;103
35;821
53;512
589;168
667;14
874;111
661;108
113;875
196;978
857;83
168;879
964;206
40;862
126;515
99;880
25;707
832;130
866;179
47;689
68;788
822;107
44;735
152;507
640;95
969;158
666;120
73;613
814;120
215;625
93;757
979;190
725;27
652;109
32;914
777;151
17;844
122;679
248;693
41;634
974;45
596;63
214;926
786;11
72;606
624;54
87;594
707;197
642;4
550;56
159;703
558;241
802;20
204;967
553;100
30;941
161;806
187;825
4;652
714;40
68;778
856;142
759;180
239;892
610;199
6;741
967;52
941;50
764;170
174;658
782;6
531;179
576;227
223;847
203;731
22;966
736;61
599;126
670;47
768;129
874;249
224;954
232;752
240;962
657;142
812;67
553;180
617;66
568;10
927;14
567;58
563;109
921;135
114;672
120;631
69;552
729;80
38;904
712;232
135;671
515;109
786;250
126;797
134;654
790;193
714;80
69;981
845;183
756;62
733;105
226;719
695;133
114;511
122;861
629;79
564;99
241;522
584;35
547;174
200;531
20;944
170;580
236;624
176;976
573;137
694;164
191;702
148;674
636;58
211;970
920;62
55;902
224;762
915;178
91;848
244;920
75;942
698;166
62;824
26;766
127;800
56;501
556;188
679;191
625;143
694;15
530;164
29;768
658;93
179;906
53;514
79;906
41;691
571;207
726;91
182;615
177;939
52;603
879;63
166;791
101;534
609;132
85;775
60;944
163;659
238;937
508;98
670;143
31;725
20;953
122;604
902;227
883;108
895;150
571;194
983;56
12;883
102;600
173;940
96;754
678;17
53;940
222;571
556;226
555;75
144;875
209;996
121;625
580;247
86;518
986;195
163;899
159;640
658;136
581;22
523;15
925;7
570;80
126;795
561;215
726;44
205;663
881;48
115;968
996;124
830;201
177;922
840;42
753;157
248;577
891;22
19;769
931;149
16;539
642;165
17;886
865;215
121;999
949;246
938;146
500;204
850;96
630;238
194;835
903;218
32;520
546;26
815;89
87;807
797;124
108;902
99;903
833;180
99;778
681;55
22;628
209;596
928;234
614;80
828;233
224;756
22;630
596;110
607;48
888;211
922;71
151;586
17;719
637;1
898;226
172;630
152;585
887;104
29;611
160;583
934;208
935;222
799;233
77;549
985;223
36;598
228;616
86;687
64;725
763;112
593;194
504;226
120;770
155;886
101;662
124;862
552;240
518;191
509;243
44;728
679;125
2;598
724;53
173;697
988;125
75;848
913;244
75;640
618;171
192;780
228;901
36;892
138;542
823;85
850;158
225;943
216;957
661;123
524;135
173;546
570;102
136;819
636;117
26;862
674;3
790;209
904;126
99;563
536;63
962;122
502;211
563;11
608;41
518;143
93;974
179;637
902;112
239;654
860;214
862;20
820;149
82;561
740;142
62;929
188;699
611;63
838;38
91;821
559;72
61;836
187;890
906;78
74;933
631;14
28;864
23;829
197;796
909;118
135;854
770;18
79;808
203;885
105;652
828;75
14;778
647;77
637;217
843;179
618;61
840;132
26;631
728;33
146;611
240;831
29;746
204;510
701;162
180;567
53;690
201;555
225;873
600;183
546;52
227;978
883;195
542;82
799;86
598;240
520;207
557;71
994;33
1000;99
105;848
139;823
728;234
31;915
700;25
223;882
183;754
741;45
142;824
861;165
590;184
858;29
175;930
880;1
67;830
52;819
883;219
894;66
113;672
23;761
585;130
569;229
115;850
555;222
142;995
30;635
125;993
623;186
750;90
581;240
80;677
904;210
785;12
999;96
190;753
125;969
230;829
138;927
229;590
180;682
689;77
179;861
583;96
246;986
119;892
820;60
165;585
127;687
192;901
89;886
27;934
938;100
47;946
114;558
840;122
506;219
504;29
108;501
837;168
676;211
170;828
71;841
42;822
149;597
246;821
856;223
864;14
538;127
187;876
877;228
768;63
567;93
972;169
568;76
746;94
165;735
993;160
719;173
17;930
175;608
208;986
64;889
228;983
814;61
579;138
210;763
681;54
877;115
705;91
671;25
664;128
156;608
957;25
820;67
2;738
569;23
89;909
928;240
204;639
670;157
148;875
529;21
869;67
799;53
184;722
39;510
596;238
15;609
947;218
164;853
544;170
154;874
557;85
819;89
941;206
111;782
208;652
159;759
895;216
810;177
132;546
888;137
817;52
54;737
786;155
988;232
30;729
184;560
205;642
556;193
46;934
514;131
29;848
684;231
11;991
548;223
678;58
727;11
968;118
124;991
130;910
799;165
89;550
539;189
847;238
715;125
740;165
204;603
960;177
767;223
198;739
847;227
197;939
150;531
122;726
936;179
820;197
684;113
90;886
924;184
690;8
585;180
778;123
111;790
13;811
790;231
860;78
610;124
690;68
793;231
837;104
882;203
566;140
