1D;2D
134;647
801;138
115;597
732;102
745;179
95;742
8;998
964;88
591;38
120;594
109;580
632;95
229;787
966;10
103;588
238;703
876;16
703;120
150;537
190;913
626;60
67;969
241;656
885;43
205;508
230;763
800;71
133;632
784;173
160;650
1;544
85;769
897;196
575;228
167;837
243;878
605;104
903;240
249;941
578;7
791;197
71;998
765;186
93;877
974;215
194;803
549;208
128;572
800;98
136;954
677;166
144;981
911;13
233;702
788;6
150;919
37;607
73;594
717;26
574;104
110;658
144;959
73;547
64;657
826;46
116;724
721;34
250;852
137;541
919;96
846;120
802;232
626;238
545;117
945;122
236;656
833;54
737;166
160;504
648;131
133;895
911;66
535;130
773;195
76;903
163;848
224;986
847;43
530;226
868;66
216;951
142;729
904;110
800;83
87;709
25;519
879;1
854;79
171;931
811;77
