1D;2D
57;860
159;974
937;17
880;125
950;191
516;52
84;804
569;168
825;97
60;619
101;831
109;715
201;953
977;209
631;91
883;128
15;679
687;19
8;869
240;822
881;98
931;249
193;961
76;991
999;104
947;176
15;975
232;895
129;868
41;631
742;208
584;63
146;923
223;760
663;65
809;37
102;782
131;535
146;519
547;249
221;953
242;853
735;80
196;503
795;164
997;114
74;687
142;859
532;30
32;633
833;168
244;679
203;512
913;72
185;928
566;130
52;723
131;970
154;972
94;702
914;2
653;193
11;949
224;874
831;249
222;751
6;670
132;850
705;77
560;103
789;116
607;168
109;937
241;535
28;688
595;75
206;542
985;178
34;953
781;99
168;518
685;10
620;240
681;123
198;893
1;685
546;77
120;783
183;564
657;10
227;815
832;115
571;233
218;621
157;550
115;896
656;25
714;182
717;1
45;854
124;661
56;927
42;580
893;211
55;593
85;873
970;25
98;926
677;124
506;14
64;919
224;685
736;148
956;146
765;78
830;154
89;956
780;40
41;692
536;23
150;709
542;154
77;997
161;595
952;45
744;247
792;156
917;203
68;861
938;130
40;656
77;701
1;824
134;631
35;603
525;239
910;246
211;982
201;837
120;956
668;173
634;132
686;139
27;724
31;951
861;119
854;182
26;889
514;55
61;664
929;17
226;951
874;46
519;78
501;131
758;111
28;988
719;245
547;224
11;885
830;94
10;936
995;7
219;760
107;708
174;943
130;681
994;178
572;224
232;544
711;184
227;945
697;204
994;202
913;95
215;795
84;640
794;94
655;30
26;927
504;126
863;203
18;722
220;522
13;602
533;196
89;591
143;570
234;768
190;737
87;583
661;121
177;526
807;51
703;159
539;24
510;63
29;661
149;649
887;31
612;140
732;2
89;948
690;14
968;186
148;774
989;248
115;507
868;171
883;30
590;11
63;716
524;141
42;724
62;753
856;121
105;720
250;567
804;53
787;83
802;120
618;97
30;712
898;13
703;215
908;23
974;167
707;47
518;155
882;18
171;795
67;596
591;201
2;945
207;925
646;217
690;113
199;770
776;178
72;794
748;49
133;972
15;821
35;783
547;248
994;138
212;794
968;221
959;148
133;920
245;880
58;718
233;833
803;82
216;738
213;875
884;140
628;102
743;208
213;814
887;139
533;77
758;66
232;855
173;502
947;125
973;52
209;514
98;657
130;842
74;649
703;54
95;928
76;797
982;166
777;244
940;240
58;695
7;700
670;108
805;90
989;10
802;183
839;77
103;903
98;759
847;95
889;88
623;18
197;929
741;207
614;69
561;180
165;880
903;154
907;237
112;663
566;248
529;180
68;926
208;681
514;8
626;154
526;4
109;996
180;790
585;233
980;37
640;44
746;228
152;883
668;231
115;761
159;702
215;696
568;206
158;966
852;233
30;683
617;247
195;525
902;68
80;987
917;102
627;29
888;55
40;629
986;87
23;878
234;769
646;79
965;108
627;234
176;845
661;227
929;225
219;970
125;825
110;602
167;698
167;937
732;99
38;815
181;578
189;547
649;49
115;652
756;115
70;643
217;822
583;243
679;145
149;961
150;768
826;152
59;881
94;838
721;79
22;667
550;89
829;37
189;893
15;745
5;969
211;985
27;821
615;112
112;500
131;973
238;519
952;194
183;531
512;161
692;51
108;706
175;785
878;71
150;562
765;3
731;144
628;87
170;533
84;683
57;855
96;928
86;898
778;143
986;206
249;914
532;103
220;965
893;53
857;121
97;777
991;169
783;137
909;3
58;786
117;780
777;93
912;217
86;993
233;570
90;672
229;550
951;98
144;826
755;53
99;612
611;143
668;224
126;601
504;135
89;503
77;959
843;187
171;702
634;242
882;82
64;612
903;19
858;207
679;242
11;916
203;684
672;133
126;884
996;111
578;26
84;674
11;554
926;124
770;199
236;781
36;780
568;203
36;791
645;75
893;208
209;726
34;993
141;743
919;209
215;629
19;851
84;882
195;808
148;648
189;928
128;795
527;219
649;141
873;131
694;248
762;222
113;617
942;220
801;188
88;885
612;49
757;155
539;120
154;616
873;227
220;549
745;105
5;808
236;741
644;104
115;647
756;61
20;877
107;725
217;832
827;207
769;16
980;109
103;578
779;206
225;858
142;990
955;102
64;568
891;244
35;881
167;639
948;87
571;224
779;113
139;567
233;562
767;155
121;548
530;239
739;55
236;734
22;590
629;125
822;77
222;511
