1D;2D
687;34
56;587
81;695
51;846
182;512
684;218
194;769
76;664
99;553
774;58
149;602
245;567
41;869
35;986
239;838
722;185
192;643
531;247
165;561
145;930
586;106
690;17
57;957
138;859
206;535
896;144
248;836
158;547
43;893
59;809
240;744
147;576
733;91
843;91
507;98
26;873
796;223
787;37
49;557
629;220
48;605
873;24
939;116
16;690
836;235
30;570
66;900
111;507
851;12
140;510
229;767
135;888
523;233
49;729
672;224
155;936
880;98
741;178
145;758
232;805
179;564
22;774
35;518
163;865
530;74
133;601
146;978
66;936
610;121
614;102
19;754
249;782
612;246
604;89
917;180
669;171
62;508
51;762
162;845
571;179
617;234
951;109
246;910
858;147
143;843
118;910
237;599
231;541
818;41
88;601
157;880
713;217
242;526
190;882
740;199
786;61
99;706
967;113
177;905
66;720
515;179
54;726
229;590
548;145
108;787
522;96
167;619
800;211
771;201
208;696
775;223
177;542
602;217
189;791
988;219
244;997
215;865
895;187
646;177
79;541
568;40
38;718
33;777
88;532
38;950
746;76
11;765
162;691
232;779
123;821
115;586
852;22
698;15
806;34
621;35
605;225
538;139
773;10
6;575
134;780
230;781
614;119
234;711
763;214
534;167
52;572
980;221
18;573
119;678
996;49
982;230
3;723
207;606
792;47
939;80
209;671
538;3
103;896
83;596
749;208
209;843
950;66
236;572
871;118
998;129
701;146
631;61
230;997
195;915
911;227
748;101
132;627
55;530
186;868
747;14
605;112
914;167
199;610
672;156
703;137
179;675
126;968
48;883
685;154
775;159
102;521
624;199
122;965
592;74
202;795
732;63
826;56
999;15
668;110
109;871
520;13
668;214
644;143
233;581
54;964
618;118
613;217
85;959
621;244
900;191
953;209
159;682
748;151
21;867
607;61
602;124
127;823
641;187
823;124
873;193
923;244
97;654
644;171
104;585
58;975
802;40
595;40
815;22
193;823
930;73
755;162
242;550
761;134
562;30
76;784
170;540
716;50
608;242
892;58
3;551
207;977
120;724
643;122
536;15
237;559
250;557
562;80
540;98
218;953
526;238
588;77
745;232
183;912
809;80
213;818
250;523
947;63
817;162
217;852
670;77
185;823
140;678
199;885
927;127
240;964
575;203
837;97
244;834
827;182
566;91
692;207
937;100
664;108
31;755
22;896
717;121
621;202
894;122
22;775
241;534
660;191
575;244
525;178
722;142
677;204
523;129
616;91
877;126
22;519
969;20
136;534
130;923
918;218
144;936
110;660
817;52
655;222
106;913
829;18
803;150
762;122
63;750
159;887
869;45
104;674
159;960
139;766
239;774
564;8
585;100
540;236
877;85
525;50
4;898
240;759
784;14
91;885
710;23
615;134
241;783
35;523
524;45
149;615
894;190
70;528
607;76
181;640
598;137
972;206
151;877
128;650
988;122
5;813
518;246
591;198
239;872
907;152
639;109
916;222
160;875
542;89
192;910
698;101
787;24
618;51
198;959
236;958
647;103
55;638
774;41
84;567
503;207
109;538
176;945
689;246
18;844
21;541
903;132
694;101
171;635
837;156
591;13
661;59
199;600
47;575
230;905
244;804
232;805
536;164
237;620
835;131
189;845
961;23
189;659
22;932
546;173
878;94
52;597
655;100
835;172
191;647
60;609
90;714
242;577
126;503
904;169
129;541
643;16
600;73
120;901
213;746
548;125
646;139
205;631
235;730
149;770
205;898
592;195
211;969
612;190
553;73
757;247
763;147
28;931
25;894
740;90
993;193
560;227
765;99
198;928
639;191
86;634
114;982
937;83
188;922
512;145
13;506
135;582
121;717
103;735
170;978
224;648
574;114
246;505
736;129
201;887
2;961
598;148
250;612
207;606
196;817
835;135
638;151
754;203
744;134
980;222
170;810
966;201
848;72
80;909
776;161
576;39
824;11
668;23
956;179
729;210
69;683
622;2
108;911
189;554
733;100
849;167
196;770
103;633
173;927
168;558
762;227
806;223
979;38
857;161
967;80
711;50
154;713
978;13
230;575
782;120
244;667
183;717
811;114
103;930
44;858
892;142
956;218
113;774
39;508
103;734
620;34
204;948
675;35
77;552
707;126
43;915
185;647
28;749
3;773
602;236
544;54
107;575
564;151
746;72
688;175
795;121
95;669
701;57
196;592
250;697
711;1
238;630
193;602
615;174
99;815
178;945
233;579
579;52
244;595
