1D;2D
567;176
973;137
18;849
674;171
630;14
787;144
2;984
87;773
51;761
247;526
77;822
630;84
853;28
153;800
62;523
65;750
699;36
27;577
543;230
950;157
718;237
163;785
939;109
111;778
248;749
163;868
840;74
244;791
141;550
717;43
905;130
71;919
102;589
657;164
597;25
204;747
549;117
522;18
565;201
117;821
184;600
132;694
510;163
646;181
742;109
706;97
786;64
23;572
947;148
533;195
680;171
868;17
576;4
953;228
714;143
576;61
730;219
187;786
532;7
45;563
91;743
757;32
133;661
250;807
642;165
119;689
5;885
37;858
61;547
61;528
837;228
861;26
137;597
675;145
939;8
157;897
37;848
202;503
157;936
216;885
944;183
531;100
906;135
650;63
780;149
247;921
681;243
188;744
771;87
109;959
569;199
705;161
66;964
793;82
72;653
150;990
821;34
112;866
869;132
227;632
701;69
45;757
165;790
930;200
199;844
832;13
728;167
862;15
245;962
67;999
884;127
730;23
643;93
763;126
985;108
82;828
42;587
164;912
914;210
164;613
652;59
170;957
831;172
159;815
749;137
552;219
594;85
563;15
677;210
98;708
213;711
182;844
81;735
962;15
98;766
993;187
957;187
815;200
4;920
624;131
226;888
818;170
147;830
120;552
809;7
8;968
204;875
88;532
521;20
208;979
143;732
170;720
146;663
191;689
59;803
955;21
672;71
823;145
150;873
623;26
54;663
61;829
134;971
805;242
712;41
12;993
34;879
991;206
859;57
156;614
928;185
747;250
44;908
53;534
194;596
132;659
625;222
930;178
535;172
201;984
207;687
117;759
694;246
954;89
675;130
236;846
684;62
537;218
186;707
228;767
834;205
191;579
35;601
949;36
100;585
199;662
575;63
45;986
215;755
591;144
749;128
745;8
623;138
124;876
162;556
71;907
180;774
224;747
180;655
69;964
114;817
629;170
187;758
31;835
862;50
100;663
769;144
3;691
17;787
523;29
114;905
147;529
803;179
644;247
28;749
176;533
95;762
603;38
13;718
171;903
28;609
848;95
633;232
851;1
511;16
178;842
190;813
734;6
528;119
202;660
822;21
246;605
201;925
829;217
104;550
723;77
539;221
213;683
861;234
117;831
730;186
182;741
623;26
502;60
21;632
77;527
145;647
878;181
66;779
16;747
991;145
147;509
167;707
613;60
996;59
792;238
675;170
756;210
806;34
181;954
572;13
708;225
153;838
205;628
597;247
899;120
249;618
869;125
756;164
528;123
674;28
166;715
107;522
768;137
672;138
949;119
700;200
28;504
675;10
618;146
199;802
112;993
233;554
737;201
177;774
554;15
63;977
129;796
45;989
26;920
707;22
615;110
22;829
85;757
508;197
218;994
710;128
233;717
159;680
530;154
3;790
182;768
585;93
771;219
604;147
997;157
205;537
829;14
696;186
871;52
120;933
229;634
156;989
596;176
846;34
622;56
40;779
202;767
700;88
730;96
156;837
801;210
970;54
978;227
956;119
82;501
818;114
89;542
918;169
991;69
209;834
564;191
758;115
688;67
197;508
158;534
84;634
861;5
188;705
200;800
58;937
572;138
880;6
875;239
148;897
146;646
653;120
519;21
768;243
148;833
234;868
651;6
590;25
963;237
907;240
511;2
715;237
938;141
229;849
206;864
42;967
695;42
15;611
545;202
729;130
910;175
721;195
548;102
645;32
203;618
75;595
778;17
98;676
45;714
166;777
180;982
47;543
96;804
87;562
581;96
619;106
122;916
22;696
29;529
86;845
84;627
789;131
221;543
160;981
102;543
31;594
71;746
151;844
49;869
26;581
749;64
200;590
111;511
707;65
707;171
790;138
690;133
552;134
132;674
889;155
59;702
989;74
987;56
938;131
106;658
966;97
553;116
140;840
173;694
5;655
105;961
204;848
607;172
542;151
247;648
131;597
794;103
657;88
854;85
178;504
648;88
843;5
172;709
673;100
644;156
561;158
43;764
222;837
935;241
15;518
209;773
140;762
185;933
559;116
213;607
182;896
915;161
713;197
600;20
70;952
140;744
168;605
674;48
980;178
901;29
119;763
918;29
171;844
238;887
154;607
758;232
135;527
992;170
219;857
249;980
109;582
102;989
864;245
67;836
68;637
729;133
816;222
133;551
771;59
561;158
95;743
943;134
54;684
842;186
549;158
819;136
509;36
95;624
243;651
662;114
987;171
62;641
881;174
704;118
202;551
916;94
89;649
932;28
30;938
135;811
