1D;2D;3D;4D
794;800;624;667
282;302;344;143
144;203;218;197
217;79;277;58
145;100;124;316
667;929;740;552
636;877;883;626
176;340;158;104
586;552;823;738
230;270;310;155
286;198;184;224
897;586;922;807
898;835;948;935
630;779;615;669
141;331;255;166
575;945;757;806
189;73;103;127
323;264;160;262
189;148;325;58
64;79;137;229
878;794;690;821
586;690;812;614
216;285;310;175
154;225;146;157
289;197;104;169
322;201;67;242
872;755;598;759
201;243;190;309
217;99;193;337
885;818;789;561
232;116;67;151
210;210;166;192
280;86;62;274
798;749;608;685
212;192;210;290
842;599;934;947
312;315;92;312
130;220;307;247
719;738;932;717
72;342;323;85
336;72;207;52
222;236;71;238
128;339;128;246
190;166;83;286
278;194;235;198
125;53;87;182
213;203;234;276
764;920;662;812
322;348;190;284
184;329;323;213
767;681;788;903
195;95;105;166
240;252;124;319
99;138;168;311
143;175;79;249
85;125;66;257
51;249;215;345
932;904;656;912
63;51;299;109
206;69;92;197
77;214;265;261
164;309;50;310
897;907;594;588
223;308;90;308
239;287;58;245
207;247;111;237
161;307;85;123
120;241;191;264
221;339;212;312
73;276;173;165
273;330;177;113
346;317;196;240
166;165;341;119
303;333;67;250
146;324;242;93
251;217;78;291
140;150;279;53
812;640;692;767
842;587;688;806
85;155;161;54
579;947;824;685
196;191;228;98
874;554;602;872
302;154;208;253
337;342;216;148
751;659;778;573
115;182;288;207
264;289;201;138
125;139;271;261
241;230;189;196
278;156;271;280
90;168;155;74
329;77;132;183
241;133;250;304
349;128;275;175
118;143;220;198
164;171;229;129
345;291;166;270
834;926;941;566
131;111;75;259
118;321;82;83
254;319;127;70
262;166;331;255
145;67;334;130
282;214;255;194
304;330;237;229
153;350;85;302
227;296;107;244
98;95;152;170
325;108;251;122
337;60;133;328
135;107;339;119
349;225;96;252
83;111;200;284
83;152;221;216
189;276;236;119
146;319;330;316
947;674;684;919
904;682;748;630
161;60;319;312
841;868;787;774
656;682;879;758
316;176;119;253
174;293;236;197
743;867;787;592
56;275;206;105
51;268;208;279
265;177;235;257
155;128;151;306
207;325;190;261
308;264;107;237
189;299;109;311
276;318;155;78
60;182;83;163
129;52;193;209
127;342;226;208
100;84;207;203
205;72;190;213
278;160;190;186
307;172;327;164
147;337;236;289
605;806;614;927
335;78;265;156
333;246;104;163
152;197;348;348
265;136;308;242
192;65;204;118
815;632;796;588
230;209;215;254
210;304;221;196
107;293;168;96
188;108;163;258
252;280;189;159
295;189;251;240
54;160;180;258
630;837;844;684
176;240;149;250
117;178;287;343
178;150;300;167
153;94;239;261
298;256;172;120
174;346;64;299
