1D;2D;3D;4D
75;101;101;264
903;582;613;820
337;303;120;288
214;96;324;151
252;245;313;107
304;137;152;156
790;582;891;914
182;311;137;211
318;236;298;233
117;195;282;66
338;329;65;184
760;761;753;872
253;263;201;245
245;147;96;213
162;270;339;189
84;236;244;75
160;234;176;126
78;180;165;314
105;252;75;152
184;155;147;247
119;86;151;92
315;312;97;244
278;113;345;136
241;87;272;218
224;251;187;323
213;221;70;190
160;173;231;330
946;671;907;635
161;53;88;259
314;251;293;262
737;751;556;871
111;128;270;124
202;138;101;223
263;177;197;109
310;135;66;108
238;139;94;316
263;307;259;293
901;690;868;632
102;293;143;137
283;206;155;233
61;76;136;239
173;61;148;310
888;721;767;947
58;259;268;176
80;240;83;113
62;134;232;328
284;296;113;58
916;620;876;703
219;190;180;253
320;211;153;217
262;224;63;326
159;176;207;244
202;147;191;123
52;213;335;286
318;147;102;182
55;68;218;108
221;219;339;289
757;779;602;703
205;136;280;134
115;209;211;203
813;749;720;697
87;271;210;80
342;226;152;101
275;158;341;152
97;158;293;127
116;209;68;90
165;190;176;326
139;278;236;268
89;326;187;161
706;706;699;610
577;755;602;872
110;303;330;230
776;636;767;919
151;315;255;62
175;124;173;294
249;308;166;105
180;93;326;254
949;772;573;911
946;670;797;924
52;132;249;309
330;350;285;174
294;230;282;141
612;886;706;894
915;565;550;948
98;225;132;346
128;226;259;186
324;194;169;323
208;160;316;63
254;111;256;179
715;858;818;655
830;593;872;931
251;323;74;288
937;806;797;776
600;721;885;717
596;856;653;901
656;846;710;764
239;227;224;324
52;73;122;239
344;175;173;274
121;262;166;70
227;215;301;88
179;265;215;283
158;107;130;147
234;118;62;106
224;266;249;127
639;944;814;796
317;331;130;120
608;652;708;938
122;225;201;139
326;240;263;87
170;50;208;70
107;321;161;144
949;608;938;854
338;241;142;302
338;192;145;158
169;92;108;139
331;192;104;202
91;197;165;54
181;206;213;124
111;325;132;134
126;289;68;56
221;153;133;291
172;80;91;124
81;145;57;228
71;101;136;277
201;128;166;269
260;236;316;295
227;350;74;173
153;70;185;51
203;109;177;157
311;293;136;248
234;317;59;150
209;136;85;297
295;99;342;114
154;198;53;160
94;91;138;279
558;743;587;623
58;263;196;223
197;265;175;152
57;248;163;216
184;115;72;165
68;113;344;295
121;130;271;206
