1D;2D;3D;4D
637;743;890;783
274;101;87;263
270;284;142;255
227;123;215;63
169;307;323;53
304;303;329;73
241;128;267;134
161;51;244;60
308;340;84;261
269;262;320;140
225;265;257;116
219;232;235;347
763;560;615;829
130;197;148;252
323;273;281;298
169;279;238;279
132;320;106;190
572;620;780;603
278;339;80;350
91;86;213;272
902;824;600;795
217;277;335;66
264;321;167;245
211;180;148;334
333;177;334;325
251;318;141;82
338;151;323;206
865;566;614;704
106;124;96;187
281;245;53;290
292;275;197;80
67;191;63;234
175;241;304;104
245;326;105;105
924;874;686;750
252;344;313;248
286;147;275;333
300;310;346;275
259;248;318;268
250;294;194;79
232;272;78;350
71;293;267;177
111;247;292;147
688;885;571;811
212;282;166;203
119;166;347;261
161;189;81;159
810;925;586;640
240;88;315;322
673;712;732;640
845;587;700;602
78;53;51;143
319;350;93;170
677;623;835;918
276;137;198;63
58;263;131;250
687;644;825;593
63;169;97;154
638;948;763;722
225;258;152;159
348;297;322;298
238;184;277;348
350;311;213;223
180;117;309;134
857;722;888;733
904;708;721;742
275;78;243;104
69;172;290;255
251;56;328;274
224;316;252;103
235;350;74;173
699;868;774;709
177;315;228;305
750;910;849;816
335;255;305;177
209;89;210;86
213;294;274;227
337;131;128;206
197;78;194;241
349;196;323;145
109;320;130;338
236;237;197;81
689;815;707;797
257;135;268;110
240;213;223;302
54;321;128;101
162;237;328;253
588;799;948;771
224;142;227;339
551;808;869;791
102;311;276;266
112;227;273;241
95;192;305;223
53;270;209;87
257;233;98;93
180;146;337;200
75;234;189;326
116;288;239;188
136;75;323;215
133;84;277;106
