1D;2D;3D;4D
239;332;250;262
242;62;231;274
230;251;321;145
243;202;251;322
292;325;329;126
345;260;227;274
166;66;221;301
310;340;287;281
179;325;236;218
312;146;249;303
273;198;270;290
252;55;298;142
724;624;593;838
295;91;84;334
129;148;102;249
307;108;105;161
292;257;318;83
61;209;151;68
756;724;814;754
348;303;100;133
705;685;657;917
203;261;56;85
604;792;576;599
903;938;630;765
735;791;582;872
583;583;884;678
220;245;269;316
102;149;178;276
933;786;641;667
149;341;147;233
308;59;343;128
185;87;70;291
596;621;666;599
238;74;202;83
212;330;61;89
200;233;272;328
52;337;332;108
270;136;283;154
219;220;293;249
801;659;784;642
79;252;279;203
206;312;289;159
926;868;738;862
87;268;124;183
140;58;156;139
591;618;604;859
119;133;326;340
932;894;601;810
280;167;295;72
249;330;315;230
722;915;751;683
72;102;107;96
206;247;304;301
203;125;249;176
238;329;328;315
64;306;263;123
91;155;248;226
928;697;819;558
51;64;132;305
75;91;253;267
755;753;869;888
235;207;324;271
272;344;209;277
111;208;69;140
193;244;194;59
67;301;80;91
189;114;72;286
110;289;237;317
309;217;276;117
598;683;863;853
98;290;143;212
167;194;94;253
165;172;116;147
267;145;207;65
118;339;89;69
281;221;205;203
299;185;115;291
152;283;174;184
760;853;617;648
209;175;193;186
190;162;148;258
186;312;69;291
620;623;868;850
586;866;715;755
273;72;225;160
253;153;86;250
237;262;240;126
294;207;90;124
258;318;81;263
318;222;202;308
329;270;233;97
191;53;57;282
267;247;239;271
81;293;325;200
283;225;217;130
170;299;211;133
112;146;219;184
225;170;324;152
330;337;317;139
770;878;916;919
801;792;552;593
80;218;176;323
84;346;298;322
648;914;645;927
94;333;141;143
592;700;555;674
328;56;340;309
748;731;676;912
331;256;224;61
298;135;151;330
260;195;199;350
828;574;683;904
263;225;169;254
83;262;218;63
164;347;221;182
703;813;881;808
205;77;100;189
122;273;252;349
273;200;251;217
129;306;292;217
303;292;93;350
577;565;786;706
148;343;259;217
56;80;216;269
904;840;932;780
75;269;300;211
819;929;720;558
220;144;55;129
81;298;299;85
185;254;117;67
151;207;52;348
85;313;80;178
770;569;792;926
748;861;590;929
194;247;111;272
634;598;685;937
85;176;193;279
286;69;284;349
933;648;942;685
94;96;82;136
819;728;876;687
331;83;212;317
784;898;855;943
90;270;143;316
300;227;197;349
66;105;255;193
150;287;209;75
178;183;178;257
289;109;265;297
734;611;887;695
297;90;57;117
706;662;589;647
130;269;330;98
293;67;149;144
240;88;153;51
325;82;219;70
200;304;160;296
104;104;104;348
165;343;171;243
571;801;814;797
297;235;130;282
118;61;207;271
115;54;328;81
60;256;90;304
131;66;63;108
92;260;198;218
113;182;138;114
297;54;70;116
137;212;57;237
313;325;167;278
182;342;201;277
775;583;557;892
231;141;237;292
262;288;237;216
194;234;125;75
133;330;111;78
152;343;55;208
626;812;757;642
171;203;102;91
334;251;155;221
802;560;914;775
208;306;71;244
319;271;87;113
316;90;252;201
311;204;78;72
212;282;54;306
670;577;920;624
121;118;277;130
869;939;582;895
586;945;837;921
180;89;145;120
195;273;114;81
823;867;946;580
151;249;134;143
214;117;259;176
90;269;120;237
290;102;202;263
78;239;164;225
56;305;275;308
201;288;253;344
279;68;96;223
656;789;553;750
278;234;234;124
129;100;88;328
899;703;711;747
915;897;874;611
176;349;183;281
230;174;274;231
340;162;220;253
227;347;347;334
890;614;594;605
238;276;125;174
230;92;99;345
151;332;267;276
293;195;140;175
64;158;294;304
244;119;237;161
244;306;54;273
118;333;59;192
80;154;82;188
97;156;121;348
261;159;179;237
96;171;184;283
266;232;119;183
120;318;143;217
841;731;823;836
608;804;551;877
86;256;89;323
143;259;176;302
336;71;206;168
80;318;219;260
780;700;852;943
173;95;240;191
156;107;339;340
227;91;303;149
241;120;346;273
321;69;168;273
209;317;333;123
73;277;288;288
267;211;253;113
764;932;674;558
240;217;257;287
170;341;275;154
929;593;653;647
292;315;135;213
274;141;324;113
101;100;344;74
940;776;790;902
795;845;654;643
667;864;586;804
337;90;197;68
649;693;893;718
306;57;274;84
323;332;337;295
169;91;89;155
211;197;67;163
612;939;558;700
118;105;186;343
185;234;309;278
157;216;186;187
274;56;255;260
698;945;640;912
922;584;810;850
227;223;98;261
245;243;53;169
152;183;302;289
856;606;904;625
583;586;912;630
235;305;233;57
207;220;239;63
174;89;343;335
910;636;651;719
95;147;241;51
313;316;344;235
59;191;173;95
222;251;65;140
253;129;335;61
78;84;152;258
565;638;861;868
110;51;159;326
261;258;176;304
904;672;883;869
101;252;194;65
148;83;56;201
292;197;61;85
199;139;51;80
234;269;298;263
56;229;62;117
144;87;179;248
223;51;146;316
155;205;318;63
226;92;337;75
617;812;793;665
193;307;327;315
240;301;58;129
188;67;235;158
332;312;199;81
53;235;340;272
314;349;129;212
667;921;877;642
105;249;175;144
125;110;264;223
593;836;575;701
186;64;220;67
181;161;180;202
223;309;132;140
133;80;341;115
111;65;297;117
948;688;567;877
121;313;225;122
96;132;102;153
131;113;54;347
196;90;318;178
220;108;134;208
155;336;194;304
216;287;147;246
199;101;50;222
201;70;211;209
278;202;327;278
947;758;696;554
618;889;942;696
267;117;244;81
154;208;164;297
218;92;255;305
918;592;724;599
100;186;304;107
601;678;890;835
277;330;200;207
209;246;73;288
176;222;252;240
701;559;725;682
89;127;227;166
318;337;296;294
161;300;153;312
347;253;118;133
195;95;258;127
227;146;145;223
294;123;186;169
206;78;67;128
253;231;82;170
262;295;329;293
246;147;116;158
304;231;70;237
240;312;152;267
717;931;831;821
302;154;237;314
73;258;195;66
783;790;558;597
298;281;297;63
242;63;256;68
95;197;59;202
780;618;571;727
94;110;321;135
347;334;116;159
243;126;156;184
253;274;310;294
707;933;632;787
51;306;189;55
102;349;282;254
111;283;244;219
629;582;785;627
786;584;666;945
121;178;249;349
56;71;57;232
262;334;210;148
184;264;177;207
198;50;308;345
693;582;686;825
163;57;348;280
603;921;839;710
258;83;78;313
181;123;72;283
750;701;867;730
257;117;168;146
313;158;163;157
312;293;139;202
76;314;297;197
743;708;598;807
565;718;834;702
111;251;272;81
756;566;599;716
856;851;586;885
87;136;291;320
826;674;688;671
80;104;96;210
104;253;273;317
721;700;827;689
250;54;236;247
76;183;132;153
114;161;313;289
185;150;330;253
166;95;117;139
141;336;106;135
341;141;348;84
835;552;872;891
184;338;152;312
157;256;227;160
231;101;198;93
71;149;350;140
184;235;97;101
71;127;213;295
174;345;316;182
136;217;83;139
292;67;225;338
101;147;148;287
937;591;801;642
171;188;157;334
315;343;110;125
214;177;151;240
324;195;309;109
805;677;768;769
224;71;131;131
91;53;181;230
104;60;342;136
148;65;131;126
196;87;324;267
106;173;152;244
246;198;286;328
901;626;786;834
338;284;263;259
345;56;325;246
103;73;63;86
65;258;329;268
711;734;885;943
292;78;185;320
106;70;337;81
329;243;190;254
206;169;266;266
280;179;110;113
96;95;116;163
58;198;99;117
296;81;333;174
162;50;102;86
87;222;178;316
321;338;150;89
153;178;61;286
346;54;241;345
117;120;251;51
197;66;150;109
174;117;171;294
160;233;256;92
275;145;122;149
79;208;130;285
349;266;196;183
693;733;669;745
294;146;294;83
234;68;349;233
322;302;90;267
96;112;172;190
53;350;155;246
254;125;170;107
262;337;166;161
135;236;174;337
326;346;205;249
736;943;909;647
148;198;216;203
266;345;252;176
100;190;152;104
347;68;143;128
643;552;767;586
586;717;637;799
595;767;737;657
273;315;51;283
611;657;905;665
248;144;94;153
235;84;285;190
254;117;160;268
749;849;555;557
152;84;113;189
272;194;63;100
790;914;602;822
143;290;303;275
188;231;235;322
120;155;177;91
313;173;305;311
900;630;686;707
125;163;305;82
306;91;133;203
62;210;310;288
184;312;275;113
827;658;829;903
129;300;166;111
79;315;340;274
332;53;138;237
191;350;162;342
63;206;242;260
132;145;292;282
741;662;575;753
337;86;133;227
296;283;158;240
120;316;193;329
116;117;283;332
119;156;177;93
948;639;798;722
285;292;341;85
622;822;642;857
160;133;125;297
256;297;143;285
699;722;781;694
63;287;130;135
331;239;285;270
844;766;687;636
778;656;787;665
334;254;240;142
86;228;350;281
270;335;122;249
343;264;326;266
219;113;239;287
69;341;228;308
261;105;287;121
127;82;242;91
163;196;218;349
70;312;259;174
98;185;65;136
343;59;167;120
274;291;121;102
226;85;291;126
334;226;80;79
124;81;272;131
312;231;242;319
250;73;304;132
199;297;330;292
101;90;142;349
