1D;2D;3D;4D
936;774;841;744
332;303;99;313
57;322;286;118
52;341;178;223
164;195;294;73
130;164;297;110
708;580;740;660
303;142;89;248
314;286;225;175
138;305;260;303
146;250;80;60
206;97;58;208
758;790;794;897
610;906;907;799
127;101;154;215
258;247;234;333
55;312;250;115
622;890;935;656
303;217;51;177
313;89;147;327
205;232;131;113
56;273;127;289
716;925;701;603
94;172;305;215
109;263;118;86
278;285;124;312
302;204;283;265
260;314;212;224
86;243;125;219
657;585;936;668
160;247;256;320
242;124;54;73
723;670;584;738
191;238;121;242
252;314;67;279
235;91;265;336
236;222;333;292
186;78;82;195
61;346;344;139
52;250;326;202
230;229;147;334
147;179;197;175
193;128;224;203
174;236;282;226
253;325;74;52
909;864;908;919
575;624;750;768
326;314;91;149
106;194;322;324
811;649;825;581
747;703;655;603
813;578;618;881
190;57;152;180
350;197;291;61
127;210;57;291
284;237;297;201
276;72;187;105
345;161;113;177
302;184;155;193
173;238;113;330
238;116;312;158
299;317;207;276
67;160;176;78
790;880;876;842
933;845;584;593
308;326;127;54
258;74;236;202
889;886;821;851
56;335;169;210
195;313;90;101
169;255;136;276
314;289;90;66
249;125;71;93
52;311;249;84
127;128;126;234
283;350;180;264
613;556;763;887
299;286;186;150
348;345;106;350
596;750;794;707
97;128;63;216
69;214;98;197
103;61;292;195
156;212;160;127
95;114;226;251
81;215;80;335
250;268;243;220
719;902;622;899
67;233;286;149
338;242;65;138
227;61;246;117
909;711;796;635
266;70;129;317
150;217;276;322
344;273;219;68
315;331;321;241
264;121;175;303
120;175;255;256
55;175;81;171
208;206;170;346
